520,181.508,411.499,472.653,272.554,262.632,11555.998,31280.164,5824.237,121.856,86.696,81.224,99.031,101.265,67.034,34.234,23.846,20.858,19.155,17.369,18.270,18.879,19.260,19.901,19.002,16.525,14.076,12.489,11.991,11.039,10.229,9.854,9.140,8.745,8.139,7.667,7.459,7.227,6.979,6.913,6.400,6.717,12.010,23.143,19.427,8.220,4.778,4.065,4.165,4.355,7.548,8.903,5.170,4.030,4.422,5.428,
525,164.174,280.753,466.883,306.758,213.354,1542.473,27022.408,18098.926,768.942,80.869,76.137,91.246,88.057,59.232,30.116,22.130,21.357,17.557,16.659,17.310,17.364,17.350,18.918,17.441,15.226,12.618,11.627,11.094,9.763,9.595,9.150,8.613,7.872,7.657,6.805,6.702,6.729,6.396,6.298,5.996,6.076,6.595,13.567,21.780,14.544,6.289,3.870,3.765,3.757,4.615,7.824,7.889,4.784,3.741,4.364,
530,139.572,212.732,366.990,373.695,204.819,243.634,11926.849,28241.770,5857.037,80.453,72.158,80.350,81.024,53.928,28.049,19.361,18.163,17.465,17.259,16.339,16.741,16.647,17.509,16.561,13.710,11.993,11.008,10.047,8.979,8.921,8.494,7.904,7.674,6.835,6.507,6.478,6.271,6.195,5.774,5.648,5.382,5.291,6.924,15.167,18.961,10.790,4.837,3.482,3.531,3.583,4.599,7.832,7.315,4.176,3.517,
535,120.284,172.170,251.128,393.581,227.574,204.810,2211.638,23832.258,16641.414,478.571,64.448,73.465,74.217,48.813,25.501,17.242,16.270,15.475,15.358,16.045,16.798,15.867,16.913,15.295,12.799,11.001,10.133,9.159,8.609,8.118,7.924,7.185,6.825,6.337,6.139,5.962,5.789,5.491,5.646,5.227,5.010,4.968,4.981,8.133,16.406,15.752,7.547,3.721,3.175,3.441,3.537,4.971,8.289,6.498,3.685,
540,117.990,151.168,171.770,349.067,286.054,182.224,185.312,10305.742,25883.006,4257.656,65.669,68.199,65.944,46.161,23.520,16.560,14.907,13.486,14.201,14.293,15.251,15.010,16.375,14.057,12.261,10.297,9.054,8.765,7.477,7.263,7.070,6.427,6.256,5.934,5.626,5.549,5.297,5.070,5.125,4.608,4.540,4.601,4.467,4.781,9.036,15.827,11.946,5.368,3.076,3.150,3.175,3.328,5.328,8.087,5.949,
545,110.984,135.898,133.849,237.798,336.151,197.358,140.920,1629.648,20707.072,13248.687,546.955,63.400,60.924,41.432,21.609,14.973,14.271,12.976,12.654,13.157,13.767,13.334,13.208,12.833,12.639,10.150,8.642,7.784,6.782,6.546,6.603,6.118,5.737,5.710,5.070,4.969,4.970,4.937,4.737,4.484,4.355,4.203,4.123,3.945,4.631,10.247,14.299,8.945,4.015,2.928,2.843,2.955,3.171,5.306,8.202,
550,108.091,120.465,126.078,150.048,311.479,256.928,127.028,121.036,8683.728,20701.074,4013.697,63.624,55.967,37.596,19.692,13.713,12.896,12.257,11.692,12.871,12.891,12.787,12.357,11.228,10.037,8.863,8.788,8.131,6.474,5.852,6.146,5.711,5.410,4.961,4.894,4.763,4.733,4.405,4.329,4.164,4.150,3.854,3.836,3.765,3.682,5.478,11.815,12.045,6.320,3.453,2.710,2.482,2.743,3.121,6.186,
555,102.595,106.781,104.995,106.015,226.553,323.840,126.943,90.652,1254.773,17521.730,12069.311,504.854,52.679,33.908,18.672,13.669,11.758,11.557,11.658,11.836,12.947,12.762,11.466,10.503,8.937,7.775,7.340,7.118,6.305,6.107,5.371,5.197,5.076,4.635,4.352,4.400,4.090,4.124,4.001,3.645,3.680,3.642,3.524,3.383,3.420,3.594,6.496,11.661,9.768,4.950,2.735,2.416,2.415,2.268,3.223,
560,93.288,105.257,89.826,86.341,140.486,344.553,167.925,80.097,84.041,7492.962,18740.918,4427.935,56.101,31.900,18.153,11.703,11.482,9.696,11.028,11.031,11.666,11.558,10.497,9.543,8.573,7.109,6.609,5.920,5.287,5.715,5.572,5.221,4.590,4.299,4.057,3.630,3.871,3.714,3.787,3.548,3.479,3.530,3.424,3.377,3.078,2.994,3.529,7.471,10.933,7.698,3.656,2.389,2.221,2.260,2.250,
565,96.419,88.904,85.515,73.045,87.719,267.269,241.607,81.394,68.624,1120.021,15191.457,13091.036,559.458,31.560,16.572,11.028,11.028,10.338,10.375,11.437,11.123,10.707,9.892,9.590,7.693,6.642,5.871,5.299,4.819,4.759,4.343,4.746,4.997,4.384,3.735,3.714,3.570,3.466,3.508,3.400,3.171,3.282,3.204,3.212,2.827,2.850,3.036,3.923,7.955,9.697,5.744,2.815,2.154,1.975,1.972,
570,95.717,78.254,75.249,65.137,71.962,165.311,289.460,109.704,58.890,69.243,5871.392,19895.789,5083.122,40.139,17.138,10.985,9.685,9.237,10.074,9.958,10.976,10.279,9.821,8.753,7.159,6.183,5.440,5.274,4.484,4.151,4.064,4.027,3.921,4.071,4.216,3.589,3.277,3.154,3.225,3.226,3.049,2.988,2.947,2.908,2.660,2.701,2.673,2.749,4.270,8.428,7.905,4.079,2.317,1.868,1.926,
575,87.218,70.398,66.393,57.856,60.503,94.955,261.546,166.917,57.487,49.155,800.938,15836.995,15522.601,706.997,16.712,11.695,9.531,9.101,9.820,9.984,11.108,9.689,9.209,7.905,7.343,5.674,5.113,4.516,4.217,3.695,3.545,3.883,3.529,3.279,3.390,3.273,3.807,3.257,3.141,2.831,2.723,2.966,2.792,2.786,2.585,2.413,2.536,2.295,2.473,4.989,8.043,6.136,3.005,2.017,1.652,
580,75.980,70.472,58.503,51.116,48.959,70.172,179.431,223.716,76.948,47.170,53.899,6320.382,24019.125,5642.177,26.554,10.611,9.631,9.121,9.083,9.691,9.928,9.388,8.454,7.600,6.470,5.202,4.684,4.210,3.489,3.245,3.590,3.554,3.819,3.220,3.044,2.897,2.992,2.947,3.256,2.902,2.771,2.538,2.632,2.550,2.290,2.308,2.208,2.058,2.053,2.676,5.905,7.444,4.586,2.323,1.630,
585,80.783,62.124,51.160,46.379,50.892,58.580,99.871,224.370,119.979,43.199,41.526,862.287,19484.809,14708.179,556.886,11.659,9.681,9.010,8.826,9.947,9.997,8.672,8.152,7.048,5.965,5.094,4.316,3.735,3.614,3.227,3.184,3.316,3.814,3.375,2.728,2.506,2.634,2.753,2.436,2.658,2.605,2.773,2.382,2.421,2.103,2.141,2.099,1.900,1.979,1.904,3.275,6.025,6.192,3.696,1.867,
590,77.431,59.811,50.247,45.769,42.603,49.176,59.691,168.723,172.783,48.752,38.178,51.320,8215.015,20377.756,3866.405,19.494,9.705,8.877,8.762,9.456,9.762,8.818,7.698,6.636,5.774,4.656,3.798,3.521,2.904,2.927,2.776,2.845,3.563,4.405,2.880,2.396,2.396,2.336,2.329,2.324,2.042,2.406,2.482,2.144,2.151,2.027,2.005,1.886,1.869,1.939,1.890,3.525,6.000,5.305,2.660,
595,78.909,56.175,39.512,42.130,37.903,46.980,46.556,96.320,191.042,73.878,35.574,36.686,1321.013,15577.295,10980.457,411.070,10.858,8.703,8.981,9.070,9.342,7.927,7.500,6.730,5.332,4.290,3.874,3.423,3.064,2.535,2.779,2.571,2.580,4.064,3.880,2.400,2.337,2.277,2.165,2.166,1.919,1.844,2.065,2.076,2.048,2.240,1.978,1.735,1.774,1.697,1.695,2.180,4.333,5.652,3.949,
600,66.979,55.711,42.852,37.770,36.090,43.325,43.074,52.674,161.500,116.609,37.758,34.729,49.820,5797.523,16665.877,3282.778,24.505,9.067,9.015,9.011,9.167,7.974,6.994,6.221,5.065,4.111,3.680,2.864,2.730,2.487,2.327,2.332,2.465,2.756,4.314,3.098,2.044,1.899,2.246,2.204,1.907,1.928,1.978,1.940,1.656,1.731,1.874,1.822,1.686,1.506,1.606,1.673,2.504,4.612,5.073,
605,68.548,52.188,39.202,37.391,34.563,42.693,39.095,36.910,101.953,152.506,55.999,33.275,35.235,793.850,13615.176,9050.195,481.677,9.996,9.400,8.683,9.241,7.889,6.787,5.852,4.477,3.618,2.951,2.947,2.280,2.129,2.472,2.070,2.226,2.247,3.456,4.508,2.639,1.988,1.962,1.821,1.798,1.961,1.847,1.903,1.647,1.739,1.539,1.641,1.444,1.570,1.626,1.614,1.813,2.788,4.873,
610,70.582,52.906,46.890,38.882,39.544,44.038,40.438,35.046,58.876,151.470,90.603,40.777,35.930,38.130,5921.052,13111.479,3151.644,14.466,8.739,9.261,9.398,6.980,6.325,6.076,4.214,3.500,2.534,2.653,2.404,2.221,2.315,2.096,2.077,2.171,2.397,4.478,3.903,1.795,1.696,1.605,1.497,1.598,1.703,1.582,1.585,1.673,1.519,1.443,1.424,1.485,1.444,1.412,1.514,1.834,3.271,
615,64.284,64.821,58.199,53.393,50.262,52.917,43.453,35.524,45.532,125.301,143.166,65.985,44.495,30.746,800.970,10468.148,8533.541,297.159,7.789,8.871,9.302,7.479,6.323,5.257,4.168,3.358,2.847,2.586,2.111,2.150,2.291,2.070,1.745,2.223,1.998,2.707,4.620,2.871,1.665,1.736,1.642,1.671,1.732,1.592,1.594,1.673,1.532,1.568,1.406,1.602,1.535,1.559,1.516,1.502,2.064,
620,72.281,87.849,82.777,82.954,77.330,75.183,47.548,41.185,51.751,98.405,186.072,119.232,66.848,36.558,29.992,4079.485,12296.452,2413.823,14.378,7.433,8.864,7.088,6.171,5.096,3.717,3.122,2.391,2.225,1.705,2.067,1.934,1.999,2.047,1.757,1.782,1.705,3.454,4.866,2.130,1.517,1.567,1.545,1.784,1.472,1.623,1.522,1.666,1.449,1.487,1.708,1.816,1.749,1.764,1.601,1.809,
625,95.958,102.730,115.245,108.109,102.080,98.955,57.299,47.004,61.397,93.562,185.106,175.588,86.217,40.375,19.918,605.150,9558.703,6692.613,311.187,7.088,8.472,7.296,6.297,5.043,3.772,2.891,2.306,1.842,1.924,1.759,1.712,1.893,1.869,1.925,1.678,1.748,1.944,4.530,4.361,1.705,1.681,1.575,1.478,1.595,1.582,1.798,1.684,1.480,1.506,1.594,1.850,1.947,1.814,1.755,1.903,
630,101.387,115.726,127.382,127.778,114.086,109.328,58.917,49.426,66.497,97.560,161.989,213.060,115.384,45.021,19.187,21.766,3902.139,10058.748,2104.347,12.212,7.358,6.940,5.384,5.008,3.658,2.509,2.225,1.888,1.766,1.808,1.559,1.588,1.763,1.937,1.569,1.430,1.706,2.670,5.479,2.923,1.486,1.414,1.636,1.758,1.568,1.792,1.744,1.603,1.444,1.677,1.946,1.841,2.058,1.820,1.943,
635,113.588,127.675,131.294,138.399,121.021,117.484,60.279,53.871,72.914,101.725,144.971,217.470,146.169,51.294,17.840,13.564,521.878,8283.746,5884.031,253.163,8.133,6.580,5.866,4.924,3.339,2.709,2.263,1.968,1.931,1.653,1.671,1.692,1.625,1.755,1.532,1.606,1.488,1.554,3.477,5.305,2.011,1.589,1.674,1.777,1.640,1.807,1.849,1.581,1.590,1.883,1.957,1.895,2.128,1.861,1.927,
640,184.712,145.323,146.734,148.482,129.766,130.055,72.756,63.310,86.287,120.541,152.325,207.314,184.155,64.632,19.736,13.628,18.622,3482.212,8673.565,1863.132,15.945,6.487,5.671,5.054,3.322,2.571,2.007,1.803,1.719,1.791,1.671,1.511,1.523,1.794,1.591,1.412,1.445,1.352,1.837,5.102,4.587,1.926,1.959,2.404,2.282,2.757,2.237,1.920,1.580,1.716,1.942,2.124,1.944,1.917,1.984,
645,258.566,172.742,159.265,161.018,146.318,147.633,89.432,76.762,103.010,142.579,175.337,201.343,206.068,91.388,23.974,14.234,14.423,509.605,6787.427,5184.098,264.793,6.842,5.399,4.977,3.156,2.460,2.242,1.810,1.644,1.697,1.413,1.382,1.570,1.528,1.605,1.580,1.350,1.687,1.539,2.844,6.202,3.972,2.520,2.580,3.252,3.645,3.152,2.313,1.840,2.057,2.135,2.112,2.249,2.130,2.187,
650,291.081,181.901,181.519,174.864,157.947,156.122,90.244,81.155,110.569,154.051,188.899,199.981,200.931,118.400,27.589,14.606,14.231,21.035,2865.538,7705.319,1731.203,13.809,5.136,4.689,3.195,2.172,1.808,1.857,1.583,1.507,1.548,1.405,1.418,1.458,1.681,1.772,1.403,1.466,1.534,1.841,4.109,6.463,3.068,2.928,3.231,3.710,3.439,2.286,2.091,2.136,2.325,2.427,2.200,2.211,2.356,
655,287.020,192.529,192.451,182.316,166.845,159.321,91.924,84.261,109.472,152.083,190.674,199.225,176.674,133.475,40.428,15.203,14.142,12.808,390.635,6201.586,4923.504,219.382,4.963,4.101,3.209,2.626,1.859,1.686,1.621,1.306,1.379,1.341,1.242,1.385,1.306,1.607,1.472,1.543,1.603,1.619,2.156,6.099,5.939,3.194,3.056,3.376,3.199,2.372,2.044,2.259,2.304,2.300,2.267,2.229,2.307,
660,275.749,199.886,190.523,182.198,165.789,162.643,86.343,80.928,111.533,150.864,192.843,200.304,159.236,126.237,62.379,17.547,15.130,12.245,16.352,2477.908,7322.989,1475.522,10.788,4.114,2.799,2.173,1.977,1.501,1.538,1.351,1.070,1.256,1.310,1.329,1.390,1.394,1.481,1.533,1.582,1.803,1.660,3.389,7.424,5.009,3.147,3.601,3.354,2.400,2.087,2.162,2.217,2.280,2.339,2.300,2.399,
665,271.500,201.514,192.465,177.458,163.245,156.531,91.591,82.597,109.378,152.015,189.400,195.622,149.714,104.145,79.148,25.272,16.766,14.057,13.339,350.690,5945.835,4089.163,187.015,4.049,2.564,2.198,1.863,1.467,1.364,1.291,1.375,1.334,1.152,1.263,1.334,1.396,1.392,1.565,1.456,1.512,1.760,1.991,5.395,8.107,3.968,3.729,3.318,2.643,2.039,2.192,2.342,2.318,2.370,2.231,2.488,
670,327.727,205.086,183.481,178.292,156.692,155.689,95.289,82.979,108.768,152.389,188.191,194.523,146.115,85.362,83.396,40.499,19.088,17.659,14.084,17.642,2524.424,6144.973,1305.362,9.083,2.750,2.137,1.852,1.545,1.452,1.295,1.036,1.108,1.264,1.274,1.165,1.304,1.374,1.734,1.558,1.587,1.909,2.059,2.913,7.993,6.892,3.971,3.396,2.572,2.124,2.130,2.322,2.314,2.172,2.176,2.146,
675,486.611,211.240,188.161,175.791,154.832,148.359,94.720,84.239,113.751,152.489,186.881,189.746,144.915,74.588,70.947,56.697,22.849,18.029,15.872,13.636,417.065,5238.369,3627.802,155.864,2.995,2.248,1.702,1.425,1.575,1.266,1.183,1.019,1.051,1.478,1.213,1.156,1.271,1.422,1.644,1.618,1.738,2.111,2.540,4.687,8.802,6.596,3.733,2.686,2.160,2.285,2.354,2.216,2.345,2.096,2.179,
680,757.727,203.296,173.473,161.263,145.467,144.751,91.460,81.173,107.411,146.571,175.091,177.570,135.030,68.417,49.821,67.163,32.051,17.792,16.795,12.850,18.018,2374.208,5492.602,1142.329,7.860,2.178,1.892,1.551,1.481,1.411,1.314,1.207,1.225,1.313,1.217,1.189,1.320,1.444,1.590,1.639,1.793,1.892,2.534,3.128,6.508,9.656,4.461,2.644,2.129,2.153,2.218,2.239,2.217,1.940,2.271,
685,1145.290,211.106,161.887,143.968,133.707,130.178,80.289,74.644,91.957,131.290,159.155,163.500,123.444,62.512,34.639,58.500,44.606,18.593,16.177,13.775,10.962,416.479,4485.217,3302.662,147.834,2.357,1.737,1.361,1.472,1.267,1.287,1.205,1.044,1.180,1.085,1.221,1.175,1.258,1.471,1.598,1.653,1.989,2.335,2.539,3.318,8.599,7.574,2.696,2.070,2.049,1.900,2.155,2.107,2.083,2.006,
690,1415.825,313.837,146.853,133.508,115.376,119.082,72.429,63.709,86.116,115.790,139.154,145.500,110.482,56.604,26.889,42.760,55.827,22.875,15.433,14.169,10.341,16.626,1884.694,4948.251,964.909,7.094,2.140,1.632,1.495,1.357,1.093,1.081,1.186,1.133,1.155,1.101,1.189,1.235,1.362,1.519,1.540,1.752,1.955,2.304,2.601,4.784,9.557,4.904,1.913,1.911,2.027,1.937,1.813,1.715,1.790,
695,1397.865,553.968,134.870,118.436,101.222,106.957,60.826,58.931,75.524,101.662,123.859,129.258,96.701,51.749,23.970,27.450,55.275,30.102,14.974,13.066,10.035,7.893,289.138,4161.889,2591.373,123.651,2.549,1.794,1.491,1.239,1.237,1.031,1.104,0.979,1.236,1.201,1.224,1.111,1.278,1.323,1.478,1.680,1.920,2.197,2.399,2.857,6.702,8.096,2.620,1.754,1.800,1.722,1.745,1.752,1.715,
700,1069.296,890.464,156.206,105.713,91.999,91.081,57.996,52.624,66.763,87.576,109.070,109.439,85.932,45.716,21.482,18.806,43.694,40.550,17.779,13.242,9.969,7.377,9.561,1778.513,3791.879,825.365,8.102,1.855,1.482,1.082,1.178,0.959,1.235,1.053,1.040,1.092,1.200,1.318,1.191,1.247,1.512,1.591,1.823,2.053,2.085,2.488,3.012,7.498,5.676,2.047,1.795,1.658,1.722,1.463,1.771,
