520,330.890,462.962,525.060,354.416,350.889,1356.823,2997.423,935.610,439.036,410.690,401.928,390.966,385.859,357.526,339.998,330.958,325.094,310.653,299.721,289.393,271.527,255.532,242.268,230.369,220.631,212.320,202.342,195.675,190.245,183.851,172.715,161.361,151.727,136.889,125.118,113.598,103.036,94.538,86.160,78.553,71.549,69.665,74.370,64.271,48.043,39.319,34.789,30.382,27.210,27.998,26.897,21.579,19.397,17.301,16.599,
525,296.070,340.727,516.006,376.758,323.957,528.252,2653.637,1960.798,471.393,384.255,372.857,367.976,351.867,325.630,310.735,297.697,295.191,280.856,266.991,258.163,243.930,228.442,216.632,206.577,200.983,191.438,185.487,180.712,175.353,168.938,160.140,151.383,140.327,127.340,115.611,106.840,95.829,88.299,80.400,73.747,67.359,62.569,63.329,65.424,52.987,40.840,35.138,30.984,27.840,26.862,27.672,25.600,20.835,18.575,17.008,
530,266.928,259.330,403.941,432.152,302.549,387.014,1394.296,2804.383,890.654,360.791,352.057,343.767,326.817,305.287,285.302,272.575,265.472,253.486,243.745,235.363,220.022,205.563,194.519,186.932,183.397,174.192,169.794,163.655,160.636,155.283,147.772,138.503,130.680,119.690,108.955,100.070,90.129,82.104,75.990,69.725,64.760,59.156,54.784,58.374,57.135,45.106,36.343,31.339,28.422,27.381,25.978,26.785,24.334,20.045,18.523,
535,237.738,233.137,307.613,450.529,318.529,359.398,547.569,2455.487,1862.240,376.088,334.079,323.569,302.681,280.044,261.056,246.828,242.281,229.341,221.126,211.524,199.460,186.312,176.615,170.347,165.972,160.140,154.978,151.009,147.205,142.782,135.932,128.948,121.119,109.946,101.766,93.223,84.420,77.789,71.577,66.203,61.007,55.671,51.189,49.894,54.031,50.407,38.978,31.982,28.636,27.280,25.593,24.557,26.103,23.089,19.580,
540,217.130,218.395,233.482,405.306,370.730,336.506,352.284,1239.608,2725.781,720.654,308.876,296.075,284.196,257.881,239.842,226.094,220.418,209.787,198.440,190.675,179.013,165.883,158.116,153.125,148.885,143.502,141.148,136.897,134.156,129.325,123.933,117.843,112.226,102.655,93.948,85.799,78.092,71.684,66.739,61.882,57.634,53.297,48.640,45.601,46.656,49.898,43.289,33.424,28.194,27.031,25.830,23.820,24.046,25.201,22.259,
545,194.289,184.583,202.204,299.610,397.372,336.524,323.465,435.974,2287.349,1617.383,336.096,275.602,255.194,236.297,216.637,203.946,199.394,190.147,178.657,169.579,159.306,149.649,140.516,135.929,133.756,128.742,126.244,123.477,120.919,117.618,113.524,108.332,101.734,93.946,85.873,78.909,72.246,66.464,61.573,57.461,53.983,49.326,45.851,43.041,39.861,43.250,45.125,36.172,28.814,26.993,25.279,23.486,22.037,23.072,23.926,
550,174.869,169.146,177.963,222.937,378.923,380.800,293.617,279.605,1138.059,2425.021,687.970,254.694,236.699,214.481,198.386,186.028,182.263,169.578,163.195,155.554,144.308,134.592,125.934,122.155,118.174,117.611,114.440,112.193,109.538,107.170,102.365,98.096,92.795,85.758,79.184,72.078,65.177,60.997,56.715,52.771,49.639,45.815,43.090,39.998,37.111,36.660,40.418,38.192,30.230,26.287,24.361,22.356,21.158,20.237,22.030,
555,150.110,147.531,153.182,175.989,293.792,418.113,274.869,249.100,384.322,2154.552,1538.822,274.545,213.612,192.132,176.464,167.329,161.217,151.814,145.066,137.013,128.454,118.655,113.958,111.073,106.523,103.518,102.713,100.131,99.840,96.720,92.650,88.830,84.022,77.354,71.797,65.350,59.887,55.230,52.124,47.728,44.988,42.080,39.223,36.904,33.925,32.273,33.091,36.289,32.170,26.589,23.232,21.356,19.541,19.078,18.848,
560,142.707,134.810,141.377,152.075,202.818,421.302,293.818,231.120,237.986,1098.700,2268.103,652.903,193.646,174.979,159.946,149.235,143.990,135.935,128.862,122.156,116.929,106.677,100.511,96.583,95.889,91.844,90.169,90.195,88.036,85.858,82.865,79.568,75.277,68.714,64.299,58.797,53.317,49.645,46.333,43.784,40.278,38.612,35.102,33.115,31.092,29.518,28.290,30.193,31.875,27.915,22.540,20.032,18.807,17.743,16.781,
565,137.473,121.142,122.244,132.035,158.388,346.910,339.053,217.111,214.887,348.015,1913.672,1516.113,217.066,155.534,144.682,134.808,127.751,121.413,115.728,107.457,102.065,93.433,89.429,85.929,84.459,82.699,81.566,80.040,79.016,76.699,74.219,71.641,67.378,63.058,57.834,52.509,48.192,44.341,41.777,39.400,36.666,34.770,32.374,30.196,28.185,26.976,25.456,24.615,27.032,28.378,22.972,19.157,17.606,16.012,15.499,
570,131.122,113.106,110.009,118.321,128.158,244.245,376.826,230.100,199.889,198.871,895.724,2227.452,572.005,140.811,127.223,118.845,114.610,109.538,103.053,96.941,90.122,82.698,79.643,77.000,74.565,73.240,72.667,71.123,70.825,68.557,66.590,62.931,61.094,55.970,51.062,47.434,43.046,39.603,37.539,35.275,32.797,31.420,29.179,27.367,25.888,24.411,23.131,21.439,21.507,25.133,23.570,18.979,16.377,15.002,14.434,
575,126.254,100.941,104.671,108.582,115.620,178.167,337.391,273.873,189.714,181.426,278.557,1863.194,1408.170,179.949,113.581,104.646,100.222,95.826,91.677,86.198,80.014,73.755,70.641,67.610,65.919,64.882,63.781,63.407,62.445,60.542,58.461,56.539,53.696,49.796,46.199,42.184,38.427,35.394,32.676,31.745,30.149,27.939,26.534,24.777,23.419,22.163,21.208,19.378,18.618,20.561,22.856,20.237,16.112,14.268,13.600,
580,127.619,101.714,89.035,96.422,103.688,142.939,263.508,308.193,197.872,170.655,169.817,840.822,2135.021,574.464,101.379,94.325,89.313,85.476,81.117,76.121,70.774,64.633,61.909,60.720,58.992,56.679,56.136,55.803,54.412,53.712,51.996,50.409,47.651,44.204,40.703,37.205,33.466,31.788,29.971,28.217,26.372,25.317,23.303,22.925,21.479,20.151,19.283,17.675,16.404,16.832,19.169,19.887,16.672,13.310,12.256,
585,129.210,94.029,86.561,88.918,95.634,130.651,181.437,299.500,221.305,162.659,157.907,234.582,1759.092,1371.222,138.505,83.353,79.104,74.920,71.431,66.358,62.453,58.200,54.479,53.310,51.953,51.442,50.493,49.902,48.909,48.715,46.080,44.224,42.240,39.866,35.820,33.520,30.597,28.216,26.331,24.911,23.511,22.438,21.622,20.369,19.160,17.937,17.305,16.209,15.084,14.845,15.395,17.957,17.201,13.908,11.844,
590,108.525,88.200,76.998,81.851,84.838,120.331,135.695,241.349,256.783,157.839,147.437,134.839,808.413,1928.944,459.516,75.035,72.549,66.361,62.576,59.960,55.473,50.621,47.579,45.752,45.963,45.335,44.166,43.466,43.617,42.219,41.377,39.570,37.749,34.832,32.239,29.898,26.818,25.565,23.994,22.509,21.476,20.293,19.472,18.288,17.440,16.549,15.812,14.384,13.595,13.533,13.083,13.824,16.101,14.329,11.731,
595,125.971,87.449,72.791,75.005,79.408,105.782,122.045,173.071,276.038,172.806,137.828,122.513,203.367,1526.086,1194.035,111.995,62.932,58.717,55.403,51.461,49.250,45.698,42.532,41.612,40.570,39.846,38.619,38.613,37.780,37.270,36.263,34.796,32.864,31.733,28.364,26.305,24.052,22.264,20.980,20.112,18.952,18.088,17.194,16.298,15.286,14.966,14.391,12.983,12.273,11.758,11.676,11.284,13.074,14.067,11.921,
600,113.049,73.672,62.843,68.730,70.236,94.939,109.835,128.959,231.695,201.087,131.396,113.167,94.166,622.930,1752.399,427.104,56.447,51.331,48.395,46.715,42.447,39.953,38.007,36.406,35.605,35.341,34.561,34.367,33.710,32.919,31.309,30.225,28.684,27.147,26.222,23.459,21.122,19.853,18.363,17.489,16.954,15.976,15.120,14.867,13.987,13.165,12.819,11.587,11.134,10.925,10.317,9.937,10.155,11.990,12.174,
605,105.514,72.523,61.815,60.309,70.212,86.108,103.035,107.314,177.067,223.008,138.993,104.445,86.427,139.830,1406.240,1059.841,97.534,45.778,43.913,40.528,37.795,35.297,32.720,31.751,31.447,30.522,30.111,29.308,29.747,28.911,27.607,26.852,25.269,23.969,22.350,21.149,19.110,17.101,16.366,15.503,15.052,14.196,13.452,13.366,12.505,12.052,11.142,10.459,9.949,9.796,9.295,8.923,8.692,9.361,11.176,
610,101.068,69.988,53.541,56.006,62.385,87.038,93.882,96.633,127.987,212.866,161.168,100.348,78.643,66.611,598.824,1511.073,365.468,40.629,37.723,36.082,33.267,30.322,28.409,27.985,27.929,27.067,26.078,26.073,25.483,24.751,24.174,23.718,22.434,21.083,19.436,18.841,16.698,14.804,13.928,13.820,13.401,12.305,11.867,11.395,11.105,10.607,10.105,9.271,8.727,8.558,8.339,7.717,7.635,7.519,9.184,
615,99.142,66.437,55.627,54.656,56.164,78.053,87.674,89.149,105.251,172.080,184.139,98.862,73.160,59.131,120.399,1215.414,941.570,65.879,32.637,30.386,28.426,26.376,24.706,24.272,23.777,24.102,22.530,22.874,22.159,22.252,20.885,20.340,19.623,18.481,16.548,16.077,15.885,13.506,12.495,12.055,11.531,10.867,10.678,10.056,9.603,9.300,8.601,8.371,7.724,7.627,7.405,7.055,6.829,6.393,6.885,
620,82.836,52.241,50.609,48.556,55.720,72.124,81.796,85.368,89.031,124.811,186.925,115.966,70.246,57.407,48.574,487.189,1312.610,279.787,29.597,27.119,25.223,22.531,20.869,20.894,20.477,20.056,20.058,19.877,19.094,19.609,18.501,17.746,16.494,15.928,14.370,13.828,12.847,12.504,11.184,10.313,10.039,9.582,9.228,8.907,8.539,8.220,7.811,7.253,6.902,6.700,6.385,6.101,5.940,5.797,5.606,
625,79.493,52.170,51.270,46.144,51.008,68.760,72.012,76.146,85.942,96.632,159.611,137.885,69.235,53.789,43.406,102.903,1028.702,714.431,55.324,23.546,22.019,20.503,19.071,19.523,18.405,18.134,17.422,17.365,16.661,16.294,15.891,15.583,14.926,13.813,12.860,11.842,11.172,11.438,10.457,9.246,8.914,8.188,8.434,7.839,7.502,7.323,6.981,6.370,6.202,6.000,5.767,5.720,5.478,5.406,5.342,
630,72.691,48.241,42.340,44.096,51.336,66.672,68.978,70.679,80.284,86.846,121.730,158.183,79.313,51.875,42.523,36.911,434.737,1056.456,245.119,21.794,19.300,18.429,17.785,16.354,16.427,15.714,15.617,15.477,15.079,14.641,14.054,13.721,13.364,12.365,11.409,10.703,9.888,9.413,9.747,8.925,8.063,7.571,7.589,7.112,6.859,6.610,6.006,5.892,5.368,5.567,5.294,5.291,4.862,4.742,4.702,
635,71.351,49.810,51.109,44.397,49.070,61.966,64.298,64.781,75.533,76.921,90.791,144.437,103.261,52.902,40.870,34.972,81.636,871.348,666.060,49.887,17.486,16.386,15.393,14.672,14.092,14.058,13.593,13.730,13.525,13.399,12.597,12.087,11.887,11.292,10.246,9.170,8.777,8.093,8.305,8.664,7.355,6.965,6.560,6.204,5.929,5.865,5.578,5.250,5.017,4.874,4.874,4.366,4.425,4.251,4.384,
640,61.902,37.440,43.987,41.824,49.424,62.772,61.067,62.464,68.523,74.423,78.104,116.868,124.451,59.747,40.048,33.253,29.117,373.870,968.910,241.664,16.428,14.123,13.230,13.088,12.439,12.378,12.299,11.759,11.734,11.513,10.836,10.607,10.130,9.461,8.784,8.654,7.798,7.380,7.247,7.657,7.166,6.188,6.037,5.554,5.431,5.181,4.949,4.694,4.458,4.297,4.298,4.045,3.996,3.971,4.028,
645,74.654,48.241,43.023,42.009,45.152,56.594,60.711,60.242,67.449,72.609,74.465,88.226,131.109,76.331,40.005,31.347,27.459,71.969,774.568,605.132,39.412,12.759,11.973,11.626,11.380,11.084,10.651,10.453,10.330,10.294,9.816,9.284,9.044,8.675,7.818,7.439,6.659,6.188,5.987,6.344,7.186,6.165,5.205,5.200,5.001,4.857,4.456,4.379,4.019,4.123,4.006,3.773,3.477,3.656,3.555,
650,71.969,46.024,41.019,40.691,42.614,58.678,57.638,58.928,62.555,68.655,73.899,78.322,115.292,99.006,43.415,31.948,26.672,21.972,323.885,856.741,185.664,11.669,10.698,10.192,10.096,9.931,9.421,9.443,9.154,8.876,8.858,8.408,8.017,7.601,7.062,6.623,6.098,5.916,5.605,5.292,6.049,6.159,4.874,4.583,4.479,4.324,4.135,4.102,3.643,3.696,3.635,3.351,3.299,3.445,3.252,
655,66.570,49.024,37.665,45.812,42.807,58.077,58.832,55.697,64.309,68.240,71.583,70.584,89.892,111.896,55.586,31.458,25.629,20.060,56.391,690.668,503.072,32.766,9.457,9.181,8.687,8.395,8.443,8.457,8.405,7.911,7.765,7.437,6.817,6.900,6.098,5.993,5.249,5.174,5.089,4.749,4.763,5.693,5.034,4.141,4.126,3.994,3.915,3.550,3.427,3.305,3.236,3.151,2.967,2.938,2.849,
660,68.676,51.451,44.318,39.648,43.305,56.540,57.788,54.408,60.112,66.106,69.997,70.560,72.414,107.242,72.773,32.780,26.382,19.121,16.686,301.560,743.823,167.678,9.050,8.149,7.747,7.533,6.960,7.303,7.385,6.986,6.558,6.211,6.349,5.601,5.470,4.913,4.763,4.514,4.305,4.197,4.010,4.185,5.150,4.431,3.752,3.464,3.463,3.296,3.153,3.104,2.786,2.820,2.867,2.591,2.797,
665,68.714,53.557,41.127,40.459,42.712,57.066,56.062,52.676,61.014,65.461,69.618,69.195,64.928,86.281,91.787,40.859,25.967,19.405,15.424,60.423,609.297,437.891,26.754,6.469,6.798,6.473,6.333,6.033,6.241,5.899,5.764,5.432,5.316,4.907,4.586,4.349,3.974,4.057,3.721,3.728,3.539,3.545,4.227,4.973,3.442,3.213,3.052,2.859,2.764,2.704,2.770,2.637,2.358,2.530,2.471,
670,78.927,50.798,39.507,40.390,42.400,53.603,55.891,52.322,58.466,65.190,70.805,70.085,65.357,67.390,92.819,55.071,27.615,19.919,14.853,13.442,264.356,632.497,145.256,6.995,5.577,5.407,5.592,5.279,4.951,4.967,4.791,4.812,4.363,4.306,3.800,3.651,3.505,3.596,3.523,3.337,3.258,3.161,3.329,4.208,3.932,2.821,2.687,2.536,2.480,2.491,2.394,2.368,2.332,2.307,2.264,
675,99.907,51.252,43.798,43.571,43.726,57.994,52.598,52.730,58.927,64.672,66.990,70.513,65.473,59.122,83.605,68.767,30.470,20.454,15.358,12.096,52.613,511.152,382.783,22.757,4.830,4.781,4.624,4.420,4.516,4.356,4.121,4.064,3.990,3.636,3.658,3.352,3.179,3.020,3.147,2.915,2.837,2.760,2.643,3.089,4.212,3.443,2.445,2.340,2.252,2.280,2.212,2.076,2.133,2.082,2.113,
680,128.627,55.618,41.978,41.437,42.696,53.701,53.844,48.778,57.336,62.691,66.481,69.488,64.492,57.062,64.028,76.771,38.576,19.787,15.849,12.258,10.603,215.184,571.184,132.578,5.052,4.223,4.092,4.167,3.815,3.612,3.687,3.615,3.163,3.456,3.168,3.002,2.847,2.576,2.759,2.802,2.609,2.484,2.526,2.293,3.298,3.904,2.654,2.107,2.064,2.097,2.034,2.028,1.879,1.911,1.954,
685,169.190,59.659,46.118,43.687,41.387,49.544,52.957,50.052,56.655,61.619,64.417,67.691,63.392,55.809,51.656,73.255,52.154,22.578,15.979,11.982,9.788,38.709,470.632,364.941,23.223,3.556,3.534,3.320,3.298,3.124,3.349,2.961,2.931,2.695,2.592,2.588,2.290,2.195,2.349,2.499,2.083,2.129,2.195,2.158,2.278,3.770,3.343,2.109,1.876,1.931,1.822,1.844,1.888,1.726,1.926,
690,207.146,67.277,51.366,42.996,44.305,49.753,49.598,47.194,51.861,57.898,62.610,64.868,62.156,55.583,47.901,58.761,63.672,26.619,16.896,13.195,9.733,8.324,204.232,534.302,131.398,4.114,3.058,2.966,2.779,2.744,2.737,2.685,2.568,2.543,2.257,2.154,2.039,1.924,2.172,2.125,2.123,2.027,1.905,1.938,2.100,2.487,3.764,2.419,1.855,1.793,1.705,1.720,1.755,1.772,1.765,
695,207.942,95.584,47.896,40.549,39.452,49.086,50.743,46.075,51.284,57.670,59.472,63.094,63.030,53.220,45.881,45.531,63.894,35.209,17.009,12.616,9.858,7.829,38.124,439.652,340.342,17.318,2.609,2.511,2.696,2.243,2.351,2.363,2.208,2.103,2.136,2.058,1.820,1.762,1.843,1.919,2.023,1.914,1.818,1.900,1.853,1.853,2.815,3.480,1.853,1.703,1.596,1.601,1.628,1.536,1.735,
700,168.031,131.172,54.015,40.544,35.477,43.982,46.007,45.069,49.879,53.536,57.322,59.877,58.021,51.706,44.128,39.021,52.726,45.530,19.904,13.914,11.268,7.884,7.158,191.142,486.538,105.872,3.032,2.147,2.062,2.113,2.072,2.024,1.716,1.621,1.737,1.813,1.569,1.643,1.499,1.708,1.663,1.948,1.680,1.716,1.689,1.846,1.859,3.075,2.552,1.725,1.612,1.578,1.615,1.546,1.552,
