525,14.648,72.057,245.664,99.822,19.563,108.370,1475.624,994.905,48.452,14.113,14.840,17.295,18.551,20.427,21.351,23.561,25.513,23.399,22.857,19.712,16.813,14.502,12.062,11.621,9.896,8.957,8.537,8.346,7.717,7.123,6.448,5.760,5.737,5.151,4.614,4.904,4.644,4.822,4.499,4.311,4.720,5.498,12.565,20.674,13.571,5.912,4.057,3.758,3.919,4.602,7.657,7.962,4.836,4.280,4.535,
530,15.017,20.885,172.943,179.495,27.421,27.257,663.386,1549.057,323.042,14.295,13.560,14.814,16.120,16.247,19.063,19.730,22.159,19.947,19.765,17.726,15.290,12.989,10.829,10.682,9.243,8.961,7.622,7.661,6.961,6.453,5.968,5.655,5.175,4.835,4.621,4.462,4.379,4.556,4.360,4.400,4.472,4.561,6.241,14.637,18.430,10.205,5.073,4.062,3.811,4.331,5.162,8.446,7.947,5.112,4.583,
535,6.473,12.749,82.853,227.679,67.204,22.459,131.230,1303.857,922.483,36.270,13.636,14.170,14.639,15.390,16.889,18.366,18.368,18.485,16.669,15.091,12.872,11.082,10.086,9.548,8.111,7.795,7.274,6.988,6.476,6.151,5.496,5.142,4.889,4.530,4.147,4.062,3.954,4.435,4.391,3.999,4.222,4.187,4.639,7.412,15.997,15.683,7.697,4.275,3.995,4.216,4.475,6.069,9.141,7.291,4.812,
540,5.769,5.145,21.673,205.314,138.767,22.849,22.823,581.467,1430.151,244.470,12.765,11.274,13.727,14.193,14.328,14.721,16.121,15.345,14.799,13.495,11.256,10.404,8.865,8.515,7.227,6.603,6.955,6.487,5.697,5.308,4.912,5.137,4.745,4.526,3.948,4.095,4.038,4.105,4.089,3.860,3.843,3.635,3.863,4.486,8.758,15.725,12.147,5.883,3.775,3.936,4.128,4.551,6.280,9.012,7.045,
545,10.546,5.833,9.257,105.024,204.279,58.232,18.154,97.755,1171.433,767.988,40.440,10.903,11.334,11.850,11.526,14.100,13.403,13.264,12.567,11.413,10.021,9.123,8.166,7.522,6.754,6.306,5.884,5.751,5.300,5.061,5.008,4.545,4.277,4.017,3.833,3.808,3.714,3.748,3.747,3.471,3.634,3.560,3.591,3.806,4.598,10.260,14.571,9.367,4.787,3.992,4.001,4.060,4.430,6.352,9.467,
550,2.116,5.849,2.537,35.373,195.686,125.783,15.725,21.114,503.270,1212.811,253.655,11.660,10.389,11.051,11.596,10.787,11.669,11.438,10.628,10.275,8.287,7.615,7.058,6.895,5.990,5.619,5.403,5.098,5.362,4.552,4.383,4.443,4.036,3.725,3.443,3.542,3.415,3.510,3.400,3.250,3.495,3.423,3.207,3.484,3.511,5.492,11.828,12.824,7.019,4.282,3.819,3.880,3.826,4.398,7.459,
555,3.647,7.970,2.195,7.343,128.632,203.362,30.843,15.745,87.957,1065.967,740.165,33.387,9.515,8.849,9.341,10.267,9.655,9.777,9.438,8.687,7.421,6.669,6.137,5.764,5.638,5.165,5.113,4.827,4.619,4.041,3.992,3.982,3.546,3.203,2.986,3.195,3.305,3.274,3.233,3.232,3.296,2.979,2.987,3.210,3.192,3.518,6.630,12.068,10.334,5.705,3.634,3.389,3.322,3.683,4.322,
560,11.747,2.094,1.939,1.568,53.419,225.983,80.233,13.424,18.425,476.637,1143.683,241.031,8.612,8.135,8.129,8.452,8.133,8.644,8.255,7.623,6.700,6.315,5.321,5.352,5.013,4.796,4.409,4.539,4.099,3.791,3.561,3.387,3.349,3.015,3.019,2.806,2.960,3.057,3.081,2.878,3.069,2.927,2.856,2.994,2.785,3.249,3.721,7.594,11.595,8.445,4.412,3.201,3.057,3.337,3.520,
565,-0.239,5.443,-0.472,3.773,17.698,176.433,149.435,22.799,12.458,90.850,939.086,706.107,30.220,7.037,7.310,7.022,7.501,6.491,7.275,6.467,6.146,5.313,4.712,4.846,4.376,4.527,4.188,3.809,3.860,3.403,3.315,2.968,2.855,2.802,2.870,2.700,2.689,2.832,2.996,2.625,2.775,2.779,2.753,2.735,2.571,2.760,2.995,3.959,8.536,10.174,6.263,3.530,2.973,2.866,3.108,
570,6.348,4.531,1.413,2.267,7.384,84.356,208.739,50.501,14.940,17.825,391.001,1076.067,220.863,7.169,5.831,6.661,6.558,5.811,6.441,5.616,5.115,4.574,4.175,4.414,4.253,3.569,3.625,3.330,3.426,3.470,3.349,2.927,2.578,2.626,2.623,2.682,2.394,2.804,2.703,2.594,2.350,2.606,2.429,2.589,2.355,2.467,2.520,2.858,4.606,8.901,8.683,4.707,3.105,2.694,2.838,
575,5.521,2.972,1.691,1.391,3.405,26.702,190.457,114.250,19.763,19.548,72.486,892.284,652.940,48.022,5.047,5.239,5.151,5.164,5.552,4.968,4.350,3.492,3.850,3.650,3.615,3.362,3.447,3.160,2.943,2.775,2.900,2.825,2.372,2.366,2.430,2.356,2.606,2.441,2.388,2.233,2.433,2.288,2.187,2.402,2.328,2.338,2.476,2.535,2.703,5.312,8.594,6.765,3.741,2.635,2.608,
580,18.946,8.119,1.351,4.111,4.123,11.000,117.584,170.618,41.762,21.278,24.345,367.054,1026.353,319.206,4.632,4.622,4.745,5.070,4.830,4.857,4.148,3.292,3.453,3.368,2.936,2.939,2.998,2.914,2.778,2.830,2.664,2.638,2.701,2.174,1.982,2.155,2.401,2.069,2.375,2.062,2.337,2.111,2.257,2.214,2.179,2.136,2.204,2.311,2.489,2.981,6.212,7.867,5.168,3.003,2.385,
585,24.665,13.173,9.605,4.945,4.080,7.796,49.536,180.422,89.230,25.792,26.849,73.592,855.352,787.675,28.562,4.213,4.558,3.728,3.829,3.656,3.555,3.078,3.029,3.150,3.131,2.778,2.717,2.655,2.596,2.411,2.270,2.396,3.009,2.296,2.122,2.105,2.053,2.138,2.196,1.844,2.266,2.139,1.808,2.117,2.116,2.039,1.937,2.095,2.178,2.386,3.584,6.587,6.554,4.172,2.474,
590,33.040,19.096,8.844,8.121,5.307,9.430,20.412,130.448,145.573,39.214,31.783,29.752,382.821,1034.132,192.018,4.528,3.594,3.518,3.773,3.315,3.033,2.798,2.632,2.638,2.797,2.671,2.633,2.454,2.225,2.072,1.884,1.958,2.376,2.406,1.924,1.907,2.028,1.939,1.943,1.989,1.969,1.955,1.948,1.898,1.850,1.982,1.931,1.928,1.948,2.177,2.430,4.066,6.541,5.423,3.021,
595,38.286,20.735,13.559,10.469,5.264,10.753,15.072,72.329,172.424,66.140,35.394,32.961,78.695,747.175,544.021,26.367,3.798,3.447,2.925,2.916,2.499,2.562,2.500,2.483,2.324,1.995,1.922,2.169,2.231,2.000,1.901,2.092,1.900,2.261,2.266,2.069,1.888,1.999,1.963,1.910,1.956,1.746,1.729,1.797,1.794,1.952,2.001,1.790,1.868,1.989,1.949,2.463,4.764,6.049,4.397,
600,46.540,28.172,19.370,12.085,8.638,12.966,17.721,37.202,148.972,112.677,43.490,36.593,26.517,286.291,800.751,177.495,3.473,2.487,3.021,2.696,2.152,2.364,2.097,2.275,2.098,2.112,1.971,1.867,1.818,1.690,1.780,1.744,1.811,1.760,2.391,2.124,1.709,1.843,1.880,1.838,1.868,1.698,1.693,1.851,1.816,1.808,1.845,1.761,1.710,1.726,1.764,1.857,2.686,5.003,5.523,
605,51.649,30.032,21.072,14.709,13.804,13.640,20.248,27.363,95.938,152.117,63.638,40.720,27.035,51.356,636.064,471.980,25.244,2.581,2.365,2.256,2.211,2.011,1.682,1.850,1.723,1.803,1.724,1.799,1.626,1.570,1.464,1.903,1.651,1.492,1.845,2.236,1.732,1.828,1.663,1.644,1.764,1.442,1.602,1.784,1.741,1.774,1.658,1.772,1.692,1.825,1.825,1.806,1.888,3.013,4.856,
610,51.893,34.451,23.119,16.606,14.284,17.730,19.781,28.120,56.363,149.689,98.808,45.181,29.463,18.394,268.383,689.498,156.128,2.260,2.119,2.047,1.621,1.721,1.620,1.563,1.571,1.795,1.381,1.558,1.630,1.696,1.467,1.489,1.314,1.586,1.680,2.317,2.190,1.751,1.593,1.583,1.538,1.673,1.514,1.643,1.480,1.742,1.590,1.656,1.489,1.629,1.552,1.719,1.590,1.965,3.594,
615,47.871,39.772,24.704,19.087,16.749,22.076,23.434,30.729,40.943,117.468,135.750,55.212,32.267,17.820,45.878,548.387,422.141,16.215,1.805,1.955,1.403,1.615,1.490,1.345,1.610,1.388,1.240,1.388,1.250,1.422,1.294,1.318,1.256,1.483,1.467,1.646,2.242,1.740,1.463,1.525,1.653,1.451,1.542,1.520,1.478,1.419,1.476,1.511,1.570,1.519,1.451,1.412,1.650,1.643,2.194,
620,50.300,38.016,23.706,19.076,18.490,22.484,25.829,29.102,36.761,76.475,146.496,79.178,33.102,18.423,11.457,219.319,582.939,118.570,2.045,1.698,1.482,1.343,1.389,1.192,1.504,1.355,1.289,1.185,1.099,1.216,1.219,1.424,1.247,1.285,1.379,1.583,1.947,2.317,1.551,1.408,1.425,1.418,1.371,1.377,1.349,1.351,1.506,1.571,1.429,1.480,1.314,1.380,1.392,1.328,1.550,
625,53.227,37.494,26.896,21.477,20.902,22.026,24.505,27.268,36.674,52.176,124.947,109.411,38.030,19.617,10.787,36.988,447.283,325.643,16.157,1.336,1.389,1.041,1.184,1.144,1.317,1.236,1.090,1.107,1.173,1.317,1.117,1.048,1.615,1.126,1.282,1.284,1.446,2.212,1.980,1.529,1.321,1.236,1.268,1.395,1.457,1.271,1.311,1.291,1.304,1.455,1.324,1.453,1.380,1.241,1.462,
630,59.987,37.466,27.932,23.599,21.720,28.432,26.915,30.001,35.377,43.034,85.419,131.942,51.397,19.647,9.762,7.293,180.605,478.753,106.654,1.547,1.163,1.176,1.199,1.187,1.275,0.993,0.973,1.287,1.013,1.016,1.038,0.833,1.245,1.238,1.234,1.057,1.168,1.592,2.117,1.461,1.317,1.213,1.266,1.311,1.341,1.288,1.280,1.294,1.265,1.306,1.373,1.356,1.265,1.269,1.240,
635,44.023,34.193,26.371,23.823,20.301,23.297,28.150,29.553,35.023,41.009,59.010,121.873,73.971,22.839,10.096,5.217,26.892,383.062,309.224,14.319,0.754,1.265,1.230,1.108,0.951,0.854,1.033,0.942,0.926,0.984,1.041,1.076,1.165,1.240,1.124,1.140,1.128,1.308,1.638,2.005,1.260,1.249,1.277,1.321,1.286,1.222,1.288,1.262,1.151,1.263,1.205,1.170,1.198,1.137,1.350,
640,49.977,32.051,25.854,26.071,21.515,26.372,26.552,26.804,32.603,37.510,46.526,91.565,97.913,30.630,9.140,4.887,5.201,154.107,448.230,91.333,1.179,1.014,0.994,0.874,0.965,0.920,0.925,0.931,0.955,0.997,0.752,0.852,1.043,1.024,0.966,1.146,1.066,1.192,1.275,2.038,1.774,1.163,1.187,1.259,1.126,1.205,1.186,1.113,1.103,1.193,1.163,1.160,1.257,1.197,1.244,
645,51.238,33.601,28.029,21.025,23.078,27.208,28.235,27.438,31.377,37.087,43.268,60.472,105.244,47.799,10.505,5.276,3.796,26.273,334.923,245.679,11.339,0.820,0.937,0.925,0.654,0.695,0.855,0.843,0.661,0.705,0.803,0.836,0.822,0.986,1.026,0.994,0.980,1.042,1.190,1.374,1.992,1.485,1.271,1.061,1.217,1.089,1.194,1.049,1.116,1.109,1.167,1.070,1.071,1.133,1.244,
650,37.815,27.179,22.387,23.014,21.332,25.851,26.332,27.850,32.184,35.417,42.286,45.189,87.083,70.511,12.654,4.746,3.297,3.535,132.564,345.188,74.227,1.006,0.798,0.761,0.498,0.672,0.630,0.921,0.612,0.692,0.873,0.841,0.780,0.935,0.855,1.223,0.970,1.025,1.093,1.036,1.677,1.933,1.269,1.046,1.061,1.191,1.040,1.021,1.101,1.095,1.051,1.056,1.151,1.088,1.183,
655,36.535,27.520,21.973,20.776,20.105,28.149,27.978,27.726,28.163,35.545,38.893,39.698,59.491,82.952,24.182,5.157,3.384,2.786,19.937,266.155,207.081,10.265,0.701,0.704,0.580,0.705,0.561,1.008,0.651,0.682,0.730,0.766,0.843,0.852,0.817,0.981,0.976,1.021,1.044,1.022,1.263,1.720,1.709,0.969,0.944,1.019,1.005,1.030,0.952,0.993,1.026,1.006,1.148,1.061,1.134,
660,36.882,30.345,23.492,20.521,21.172,24.313,24.661,26.666,28.105,31.698,38.122,37.356,38.126,74.119,41.845,6.243,3.013,2.616,3.490,105.896,297.247,69.586,1.011,0.771,0.588,0.535,0.557,0.850,0.628,0.748,0.758,0.870,0.580,0.607,0.843,0.845,1.000,1.157,1.012,1.049,1.063,1.090,1.918,1.372,0.932,0.936,1.023,0.927,0.827,0.858,0.934,1.049,0.978,1.043,0.968,
665,35.745,27.558,22.600,21.288,22.087,26.787,27.029,26.407,26.579,31.724,36.422,36.395,29.137,52.284,59.717,12.616,3.116,2.409,2.389,17.361,238.210,180.118,9.867,0.588,0.729,0.803,0.611,0.474,0.633,0.670,0.756,0.679,0.761,0.690,0.777,0.905,0.843,1.115,0.639,0.972,1.003,0.866,1.670,1.897,1.033,0.921,0.932,0.825,0.931,0.978,0.927,0.875,1.011,0.892,1.055,
670,37.562,24.048,21.457,18.980,19.389,24.681,24.601,23.334,25.724,30.727,35.914,36.028,28.285,31.409,62.569,24.773,3.501,2.821,1.962,2.850,98.803,256.847,58.957,0.741,0.676,0.459,0.634,0.817,0.619,0.733,0.605,0.531,0.644,0.435,0.667,0.708,0.985,1.066,0.957,0.959,0.935,0.893,1.019,1.782,1.666,0.876,0.820,0.907,0.841,0.941,0.810,0.907,0.936,0.963,1.001,
675,40.097,25.753,18.951,21.124,21.357,23.573,21.803,23.837,24.532,29.807,31.830,32.320,25.557,20.675,48.783,39.461,6.610,2.522,2.330,2.120,16.569,208.156,151.427,8.351,0.648,0.543,0.592,0.653,0.680,0.417,0.793,0.481,0.503,0.497,0.699,0.787,0.772,0.892,1.067,0.922,0.772,0.853,0.929,1.161,1.948,1.332,0.941,0.835,0.727,0.835,0.799,0.765,0.880,1.138,0.972,
680,63.438,18.094,14.831,16.984,15.757,20.493,24.634,22.666,23.645,27.679,29.788,30.919,23.393,17.211,27.774,48.987,15.506,2.623,2.097,2.304,2.863,85.074,216.497,55.561,0.753,0.472,0.290,0.516,0.621,0.447,0.673,0.482,0.501,0.507,0.704,0.590,0.854,0.678,0.949,0.790,0.814,0.859,0.803,0.884,1.426,1.827,0.935,0.808,0.728,0.889,0.867,0.748,0.842,0.807,0.936,
685,102.546,21.380,20.352,15.631,16.061,20.984,20.366,20.154,22.005,24.352,27.149,28.619,21.524,14.943,13.881,44.370,28.587,3.941,1.772,2.272,2.052,14.811,171.048,150.207,7.288,0.440,0.303,0.509,0.425,0.455,0.754,0.597,0.609,0.539,0.618,0.636,0.586,0.682,0.737,1.000,0.778,0.723,0.813,0.831,0.962,1.783,1.548,0.791,0.706,0.822,0.904,0.794,0.865,0.730,0.837,
690,127.938,27.904,18.299,13.352,14.604,17.938,16.196,17.782,18.693,22.342,25.092,25.603,20.638,13.811,8.021,27.489,38.740,7.809,1.896,2.008,1.885,2.363,78.703,213.454,43.825,0.875,0.492,0.412,0.624,0.509,0.586,0.511,0.510,0.582,0.518,0.701,0.655,0.680,0.840,0.850,1.054,0.683,0.792,0.747,0.714,1.015,1.909,1.070,0.872,0.797,0.771,0.696,0.791,0.648,0.833,
695,128.830,44.022,12.522,9.260,11.778,15.785,17.085,16.693,16.544,20.245,22.524,22.835,17.969,11.599,7.014,13.822,39.568,15.800,1.920,1.250,1.474,1.517,19.086,171.346,113.839,5.766,0.336,0.404,0.609,0.500,0.496,0.479,0.491,0.413,0.623,0.640,0.650,0.576,0.628,0.661,0.826,0.652,0.695,0.774,0.657,0.742,1.468,1.685,0.795,0.739,0.719,0.704,0.696,0.727,0.738,
700,117.906,62.390,16.387,11.008,11.006,13.785,16.301,13.097,14.870,17.701,19.325,20.142,16.309,11.008,5.799,5.611,29.263,26.470,4.759,1.513,1.593,1.436,2.699,69.736,159.864,35.330,0.662,0.480,0.615,0.457,0.627,0.572,0.397,0.543,0.625,0.548,0.604,0.620,0.639,0.668,0.864,0.844,0.727,0.656,0.693,0.605,0.811,1.561,1.397,0.708,0.699,0.673,0.729,0.663,0.648,
