525,9.014,71.619,260.454,100.180,14.626,91.640,1380.655,938.601,39.552,3.507,4.185,3.107,2.832,1.859,2.003,1.642,1.727,1.845,2.044,1.960,2.258,1.887,1.934,1.858,1.824,1.831,1.907,1.681,1.494,1.303,1.403,1.339,1.420,1.274,1.186,1.161,1.062,1.005,1.089,1.008,1.346,2.282,9.685,18.133,11.135,3.199,1.106,0.829,1.106,1.801,5.276,5.348,2.145,1.204,1.257,
530,-0.482,14.405,191.453,190.163,23.467,18.499,619.314,1467.678,302.816,2.761,3.180,2.990,2.439,2.322,2.297,1.814,1.675,1.936,1.519,1.762,2.063,2.110,1.771,2.027,1.763,1.662,1.754,1.616,1.498,1.469,1.357,1.236,1.400,1.174,1.047,1.084,1.017,0.996,1.235,1.024,1.151,1.414,3.144,11.726,15.614,7.541,1.978,1.033,0.903,0.989,2.019,5.476,5.091,1.648,1.100,
535,-0.550,6.253,85.079,244.557,67.201,15.200,114.671,1256.362,872.545,27.250,3.732,3.184,1.506,2.633,2.340,1.648,1.797,1.477,1.702,1.361,2.043,2.079,1.859,1.603,1.823,1.797,1.637,1.308,1.633,1.269,1.401,1.361,1.228,1.048,1.104,1.135,0.951,0.880,1.059,0.903,1.066,1.302,1.455,4.463,13.399,13.076,4.613,1.344,0.819,0.887,1.071,2.901,6.150,4.225,1.469,
540,3.467,2.533,23.962,206.896,151.612,18.755,18.289,535.779,1368.512,229.355,3.836,2.939,2.304,2.195,1.702,1.554,1.927,1.199,1.533,1.625,2.199,1.995,1.721,1.807,1.348,1.462,1.443,1.355,1.217,1.255,1.282,1.308,1.266,1.045,1.076,1.149,0.773,0.859,1.065,1.107,0.944,0.858,1.271,1.662,6.096,13.025,9.323,2.986,1.072,0.917,0.879,1.010,3.146,6.157,3.826,
545,4.695,2.091,10.076,116.621,214.068,60.211,14.093,88.712,1131.997,725.538,33.999,3.168,1.994,2.133,1.945,1.547,1.341,1.490,1.485,1.895,1.709,1.708,1.463,1.438,1.600,1.218,1.427,1.143,1.413,1.282,1.221,1.139,1.168,1.022,1.049,0.862,0.854,0.853,1.044,0.938,0.895,0.905,1.085,1.315,2.150,7.781,12.078,6.839,1.938,0.950,0.860,0.942,1.208,3.543,6.412,
550,2.538,1.892,4.114,38.559,208.440,132.467,15.438,15.594,492.456,1163.423,244.534,3.228,2.072,2.041,1.853,1.182,1.512,1.389,1.610,1.428,1.855,1.573,1.698,1.504,1.411,1.192,1.359,1.171,1.205,1.104,1.104,1.110,1.126,1.057,0.900,0.903,1.009,1.017,1.046,0.909,0.881,0.859,0.832,1.168,1.182,3.243,9.518,10.093,4.405,1.379,0.759,0.681,0.941,1.314,4.916,
555,0.926,2.827,2.158,8.901,135.311,221.449,27.352,11.748,81.574,1030.097,698.568,28.780,2.300,1.628,1.637,1.093,1.524,1.478,1.221,1.401,1.608,1.471,1.399,1.225,1.491,1.048,0.978,1.076,1.221,1.163,1.000,0.958,0.902,1.048,1.029,0.731,0.769,0.840,1.077,0.971,0.870,0.661,0.868,0.830,1.059,1.161,4.378,9.644,7.946,3.212,1.041,0.725,0.801,0.953,1.789,
560,14.431,0.933,-0.771,4.865,52.681,243.594,77.468,10.089,13.440,470.346,1076.808,241.766,2.254,1.797,1.767,1.054,1.963,1.811,1.490,1.121,1.509,1.377,1.212,1.302,1.255,1.068,1.267,0.966,1.170,1.024,0.986,1.035,0.874,0.898,0.791,0.907,0.915,0.806,1.084,0.838,0.808,0.852,0.873,0.905,0.903,1.138,1.532,5.554,9.427,6.087,2.102,0.760,0.728,0.783,0.844,
565,2.947,-0.022,4.809,2.871,14.711,186.479,166.784,16.930,9.427,83.487,882.154,699.206,25.113,2.333,1.418,1.352,1.436,1.820,1.408,1.085,1.606,1.236,1.457,1.282,1.267,1.115,1.232,1.063,1.007,1.129,0.834,1.049,0.916,1.020,0.883,0.771,0.846,0.806,0.906,1.014,0.912,0.771,0.819,0.813,0.810,1.019,1.079,2.168,6.345,8.197,4.107,1.294,0.845,0.717,0.757,
570,10.629,1.845,5.947,1.510,2.319,91.481,221.492,52.993,8.509,12.463,375.617,1062.983,217.830,2.210,1.312,1.773,1.772,1.534,1.187,1.187,1.588,1.441,1.384,0.894,1.025,1.309,1.095,1.022,0.986,1.202,0.792,0.975,0.846,0.771,0.806,0.830,0.721,0.820,0.799,0.875,0.897,0.958,0.798,0.887,0.721,0.771,0.954,1.068,3.004,6.965,6.695,2.904,0.940,0.701,0.802,
575,4.123,5.842,3.987,2.798,0.597,24.229,200.058,117.635,11.934,8.883,60.309,859.027,623.877,28.755,2.165,1.407,0.827,1.234,1.156,1.291,1.453,1.100,1.138,1.200,0.916,0.984,1.026,0.917,1.102,0.917,0.933,1.040,0.841,0.559,0.810,0.759,0.775,0.743,0.785,0.950,0.778,0.732,0.846,0.721,0.803,0.775,0.711,0.952,1.213,3.723,6.829,4.985,1.912,0.862,0.552,
580,4.660,7.691,2.423,0.625,1.382,6.969,123.432,175.827,32.316,7.656,10.247,335.869,968.914,219.357,2.093,1.204,1.451,0.937,1.478,1.322,1.415,1.140,1.222,0.958,1.323,1.249,1.035,1.058,1.086,0.940,0.812,1.017,0.908,0.737,0.892,0.856,0.868,0.801,0.883,0.834,0.906,0.909,0.813,0.815,0.781,0.818,0.797,0.808,0.960,1.523,4.614,6.318,3.523,1.440,0.712,
585,3.236,-0.111,2.270,2.043,0.567,1.868,45.082,180.426,78.131,8.112,8.217,54.910,784.728,564.314,21.924,0.846,1.101,0.997,1.097,1.195,1.137,1.061,1.100,0.813,0.974,0.961,0.921,0.852,0.820,0.830,0.788,0.904,0.970,0.782,0.766,0.679,0.859,0.869,0.898,0.851,0.720,0.964,0.795,0.837,0.739,0.694,0.845,0.793,0.814,0.973,2.071,5.166,5.068,2.767,0.998,
590,5.814,-2.048,4.059,3.316,1.615,0.762,11.780,129.056,134.860,15.271,7.198,10.487,356.176,791.649,169.098,1.688,1.234,1.268,0.945,1.037,1.144,1.276,1.123,0.946,0.918,1.199,0.965,0.851,0.768,0.972,0.997,1.019,0.912,0.692,0.796,0.785,0.807,0.642,0.956,0.944,0.910,0.776,0.744,0.906,0.702,0.827,0.792,0.707,0.815,0.729,1.008,2.754,5.504,4.222,1.888,
595,-0.103,3.781,1.894,2.450,2.652,5.091,1.815,60.208,158.051,42.345,6.442,7.017,56.730,601.780,469.170,20.895,1.453,1.032,1.168,1.019,1.415,1.528,0.987,1.083,1.066,0.997,0.903,0.839,0.938,0.938,0.963,0.800,0.796,0.760,0.919,0.830,0.936,0.644,0.885,1.042,0.965,0.729,0.865,0.762,0.774,0.787,0.669,0.719,0.749,0.742,0.835,1.304,3.744,4.942,3.163,
600,3.439,2.515,4.215,1.020,0.844,3.233,2.131,15.542,127.319,86.912,10.141,6.537,8.443,232.129,683.106,147.762,1.824,1.430,1.097,0.811,1.245,1.179,1.039,0.999,1.039,1.082,0.885,0.744,0.809,0.945,0.873,0.847,0.798,0.914,0.962,0.762,0.794,0.804,0.937,0.774,0.842,0.875,0.868,0.899,0.740,0.775,0.716,0.696,0.628,0.750,0.821,0.864,1.687,3.816,4.184,
605,6.494,-3.670,3.114,4.772,1.553,3.975,1.204,5.020,68.538,121.969,27.622,5.338,6.549,37.478,535.699,394.450,21.042,1.003,1.115,1.184,0.970,1.139,1.097,0.944,1.080,1.122,1.099,0.864,0.824,0.890,0.653,0.873,0.863,0.792,0.748,0.814,0.842,0.695,0.936,0.784,0.892,0.803,0.802,0.881,0.630,0.714,0.720,0.600,0.801,0.657,0.741,0.807,0.887,2.169,4.002,
610,4.503,0.356,0.997,2.727,1.938,3.551,1.816,3.396,25.947,118.139,59.976,6.305,5.040,7.192,222.991,581.526,129.377,1.280,1.044,1.521,0.955,1.044,0.909,0.878,1.067,0.962,0.849,0.987,0.945,1.027,0.875,0.875,0.780,0.481,0.858,0.687,0.852,1.029,0.798,0.848,0.810,0.803,0.766,0.689,0.630,0.783,0.772,0.604,0.599,0.599,0.586,0.734,0.824,1.085,2.617,
615,3.493,-0.466,2.329,2.737,1.153,2.881,2.634,1.474,6.498,81.381,95.533,14.791,4.788,5.501,35.765,467.660,347.102,13.896,1.232,1.226,1.338,1.044,0.903,0.987,1.034,0.821,1.008,1.039,0.789,0.846,0.749,0.926,0.752,0.669,0.694,0.886,0.833,0.693,0.846,0.714,0.725,0.744,0.788,0.744,0.788,0.705,0.731,0.785,0.635,0.647,0.764,0.698,0.706,0.844,1.288,
620,-1.513,-0.869,2.495,1.240,1.779,1.280,1.655,1.913,3.362,36.551,108.212,39.263,4.615,4.917,5.428,203.405,493.209,101.689,1.339,1.022,1.170,1.271,1.050,0.757,1.135,0.882,1.186,0.900,0.870,0.948,0.778,0.791,0.860,0.852,0.745,0.787,0.796,0.845,0.730,0.971,0.682,0.767,0.799,0.746,0.755,0.718,0.723,0.672,0.725,0.670,0.581,0.670,0.765,0.719,0.781,
625,3.616,1.754,0.688,2.233,2.060,3.671,1.741,2.331,3.021,12.011,84.281,70.011,8.049,4.271,4.441,34.130,375.257,271.259,13.279,1.353,0.950,1.056,1.184,0.910,1.073,0.798,0.743,0.815,0.807,1.084,0.692,0.982,0.888,0.839,0.808,0.750,0.693,0.809,0.807,0.844,0.669,0.627,0.781,0.830,0.730,0.810,0.742,0.611,0.657,0.636,0.633,0.589,0.675,0.608,0.769,
630,3.084,5.365,0.884,1.392,0.792,2.417,3.416,1.138,3.616,4.526,45.389,91.319,21.373,3.239,3.518,5.235,154.137,414.697,91.641,1.325,1.120,0.834,1.014,0.985,1.079,0.842,0.831,0.779,0.836,0.761,0.765,0.800,0.948,0.672,0.697,0.796,0.722,0.820,0.910,0.820,0.716,0.723,0.735,0.738,0.814,0.842,0.727,0.612,0.623,0.592,0.528,0.630,0.545,0.593,0.647,
635,4.488,1.245,2.049,1.047,1.205,1.547,1.661,3.326,2.635,2.328,16.221,83.947,46.373,5.245,3.106,3.335,22.716,350.633,247.193,13.603,1.081,0.932,0.961,0.879,1.106,0.872,0.754,0.758,0.805,0.952,0.745,0.931,0.787,0.813,0.705,0.693,0.573,0.691,0.859,0.879,0.719,0.660,0.725,0.724,0.793,0.692,0.608,0.721,0.690,0.715,0.721,0.674,0.721,0.679,0.727,
640,1.169,3.446,5.991,0.191,2.890,0.883,3.726,2.157,1.958,2.667,5.009,52.226,73.608,13.826,3.288,2.830,4.211,134.370,350.318,83.640,0.965,0.757,0.862,0.865,0.958,0.949,0.917,0.880,0.964,0.724,0.712,0.694,0.872,0.746,0.674,0.706,0.708,0.785,0.860,0.873,0.720,0.855,0.931,0.625,0.739,0.771,0.723,0.664,0.677,0.645,0.661,0.536,0.726,0.567,0.656,
645,3.492,-0.490,3.294,0.971,1.256,2.843,2.924,2.470,2.111,1.916,3.366,24.035,79.598,32.296,2.768,2.383,3.108,22.741,270.030,212.487,9.434,0.882,0.837,0.965,0.957,0.982,0.697,0.843,0.742,0.960,0.758,0.737,0.707,0.949,0.745,0.525,0.708,0.655,0.841,0.631,0.971,0.815,0.883,0.683,0.742,0.803,0.682,0.579,0.668,0.575,0.766,0.667,0.598,0.662,0.659,
650,1.921,-1.159,1.902,2.573,0.997,2.753,2.918,2.534,1.386,1.553,2.275,7.964,60.676,55.109,6.337,2.266,3.272,3.970,109.155,288.083,59.930,1.244,0.894,0.903,0.954,0.672,0.753,0.887,0.821,0.947,0.699,0.794,0.892,0.799,0.793,0.727,0.645,0.730,0.666,0.662,0.912,1.052,0.804,0.759,0.770,0.708,0.752,0.694,0.564,0.585,0.666,0.548,0.503,0.673,0.634,
655,5.824,-0.156,0.098,0.192,0.349,2.043,1.757,1.842,0.983,1.701,2.586,3.137,32.374,67.297,18.130,2.528,2.936,2.803,17.233,220.194,169.720,9.372,0.850,0.830,1.098,0.889,0.661,0.646,0.665,0.870,0.626,0.773,0.876,0.635,0.886,0.837,0.847,0.703,0.861,0.762,0.704,0.999,1.016,0.788,0.824,0.737,0.628,0.642,0.692,0.625,0.574,0.734,0.679,0.532,0.620,
660,9.107,0.423,-1.556,1.954,1.573,1.523,2.727,3.037,1.554,2.265,2.476,2.528,12.611,59.469,38.647,4.151,3.238,2.516,3.559,87.702,242.293,56.702,1.393,1.005,1.085,1.004,0.843,0.823,0.621,0.761,0.765,0.687,0.863,0.694,0.686,0.747,0.679,0.802,0.911,0.707,0.782,0.880,1.200,0.902,0.784,0.723,0.693,0.721,0.708,0.590,0.567,0.554,0.550,0.699,0.637,
665,-1.581,5.189,2.496,2.629,0.185,3.740,2.427,2.802,2.148,2.625,2.055,2.886,3.968,36.786,54.869,9.681,2.545,2.298,2.560,15.122,192.452,147.930,7.914,0.817,1.117,0.898,0.762,0.905,0.740,0.778,0.716,0.731,0.577,0.767,0.753,0.765,0.787,0.657,0.866,0.664,0.821,0.693,0.947,1.212,0.846,0.802,0.680,0.674,0.628,0.495,0.620,0.576,0.600,0.720,0.667,
670,5.592,-0.934,1.902,1.699,0.423,0.587,1.890,0.645,1.903,1.222,2.454,2.562,2.776,15.347,56.885,23.950,2.798,2.401,2.462,3.249,77.319,213.900,46.016,1.210,1.076,1.023,0.682,0.852,0.621,0.710,0.692,0.713,0.842,0.799,0.672,0.551,0.684,0.738,0.728,0.631,0.661,0.711,0.846,0.993,1.021,0.656,0.771,0.717,0.734,0.702,0.755,0.587,0.644,0.700,0.589,
675,11.127,0.044,4.114,1.392,1.233,2.071,2.792,1.605,2.272,1.968,2.100,2.502,2.109,5.338,43.346,39.266,5.729,2.218,2.423,2.242,15.426,172.631,124.879,6.634,0.939,0.822,0.825,0.852,0.859,0.889,0.549,0.923,0.784,0.596,0.745,0.736,0.861,0.722,0.817,0.722,0.775,0.784,0.842,0.858,1.328,1.093,0.679,0.722,0.589,0.653,0.763,0.559,0.606,0.570,0.643,
680,31.808,1.357,1.506,2.607,0.722,2.274,3.380,2.641,0.407,3.002,1.885,2.529,1.217,2.971,22.833,47.745,14.663,2.220,2.536,2.066,3.227,73.650,182.063,38.880,0.788,1.056,0.691,0.808,0.893,1.056,0.731,0.836,0.898,0.756,0.668,0.621,0.748,0.642,0.942,0.727,0.705,0.703,0.817,0.789,1.034,1.405,0.806,0.748,0.527,0.607,0.647,0.676,0.623,0.546,0.627,
685,47.508,4.424,1.601,3.069,1.410,1.714,2.713,1.754,2.345,1.998,1.949,1.875,2.119,1.822,7.952,42.606,28.837,3.403,1.990,2.347,2.634,13.955,144.657,104.261,6.880,1.210,0.844,0.764,0.693,0.709,0.776,0.866,0.681,0.769,0.819,0.609,0.621,0.860,0.923,0.879,0.755,0.627,0.754,0.704,0.721,1.408,1.320,0.742,0.712,0.566,0.551,0.665,0.569,0.579,0.582,
690,79.405,10.060,-0.589,1.583,0.607,3.129,1.907,1.206,2.202,1.718,2.176,2.522,1.825,1.670,2.739,27.547,39.276,8.211,2.168,2.092,2.230,2.577,60.806,148.248,38.209,1.274,0.803,0.977,0.833,0.553,0.744,0.781,0.859,0.706,0.739,0.750,0.556,0.877,0.727,0.746,0.693,0.683,0.769,0.705,0.734,0.929,1.639,1.160,0.664,0.543,0.662,0.688,0.690,0.574,0.661,
695,83.697,26.143,2.799,1.802,1.619,2.110,2.345,2.040,1.181,1.816,2.243,2.731,1.753,1.978,2.001,11.794,38.817,16.074,2.320,1.779,1.922,1.829,11.507,120.007,95.909,5.782,0.775,0.537,0.720,1.000,0.692,0.551,0.782,0.701,0.675,0.607,0.738,0.732,0.783,0.730,0.815,0.601,0.767,0.798,0.689,0.793,1.279,1.579,0.702,0.672,0.527,0.597,0.580,0.598,0.733,
700,57.721,50.020,2.717,1.264,1.605,0.881,1.511,2.236,1.706,1.752,2.203,2.811,2.062,2.157,1.704,4.024,28.629,27.101,4.622,1.896,1.689,1.851,2.316,51.051,133.003,30.840,0.949,0.694,0.947,0.920,0.838,0.900,0.867,0.694,0.721,0.662,0.714,0.789,0.773,0.748,0.778,0.810,0.805,0.819,0.681,0.814,0.771,1.572,1.334,0.659,0.624,0.579,0.643,0.667,0.637,
