520,110.852,278.247,328.290,136.426,125.663,4001.853,11178.881,2210.152,121.224,105.899,97.593,95.181,94.451,91.467,94.316,83.087,77.172,74.310,71.706,69.085,67.724,65.133,63.861,62.356,56.853,51.802,48.141,44.645,41.831,39.260,36.575,33.424,30.352,27.391,24.874,23.290,22.369,21.699,20.661,19.847,19.713,23.528,34.550,30.464,18.918,15.292,13.816,13.183,12.733,15.696,16.206,12.124,10.462,10.703,12.312,
525,98.814,155.381,332.784,191.052,110.972,639.975,10089.791,7091.519,373.954,95.626,89.871,85.873,82.847,83.034,83.954,76.718,72.032,67.320,65.148,62.512,62.522,59.199,57.959,56.224,52.109,48.246,44.398,41.577,38.814,36.110,33.294,30.349,28.458,24.816,23.274,21.547,20.871,20.235,19.514,18.895,18.248,18.560,24.468,32.141,24.266,16.196,13.745,12.474,12.004,12.402,15.348,15.048,11.411,9.882,10.327,
530,93.497,94.023,259.609,259.980,112.436,131.329,4644.163,11387.732,2488.260,92.255,82.907,80.745,76.853,75.859,76.988,70.675,63.839,62.403,60.189,57.729,55.738,53.424,54.371,51.294,48.034,44.232,41.493,38.359,35.691,33.477,30.436,28.909,26.042,23.451,21.628,20.324,19.300,18.955,18.497,17.850,16.916,16.401,17.718,25.545,28.524,20.330,13.974,12.309,11.542,11.597,11.962,14.813,13.769,10.172,9.130,
535,73.904,83.647,153.804,305.081,141.439,114.617,856.490,9956.808,7235.870,267.990,78.147,74.670,71.120,71.728,70.876,63.714,59.040,54.502,54.345,52.129,52.247,50.323,49.463,46.941,44.786,40.769,37.963,35.225,33.192,30.603,28.418,26.633,24.388,22.248,20.388,19.051,17.957,17.528,17.244,16.995,15.923,15.640,15.184,17.655,25.577,24.617,16.341,12.128,11.041,10.752,10.498,11.625,14.706,12.589,9.318,
540,78.650,74.643,84.413,261.156,216.152,110.465,119.811,4406.574,11597.101,2064.154,74.980,67.885,66.307,65.182,63.887,56.279,52.322,49.385,48.611,47.652,46.723,45.119,44.890,43.264,40.297,37.271,34.215,32.037,30.040,27.979,26.559,24.392,22.323,20.371,18.632,17.439,16.923,16.470,15.993,15.387,14.898,14.551,14.563,14.157,17.768,23.784,20.137,13.225,10.626,10.476,10.157,9.812,11.471,13.821,11.281,
545,76.112,59.021,63.518,173.280,267.439,132.205,97.716,681.394,9784.798,6672.269,331.513,64.330,60.458,58.910,56.935,51.865,48.597,46.105,44.198,42.274,43.052,41.192,40.070,38.540,37.654,34.308,31.168,28.630,27.345,25.815,23.774,21.911,20.938,18.453,16.780,16.226,15.468,15.160,14.776,14.547,13.897,13.230,12.829,12.832,12.984,18.354,21.783,16.322,11.321,9.729,9.433,9.217,9.014,11.097,13.677,
550,67.179,57.725,54.927,96.929,256.567,199.209,88.354,95.026,4292.793,10844.640,2309.464,62.512,57.186,52.102,52.924,46.570,43.866,40.324,40.400,38.926,37.588,36.599,35.999,34.431,32.708,31.612,29.359,27.064,25.344,23.209,21.674,20.178,18.598,16.921,15.470,14.603,13.955,14.364,13.920,13.389,12.861,12.794,12.228,11.645,11.404,12.665,18.716,19.072,13.033,9.863,8.901,8.315,8.171,8.339,11.292,
555,51.806,52.444,50.517,60.866,183.005,268.483,95.027,76.991,666.190,9743.063,6911.019,297.267,53.154,48.945,47.753,42.096,39.326,36.799,35.847,34.865,35.102,33.775,32.567,30.993,29.195,27.857,25.698,24.765,23.373,21.841,19.762,18.684,17.025,15.421,14.740,13.544,12.938,13.149,12.615,12.561,11.876,11.207,11.223,10.913,10.418,10.515,12.824,18.004,16.137,10.811,8.302,7.943,7.607,7.344,8.040,
560,47.232,47.028,42.056,45.716,95.993,294.732,133.813,68.412,76.924,4348.740,10954.004,2357.663,52.633,44.698,41.769,37.727,35.516,32.953,32.951,32.664,31.554,30.155,29.382,27.909,27.255,25.318,22.990,22.522,20.155,19.825,19.005,17.202,15.621,14.446,13.114,12.564,12.254,11.851,11.369,11.298,10.959,10.632,10.131,9.821,9.387,9.385,9.805,13.350,16.568,13.439,9.010,7.349,7.030,6.733,6.845,
565,50.079,40.374,37.830,41.497,53.049,229.427,209.483,66.867,60.852,732.116,9197.457,7061.829,276.976,41.176,38.745,34.715,31.034,29.509,29.813,29.299,28.476,27.785,26.285,25.515,24.480,23.337,21.578,19.802,18.438,16.873,15.843,15.628,14.992,13.313,11.860,11.355,11.010,10.849,10.439,10.477,9.891,9.699,9.467,9.231,8.618,8.828,8.479,9.182,13.131,14.640,10.620,7.659,6.650,6.320,6.193,
570,51.108,35.025,36.519,37.985,40.249,131.937,255.698,92.845,53.667,63.281,3845.047,11063.980,2269.607,44.560,36.860,30.719,29.312,27.938,26.077,27.052,25.347,25.151,24.425,23.228,22.316,20.494,19.016,17.985,16.061,15.628,14.875,13.892,13.193,12.292,12.038,10.957,10.140,9.937,9.673,9.386,8.994,8.939,8.482,8.538,8.212,7.906,7.821,7.666,9.053,13.030,12.308,8.483,6.313,5.553,5.706,
575,48.947,32.821,27.439,32.180,33.489,66.310,236.303,152.442,51.932,46.489,566.818,9199.938,6994.154,352.686,33.239,28.938,26.365,24.712,23.982,24.396,23.265,22.838,21.906,20.936,19.953,18.603,16.724,15.575,14.627,14.022,13.016,12.551,11.431,10.532,9.947,9.595,10.034,9.339,8.995,8.446,8.341,7.974,7.884,7.897,7.463,7.173,7.167,6.871,6.782,9.020,12.251,10.092,6.850,5.494,5.098,
580,44.277,34.733,27.917,28.804,32.567,45.332,151.468,205.192,65.987,43.075,49.307,3782.221,11124.629,2681.569,36.130,25.788,24.559,22.602,22.077,21.944,21.177,20.919,19.887,18.815,17.996,16.496,15.373,14.017,13.271,12.683,11.639,11.384,10.901,9.480,9.000,8.601,8.398,8.427,8.666,8.311,7.647,7.276,7.202,7.077,6.686,6.610,6.299,6.216,5.877,6.487,9.295,10.797,7.991,5.638,4.955,
585,40.190,25.675,27.267,25.860,27.956,37.401,78.922,202.328,107.166,38.927,38.914,558.111,9382.655,7355.608,308.446,24.979,21.748,19.717,20.468,20.390,19.562,18.916,18.508,16.785,16.147,14.569,13.639,12.798,12.227,11.358,10.799,10.170,10.326,8.955,7.892,7.718,7.353,7.343,7.188,7.277,7.642,7.382,6.804,6.373,6.132,5.904,5.973,5.713,5.413,5.392,6.384,9.305,9.292,6.430,4.739,
590,31.853,29.634,27.325,25.461,26.941,34.587,42.666,150.712,156.986,43.549,35.347,43.484,4051.354,10719.030,2246.403,27.452,19.750,18.550,18.386,18.252,17.867,17.296,16.523,15.701,14.489,13.431,12.503,11.805,10.413,9.825,9.405,8.805,9.269,8.983,7.295,7.027,6.626,6.566,6.549,6.650,6.118,6.352,6.277,6.339,5.684,5.505,5.418,5.187,4.806,4.911,4.919,6.471,9.050,7.609,5.267,
595,30.894,21.054,21.674,22.202,22.498,31.309,34.865,80.167,178.967,63.507,32.130,32.881,614.516,8480.682,6517.136,285.487,18.666,17.063,17.035,17.215,17.009,15.512,15.078,14.472,13.301,11.727,10.917,10.332,9.513,8.887,8.445,8.068,7.257,8.524,7.640,6.362,6.067,5.832,5.971,5.805,5.663,5.478,5.620,5.542,5.434,5.347,5.247,4.677,4.466,4.382,4.357,4.732,6.817,8.075,6.361,
600,29.583,20.063,18.861,24.897,25.706,31.688,31.413,39.914,147.038,104.749,33.001,27.215,36.797,3279.723,9912.928,2224.120,25.109,16.234,15.519,15.846,15.527,13.826,13.520,12.691,12.090,10.959,10.096,9.478,8.330,8.333,7.396,7.346,6.758,7.139,7.898,5.933,5.546,5.329,5.500,5.469,4.941,4.859,4.985,4.821,4.624,4.618,4.694,4.517,4.512,4.075,3.946,3.936,4.612,6.506,6.834,
605,25.780,25.548,24.062,24.768,22.024,30.305,26.152,26.876,89.158,139.384,46.786,26.395,27.106,433.633,8046.746,6129.288,310.838,15.596,14.276,14.507,15.037,13.703,12.137,11.289,11.417,9.949,9.051,8.384,7.819,7.361,7.412,6.641,6.466,6.123,6.658,7.042,5.459,5.075,4.910,4.725,4.414,4.452,4.640,4.421,4.155,3.973,4.023,3.902,3.625,3.858,3.825,3.823,3.644,4.613,6.519,
610,25.628,20.800,18.469,24.714,22.385,28.503,28.746,23.031,45.702,136.562,76.315,25.131,23.753,29.512,3429.348,9121.121,2100.090,17.394,13.631,13.872,13.155,12.726,11.957,10.745,9.946,9.296,8.420,7.495,7.241,6.838,6.291,5.762,5.457,5.238,5.353,6.264,5.867,4.747,4.358,4.393,4.145,4.130,4.011,3.855,3.891,3.694,3.560,3.501,3.567,3.414,3.326,3.331,3.306,3.513,4.935,
615,22.975,20.096,19.715,24.102,22.861,30.146,24.440,23.132,27.442,100.128,108.713,31.888,21.997,21.486,477.019,7284.812,5776.687,216.954,11.620,12.808,12.311,11.375,10.163,9.888,8.994,7.848,7.144,6.352,6.131,6.020,5.458,5.228,4.953,4.857,4.435,4.900,6.476,4.877,3.816,4.023,3.890,3.594,3.641,3.479,3.439,3.492,3.361,3.121,3.132,3.097,3.168,2.919,3.003,2.900,3.493,
620,30.422,18.870,27.701,23.018,25.908,30.000,23.090,20.214,21.731,52.928,119.683,54.497,19.944,20.807,26.583,2903.890,8357.563,1736.268,16.482,11.467,11.394,10.593,9.912,8.900,8.188,7.295,6.658,6.075,5.447,5.396,5.079,4.669,4.486,4.295,3.968,4.029,5.153,5.871,4.212,3.608,3.513,3.397,3.259,3.089,3.121,3.060,3.069,2.856,2.811,2.808,2.875,2.816,2.696,2.806,2.897,
625,20.193,16.634,24.078,25.373,23.971,27.101,25.069,19.515,20.647,27.614,96.359,83.910,22.516,19.325,20.256,417.569,6559.437,4913.610,227.940,9.944,10.188,10.131,8.922,8.187,7.534,6.580,5.810,5.160,5.231,4.746,4.658,4.542,4.305,3.918,3.533,3.451,3.563,5.606,5.132,3.326,3.299,3.058,3.091,2.985,2.837,2.739,2.860,2.629,2.692,2.668,2.585,2.608,2.560,2.476,2.480,
630,17.001,22.979,22.689,25.263,25.745,27.905,22.525,17.783,19.719,21.751,60.473,102.687,35.793,16.506,18.344,21.845,2651.116,7379.662,1597.273,13.480,9.480,9.090,8.311,8.143,7.005,6.103,5.504,4.875,4.864,4.423,4.307,3.943,3.935,3.947,3.475,3.014,2.967,3.924,5.782,4.137,3.114,3.118,2.848,2.921,2.629,2.767,2.697,2.529,2.398,2.453,2.399,2.472,2.473,2.327,2.521,
635,31.836,23.788,21.976,23.426,24.572,28.353,23.374,19.328,18.646,18.432,30.220,94.425,58.830,19.030,16.338,14.125,331.706,6038.010,4600.401,212.341,9.096,9.010,8.195,7.379,6.845,5.460,5.188,4.846,4.244,3.946,3.778,3.573,3.846,3.480,3.348,2.957,2.997,3.146,4.521,5.477,3.252,2.570,2.603,2.757,2.704,2.527,2.533,2.443,2.328,2.283,2.276,2.262,2.439,2.175,2.398,
640,30.790,21.090,25.058,22.444,26.881,27.499,23.252,17.506,18.658,19.754,21.860,66.758,84.963,26.100,16.290,13.431,16.365,2460.558,6791.286,1567.070,13.421,8.104,7.430,7.165,6.225,5.028,4.545,4.166,4.108,3.988,3.700,3.499,3.356,3.112,2.979,2.710,2.678,2.781,3.059,5.146,4.689,2.629,2.564,2.590,2.621,2.516,2.630,2.265,2.208,2.146,2.304,2.271,2.196,2.107,2.099,
645,43.552,27.808,23.588,26.803,24.767,25.852,22.953,18.982,21.030,20.758,21.923,40.761,92.066,45.479,17.234,12.260,11.472,361.949,5360.397,4280.069,193.281,7.990,7.015,6.657,5.949,4.957,4.302,3.895,3.733,3.351,3.389,3.120,2.777,2.842,2.779,2.838,2.556,2.581,2.686,3.451,5.571,3.749,2.543,2.511,2.525,2.632,2.469,2.175,2.003,2.206,2.014,2.192,2.020,2.013,2.001,
650,39.959,26.597,19.533,25.568,26.506,25.540,22.663,17.882,20.635,22.091,21.390,25.601,75.806,68.164,20.844,12.192,9.996,15.448,2233.409,6189.544,1339.642,13.422,6.602,6.188,5.539,4.438,4.077,3.712,3.447,3.186,3.289,2.890,2.877,2.637,2.554,2.650,2.409,2.458,2.540,2.371,4.136,5.428,2.911,2.442,2.328,2.567,2.367,2.145,2.006,2.078,2.060,2.055,1.969,1.922,1.940,
655,47.916,37.736,23.836,25.090,27.027,26.942,23.285,17.529,18.780,21.083,21.125,21.309,48.372,79.985,33.140,12.573,10.271,10.214,294.939,4918.201,3888.183,197.490,6.431,5.598,4.954,4.168,3.710,3.409,3.423,2.961,2.571,2.522,2.559,2.519,2.600,2.566,2.321,2.187,2.143,2.417,2.553,5.270,4.760,2.383,2.239,2.250,2.306,2.052,1.912,2.197,1.857,1.944,1.922,1.837,1.813,
660,52.523,35.919,22.043,27.727,22.664,25.425,24.698,17.750,18.284,19.874,20.277,20.494,28.785,70.760,51.532,14.389,10.733,9.959,12.480,1966.006,5803.840,1365.881,11.777,5.171,4.536,3.884,3.482,3.075,2.827,2.580,2.701,2.336,2.412,2.193,2.184,2.189,2.280,2.126,2.145,2.051,1.950,3.104,5.653,3.884,2.317,2.251,2.184,1.928,1.959,1.849,1.689,1.712,1.737,1.713,1.793,
665,53.603,34.990,26.659,28.841,24.267,24.912,22.569,17.881,17.859,20.660,21.518,20.271,22.861,52.550,67.814,20.470,10.887,10.792,10.136,281.275,4686.578,3678.343,178.911,5.155,4.335,3.630,3.122,2.934,2.645,2.464,2.392,2.420,2.336,2.024,2.001,1.930,2.116,2.316,2.048,1.996,1.920,2.167,4.304,5.677,2.751,2.296,2.162,1.972,1.932,1.733,1.839,1.865,1.793,1.797,1.687,
670,69.572,31.814,23.240,28.411,25.248,25.619,23.029,18.523,19.689,18.933,21.701,21.762,19.845,32.757,69.998,32.068,11.617,12.140,9.881,12.927,1957.567,5373.168,1212.650,10.017,3.974,3.300,2.684,2.680,2.535,2.144,2.203,2.006,1.907,2.101,2.014,1.971,2.056,2.025,1.949,1.794,1.692,1.839,2.464,5.588,4.880,2.226,2.130,1.901,1.728,1.840,1.794,1.628,1.779,1.609,1.812,
675,105.874,38.420,25.314,25.195,26.776,26.651,20.297,17.145,20.437,20.058,20.437,20.966,20.384,21.639,56.261,50.705,15.285,12.183,11.131,8.834,306.433,4348.593,3328.603,158.094,4.041,3.202,2.632,2.638,2.251,2.249,2.195,2.063,2.014,1.988,1.977,1.760,1.966,1.828,1.922,1.850,1.849,1.961,1.912,3.153,6.179,3.731,2.230,1.722,1.646,1.582,1.774,1.642,1.594,1.453,1.699,
680,192.307,35.961,23.651,27.473,22.674,26.552,17.828,16.267,18.508,20.962,21.117,19.943,18.925,19.103,37.360,57.957,23.425,12.179,11.657,9.253,12.851,1795.909,4967.115,1122.380,10.032,3.046,2.507,2.350,2.205,2.011,2.090,1.826,1.924,1.744,1.708,1.779,1.572,1.740,1.946,1.736,1.678,1.661,1.803,2.043,4.341,6.242,2.681,1.689,1.621,1.504,1.512,1.551,1.494,1.432,1.642,
685,307.622,49.300,23.348,24.220,20.463,21.659,19.373,16.656,18.109,20.346,18.412,19.786,17.857,17.166,25.650,51.402,36.475,12.382,11.812,9.338,8.325,262.478,4002.650,3124.104,165.342,3.481,2.491,2.281,2.156,2.070,1.905,1.668,1.737,1.731,1.572,1.550,1.588,1.761,1.886,1.877,1.782,1.823,1.842,1.747,2.134,5.721,5.028,1.898,1.626,1.612,1.692,1.463,1.580,1.431,1.501,
690,394.054,79.590,19.792,21.984,20.363,21.620,18.493,13.631,14.505,17.435,18.148,18.696,17.000,17.331,17.791,36.433,45.650,17.033,11.758,10.040,8.047,10.657,1668.051,4565.982,1083.301,8.889,3.103,2.461,2.048,2.071,1.779,1.817,1.755,1.712,1.467,1.712,1.595,1.692,1.612,1.741,1.789,1.576,1.636,1.664,1.708,3.024,6.536,3.522,1.641,1.614,1.309,1.353,1.575,1.324,1.379,
695,395.161,150.414,20.471,17.931,18.699,18.059,15.913,14.261,14.796,16.862,16.286,16.785,16.197,15.244,16.040,21.438,45.941,24.861,11.398,9.381,8.304,6.829,265.466,3740.199,2863.729,138.699,2.905,2.308,1.918,1.823,1.736,1.713,1.524,1.576,1.637,1.573,1.616,1.528,1.489,1.753,1.774,1.478,1.619,1.819,1.693,1.808,4.676,6.092,2.164,1.488,1.343,1.338,1.463,1.389,1.427,
700,310.752,252.188,30.929,17.003,17.507,16.956,14.865,14.024,15.062,14.413,15.365,15.891,14.236,14.912,15.063,14.812,36.444,34.550,13.440,9.630,8.031,6.904,9.844,1578.717,4213.899,945.964,8.088,2.559,2.022,1.879,1.584,1.645,1.612,1.483,1.557,1.491,1.552,1.330,1.524,1.459,1.556,1.561,1.577,1.483,1.531,1.749,2.258,5.682,4.471,1.771,1.305,1.370,1.335,1.237,1.384,
