520,338.659,461.289,512.245,339.525,329.796,1065.541,2225.082,734.312,378.916,337.983,331.124,327.591,331.849,325.931,318.903,315.365,309.871,295.428,288.389,277.385,265.775,249.923,235.048,222.108,206.514,192.762,175.845,166.200,154.077,143.203,133.183,122.178,111.275,99.450,91.685,84.706,79.088,75.117,70.156,65.241,60.387,60.100,65.878,57.805,42.008,34.826,30.623,27.298,24.873,25.149,24.272,19.265,16.387,15.010,14.713,
525,301.664,341.747,504.006,363.791,296.287,468.974,1964.148,1445.707,385.601,315.435,302.109,300.315,299.345,289.043,287.781,278.256,277.073,262.559,256.242,245.042,233.572,220.050,207.691,199.189,186.451,171.422,160.602,149.006,140.600,131.536,120.841,112.132,102.637,92.780,84.022,78.970,74.122,70.473,66.701,61.359,57.570,52.677,54.740,58.608,47.812,35.770,31.121,27.359,24.451,23.550,23.955,22.525,18.063,15.845,14.988,
530,261.890,252.320,400.582,410.174,280.933,344.345,1046.722,2061.428,665.128,291.903,280.665,276.169,272.140,265.450,257.298,249.883,249.501,236.279,226.350,221.085,208.885,197.455,187.582,178.241,166.970,155.443,145.130,135.975,127.459,119.557,111.205,102.909,94.462,85.671,77.801,73.850,69.766,66.062,62.889,58.544,54.421,49.366,47.267,51.539,51.550,40.628,31.888,27.028,24.391,23.214,22.230,23.264,21.025,16.877,15.525,
535,237.505,217.016,295.810,428.709,291.347,313.113,443.335,1797.364,1332.331,294.009,255.474,252.352,250.313,240.715,231.113,224.788,219.252,212.037,203.535,197.448,189.104,175.713,168.535,158.935,150.633,139.643,131.395,123.407,117.276,109.201,102.254,94.311,87.200,79.106,73.399,68.322,65.431,62.184,58.669,54.823,51.353,46.581,43.782,43.678,48.549,44.826,33.945,27.866,24.459,23.431,22.109,21.176,22.435,19.377,16.708,
540,200.838,199.845,215.660,371.591,336.978,285.896,293.958,934.129,1921.886,511.235,235.967,232.094,227.438,218.022,210.470,198.957,198.408,188.879,180.942,175.602,166.688,156.224,150.317,141.855,134.075,126.330,118.069,111.322,105.994,98.835,92.668,86.337,80.200,72.469,66.296,63.647,59.949,58.363,54.372,51.599,48.782,44.973,41.512,39.028,39.964,44.194,38.317,29.056,24.704,23.452,21.873,20.072,20.622,21.854,18.755,
545,183.849,172.798,178.828,277.622,367.617,290.517,267.276,342.249,1600.470,1126.157,249.853,209.531,205.258,195.601,186.422,181.358,176.575,170.512,161.676,155.192,147.288,138.741,133.556,125.348,121.028,113.402,105.529,100.023,94.337,90.360,84.492,79.095,73.278,65.981,62.013,57.869,54.640,53.486,50.461,47.676,44.913,41.602,38.916,36.485,34.019,37.911,40.025,31.511,24.907,22.410,21.096,19.713,18.503,19.413,21.167,
550,174.872,153.627,160.973,191.439,347.227,321.306,237.357,229.950,816.381,1657.966,492.406,193.779,184.048,178.146,170.808,160.753,159.491,149.766,144.171,137.343,132.246,123.834,119.548,114.245,106.592,101.876,95.385,90.653,85.286,81.426,76.750,71.903,65.651,60.489,56.494,53.185,50.612,49.166,46.421,44.098,41.453,38.984,36.960,33.799,31.553,31.345,35.598,34.026,26.519,22.238,20.558,18.792,17.567,17.013,19.133,
555,154.409,144.346,143.436,148.479,267.142,384.041,229.466,205.269,291.499,1466.279,1055.431,202.712,168.605,158.370,152.023,142.926,139.404,132.722,127.933,123.136,116.697,110.620,105.507,99.838,96.311,89.529,85.328,80.326,77.383,73.614,69.557,64.934,59.553,55.380,51.094,48.317,45.289,43.469,42.382,40.347,37.471,35.617,33.408,31.520,28.943,27.357,28.837,31.862,28.375,22.601,19.487,17.626,16.669,15.893,15.745,
560,133.866,131.734,121.617,128.888,175.584,393.485,255.330,184.644,189.241,727.758,1516.614,446.666,149.592,140.791,134.663,128.906,123.128,118.294,113.076,107.168,101.903,97.648,92.339,89.563,84.801,80.389,75.323,71.839,69.029,65.676,61.981,57.134,54.268,49.136,45.542,43.336,42.124,40.248,38.215,36.221,34.520,32.206,30.898,28.645,26.322,24.935,23.893,26.186,28.053,24.508,18.901,16.669,15.717,14.483,14.335,
565,118.352,110.494,108.535,109.377,126.804,310.170,298.859,174.456,167.754,248.659,1250.175,1046.396,168.806,127.669,118.985,113.821,109.066,104.650,99.095,96.542,91.319,86.151,81.663,78.967,74.314,71.098,67.474,63.817,61.097,58.560,55.815,52.164,48.142,44.204,41.513,39.389,36.936,35.860,34.553,32.445,31.081,29.398,27.395,26.055,23.927,22.864,21.500,20.829,23.863,25.113,19.956,16.235,14.628,13.523,13.231,
570,121.551,95.543,104.062,99.883,109.662,215.629,339.906,190.716,153.914,149.605,589.943,1550.446,421.199,114.048,107.072,100.478,97.745,92.341,88.747,85.295,80.343,76.226,72.193,69.477,66.131,63.098,59.676,57.658,55.099,52.118,49.145,46.515,43.209,39.639,37.168,34.797,33.394,32.208,31.424,29.542,28.222,26.540,24.771,23.651,21.970,20.728,19.595,18.203,19.136,22.160,20.991,16.219,13.804,12.558,12.119,
575,109.004,89.675,90.229,87.644,95.686,149.215,305.861,231.974,145.582,135.014,195.784,1286.345,1013.309,137.854,94.308,88.300,86.495,81.682,78.031,75.364,70.938,66.314,64.152,61.398,58.703,55.652,53.184,50.731,48.676,46.419,43.343,41.139,38.247,35.489,33.314,31.596,29.997,28.625,27.455,26.258,25.216,24.224,22.696,21.362,20.159,19.063,17.723,16.383,15.868,17.782,20.123,17.294,13.517,11.649,11.379,
580,101.153,86.243,83.478,82.504,90.175,113.631,223.980,269.527,154.013,127.239,122.149,569.378,1463.802,408.083,83.420,79.299,76.493,71.223,69.940,64.887,62.328,58.889,55.714,54.536,51.640,49.483,46.272,44.123,42.689,40.038,39.243,36.710,34.506,31.898,29.420,27.946,26.374,25.865,24.632,23.410,22.227,21.846,20.205,19.104,17.986,17.104,16.432,15.175,14.009,14.431,16.738,17.674,14.139,11.683,10.484,
585,98.218,76.246,73.672,77.078,79.886,107.163,150.199,268.946,185.040,118.520,114.940,166.466,1161.821,924.718,107.004,69.480,67.262,63.906,61.567,57.959,55.032,52.051,48.999,47.843,45.588,43.336,42.098,39.643,37.475,36.475,34.707,33.107,30.896,28.286,26.419,24.750,23.450,22.912,22.028,21.208,20.001,19.431,18.050,17.225,16.435,15.430,14.685,13.538,12.838,12.479,13.039,15.468,15.126,11.682,9.686,
590,79.525,68.556,70.422,68.590,72.025,97.054,114.609,213.472,224.606,116.780,104.736,101.068,536.718,1262.509,309.582,63.908,59.129,56.849,54.279,50.425,48.262,44.909,43.905,41.803,40.570,38.125,36.307,35.150,33.272,32.346,30.603,29.245,27.803,25.546,23.354,22.242,21.178,20.843,19.730,18.769,18.245,17.320,16.588,15.767,14.679,13.770,12.935,12.517,11.710,11.195,11.131,12.334,13.953,12.773,10.007,
595,84.409,62.140,60.922,62.418,67.517,89.889,97.751,144.217,243.105,136.356,99.524,90.130,144.311,953.873,765.102,85.975,52.896,49.962,47.569,45.620,43.064,40.015,37.687,36.592,35.456,34.112,31.795,30.605,29.480,28.799,27.468,25.915,24.321,22.689,20.647,19.466,19.074,18.049,17.510,16.649,15.875,15.506,14.843,13.919,12.856,12.239,11.964,11.072,10.548,9.973,9.881,9.642,11.640,12.607,10.452,
600,74.975,62.395,56.373,60.446,63.639,83.392,90.834,101.417,206.172,168.671,97.887,84.278,75.654,404.027,1082.790,281.524,47.692,43.143,42.184,39.087,38.258,34.927,34.112,32.423,30.680,30.298,28.335,26.810,26.137,24.923,23.991,22.328,21.383,19.643,18.877,17.910,16.670,15.889,15.474,14.792,14.142,13.250,13.198,12.190,11.502,11.383,10.659,10.202,9.394,9.095,8.671,8.457,8.848,10.490,10.626,
605,75.297,57.189,53.977,56.177,56.908,80.807,81.654,88.386,153.829,193.347,107.922,80.577,69.908,100.076,845.264,660.132,68.234,38.431,36.879,35.092,33.537,31.186,29.509,28.304,27.222,26.319,24.844,23.757,22.827,21.419,21.032,19.899,19.173,17.310,16.781,16.159,14.543,13.927,13.629,13.269,12.719,11.894,11.427,11.154,10.323,10.068,9.436,9.065,8.371,8.146,7.867,7.570,7.340,8.165,9.977,
610,63.403,47.967,51.462,52.953,56.343,75.661,78.589,82.501,104.950,187.593,130.185,77.320,63.779,55.261,369.552,916.885,228.136,33.866,32.740,30.706,29.201,27.586,25.899,24.464,23.396,23.068,21.405,21.053,20.080,19.279,18.310,17.498,16.389,15.105,14.296,14.063,13.618,12.421,12.045,11.392,11.342,10.877,10.269,10.010,9.040,8.790,8.298,7.919,7.500,7.363,6.948,6.660,6.376,6.324,8.023,
615,61.823,43.920,50.396,54.215,56.774,72.207,76.051,75.515,84.423,149.199,162.886,80.526,62.814,51.735,88.973,715.351,555.889,47.812,28.625,27.213,24.552,23.789,22.520,21.209,20.977,19.404,18.971,18.255,17.369,16.714,15.914,15.353,14.044,13.218,12.442,12.259,12.373,11.255,10.852,10.155,10.044,9.621,8.990,8.603,8.162,7.891,7.530,6.891,6.533,6.427,6.298,6.014,5.583,5.719,6.034,
620,54.695,45.876,44.027,50.241,53.371,67.188,69.978,70.365,73.047,106.248,164.227,99.308,60.104,48.552,42.104,293.284,767.923,176.408,24.811,23.325,21.716,20.286,19.335,18.705,17.673,16.944,16.707,15.762,15.304,14.596,13.703,13.191,12.935,11.508,10.752,10.557,10.342,10.323,9.502,8.899,8.645,8.156,7.797,7.532,7.382,6.889,6.496,6.116,5.780,5.795,5.583,5.291,5.180,5.006,4.912,
625,55.691,48.129,49.066,46.196,49.542,65.013,68.170,67.387,69.798,79.653,141.990,126.935,61.858,47.351,38.791,70.732,596.215,441.327,40.444,20.202,19.616,18.310,16.776,16.159,15.385,15.175,14.520,13.767,13.734,13.203,12.258,11.847,11.470,10.564,9.707,9.244,9.020,9.158,8.903,8.085,7.752,7.464,7.346,6.887,6.408,6.341,5.961,5.459,5.338,5.221,5.099,4.851,4.702,4.511,4.670,
630,55.947,43.843,44.177,45.129,47.493,63.882,67.883,63.261,64.823,69.981,105.630,144.666,71.415,46.710,37.176,32.948,247.226,647.419,149.255,18.349,16.994,16.086,15.391,14.530,14.033,13.472,12.429,12.272,12.115,11.541,11.096,10.619,10.310,9.513,8.422,8.211,7.981,7.843,8.277,7.672,7.177,6.655,6.537,6.046,5.902,5.479,5.424,4.782,4.830,4.736,4.583,4.290,4.227,4.193,4.322,
635,42.268,41.862,38.576,44.631,45.798,59.825,65.523,60.483,63.537,63.087,78.814,135.232,96.894,46.405,37.275,30.951,52.964,521.830,384.757,32.098,15.113,14.164,13.501,12.739,12.266,11.966,11.399,11.126,11.118,10.454,9.633,9.337,8.757,8.335,7.735,7.269,7.174,6.794,7.257,7.477,6.299,5.836,5.830,5.649,5.337,4.889,4.870,4.757,4.351,4.297,4.070,3.968,3.916,3.847,3.867,
640,54.482,35.345,42.800,40.937,43.961,59.449,62.192,58.184,60.692,60.468,65.354,107.105,118.359,56.021,36.550,29.392,24.893,217.861,532.722,126.943,14.377,13.117,11.850,11.293,10.668,10.441,10.196,9.674,9.169,8.940,9.027,8.410,7.885,7.487,7.016,6.586,6.058,6.039,5.728,6.675,6.191,5.442,5.194,4.985,4.556,4.452,4.353,4.154,3.834,3.810,3.873,3.741,3.654,3.315,3.318,
645,51.023,36.723,36.293,41.764,44.122,56.383,62.996,58.962,59.005,60.667,62.377,79.476,123.934,71.497,36.701,29.958,23.424,49.543,417.474,319.535,25.631,11.446,10.642,10.011,9.780,9.694,8.772,8.764,8.245,7.962,7.836,7.156,6.819,6.406,6.174,5.967,5.490,5.461,5.202,5.504,5.841,4.991,4.516,4.582,4.344,4.092,3.864,3.733,3.542,3.585,3.528,3.259,3.294,3.193,3.176,
650,57.326,43.946,36.739,40.462,47.527,58.137,61.696,56.420,57.223,60.438,61.679,66.948,110.231,95.792,41.408,28.912,23.136,19.920,180.867,462.040,105.139,10.125,9.499,9.234,8.527,8.331,7.854,7.965,7.566,7.417,7.003,6.721,6.364,5.534,5.585,5.297,5.029,5.002,4.658,4.791,4.979,5.305,4.386,4.204,3.921,3.534,3.549,3.386,3.279,3.227,3.199,3.092,3.057,3.027,2.894,
655,58.354,37.278,39.377,39.101,42.689,58.301,59.145,59.569,60.376,58.558,59.290,62.086,83.975,106.784,52.355,30.575,23.833,18.162,37.528,369.266,278.583,21.938,8.217,7.979,7.516,7.293,6.548,6.707,6.771,6.321,6.216,5.705,5.487,5.175,4.849,4.730,4.462,4.406,4.396,4.164,3.910,4.894,4.534,3.857,3.562,3.385,3.257,3.058,3.048,3.055,2.873,2.942,2.867,2.706,2.727,
660,55.093,42.451,37.851,41.278,45.733,57.388,60.626,57.815,57.497,58.795,60.789,62.532,68.116,102.974,71.086,32.246,24.628,17.220,15.610,158.558,420.176,99.364,7.628,7.421,6.441,6.295,5.899,6.066,5.782,5.420,5.340,5.101,4.463,4.213,4.352,4.199,4.193,3.884,3.748,3.794,3.531,3.846,4.526,3.834,3.128,3.159,3.001,2.671,2.660,2.712,2.620,2.722,2.519,2.416,2.416,
665,53.777,46.016,40.049,41.378,43.710,59.392,60.664,54.652,55.856,58.747,60.497,64.831,63.039,82.705,88.444,40.084,24.142,17.411,14.918,32.361,352.548,250.927,18.586,6.291,5.484,5.335,5.160,5.183,5.028,4.512,4.612,4.661,4.198,3.980,3.842,3.419,3.673,3.549,3.348,3.468,3.169,3.255,3.549,4.031,2.986,2.839,2.723,2.559,2.440,2.317,2.386,2.332,2.222,2.226,2.337,
670,55.325,49.383,45.996,43.859,43.879,53.416,59.379,56.727,58.204,57.771,62.923,63.453,61.854,66.092,91.949,53.868,25.319,19.351,14.363,12.124,153.014,358.693,84.281,5.691,4.734,4.868,4.443,4.504,4.287,4.130,4.011,3.923,3.645,3.440,3.357,3.224,3.009,3.124,3.117,2.826,3.005,2.744,2.849,3.639,3.255,2.632,2.411,2.253,2.225,2.339,2.224,2.327,2.274,2.260,2.281,
675,69.900,50.301,42.885,42.451,44.678,58.452,60.450,52.537,56.556,59.472,61.872,65.585,60.949,56.645,82.180,66.706,29.617,19.064,14.733,11.698,30.313,277.097,213.142,13.695,4.140,4.191,3.639,3.531,3.648,3.585,3.457,3.543,2.950,3.086,3.028,2.817,2.623,2.695,2.766,2.707,2.625,2.441,2.723,2.759,3.454,2.745,2.313,2.181,2.169,1.987,2.007,1.984,1.989,2.053,2.118,
680,94.090,49.507,45.453,48.263,45.100,57.537,57.722,54.812,56.701,57.627,62.828,63.187,61.984,56.034,65.381,79.013,39.187,19.934,15.397,11.875,9.785,115.982,303.016,70.576,3.962,3.363,3.220,3.498,3.056,3.116,2.909,2.882,2.700,2.664,2.574,2.435,2.541,2.418,2.450,2.579,2.265,2.218,2.220,2.230,2.686,3.188,2.249,1.899,1.815,2.011,1.879,1.975,1.942,1.867,1.883,
685,135.084,52.097,43.272,46.483,44.832,57.507,55.622,53.600,55.808,56.919,61.698,64.365,60.894,55.503,52.383,73.563,53.437,21.527,15.475,11.602,9.562,23.917,240.509,193.389,12.636,3.145,2.939,2.839,2.762,2.590,2.696,2.457,2.356,2.312,2.169,2.142,2.053,2.266,2.264,2.316,2.125,2.038,1.975,2.076,1.988,2.905,2.779,1.873,1.743,1.694,1.769,1.871,1.754,1.695,1.615,
690,152.886,60.820,46.203,46.594,43.760,53.808,54.866,55.793,55.895,55.027,61.067,62.937,60.255,55.292,47.091,59.478,63.637,26.316,16.495,12.829,9.345,8.262,103.284,275.635,60.418,3.214,2.582,2.597,2.662,2.271,2.241,2.283,1.985,2.223,1.999,1.919,2.025,1.794,1.960,2.090,2.243,1.829,1.851,1.931,1.600,2.182,3.074,1.898,1.596,1.729,1.677,1.765,1.709,1.612,1.861,
695,153.605,77.702,49.885,44.194,41.437,53.564,49.570,51.872,50.478,54.995,55.386,61.426,60.576,54.765,46.310,46.395,63.633,36.093,17.450,13.156,10.078,7.960,21.863,220.213,153.330,9.667,2.323,2.441,2.216,2.285,2.338,2.217,1.833,1.776,1.822,1.978,1.767,1.757,1.798,1.818,1.920,1.651,1.639,1.723,1.654,1.732,2.417,2.653,1.727,1.726,1.650,1.615,1.587,1.598,1.668,
700,122.253,112.508,47.620,44.255,39.355,53.395,52.408,49.023,53.263,53.050,56.603,58.827,59.109,54.582,44.823,40.481,55.769,45.597,19.989,13.578,10.930,8.675,7.178,89.225,221.331,54.410,2.584,2.023,2.002,2.015,1.695,1.876,1.671,1.399,1.597,1.723,1.455,1.661,1.643,1.674,1.730,1.739,1.601,1.561,1.515,1.455,1.707,2.422,2.214,1.606,1.610,1.499,1.479,1.532,1.662,
