525,44.799,98.296,307.493,135.048,47.474,788.479,16945.232,11733.611,464.741,25.377,22.178,20.224,20.261,17.926,14.817,14.585,12.867,10.668,11.248,11.556,12.134,12.327,12.221,11.862,10.449,9.055,7.816,6.572,6.240,5.410,5.112,4.656,4.706,4.060,3.698,3.455,2.955,2.854,2.716,2.716,2.881,3.614,10.769,18.950,11.997,4.224,2.069,1.771,1.735,2.527,5.957,6.461,3.118,1.954,2.282,
530,36.804,43.413,217.552,220.362,52.090,64.493,6756.635,18407.742,3830.995,28.538,20.161,18.661,19.049,16.388,12.404,11.904,11.170,11.466,11.213,11.786,11.839,11.752,11.843,10.871,9.327,8.159,7.161,5.974,5.772,5.096,4.580,4.458,4.153,3.596,3.286,3.159,2.839,2.820,2.601,2.560,2.533,2.557,4.491,12.436,16.413,8.340,2.715,1.723,1.616,1.890,2.766,6.406,5.728,2.604,1.898,
535,28.672,30.605,111.510,270.041,95.417,45.378,1058.096,15458.579,10987.771,297.630,21.387,19.961,17.841,16.190,11.269,10.266,10.306,9.604,10.367,11.377,12.047,10.924,11.463,10.751,8.870,7.794,6.815,5.679,5.335,4.500,4.176,4.109,3.781,3.472,3.080,2.855,2.656,2.676,2.536,2.528,2.368,2.352,2.665,5.491,14.260,13.589,5.568,2.074,1.541,1.688,1.724,3.314,6.822,4.959,2.157,
540,31.424,29.577,46.761,232.233,169.193,48.210,63.623,6308.682,17254.609,2866.291,24.656,18.332,16.820,14.395,11.099,9.822,9.143,8.195,8.899,9.350,9.991,11.187,11.249,10.691,8.438,7.168,6.086,5.431,4.912,4.400,3.953,3.629,3.750,3.181,2.816,2.925,2.535,2.436,2.287,2.356,2.234,2.091,2.319,2.744,7.120,13.979,10.255,3.541,1.644,1.497,1.499,1.801,4.031,6.853,4.625,
545,28.525,26.864,24.526,133.776,233.346,80.781,39.983,886.902,13895.551,9335.444,382.639,17.702,15.447,13.750,11.563,8.859,7.869,7.868,9.203,8.957,10.164,9.659,9.402,8.871,8.840,7.538,5.746,4.914,4.097,3.843,3.501,3.498,3.516,3.275,2.908,2.505,2.394,2.448,2.072,2.303,2.140,2.038,2.014,2.048,2.873,8.676,12.894,7.387,2.729,1.566,1.453,1.491,1.792,4.281,7.221,
550,33.960,20.883,24.351,56.419,226.883,151.994,38.859,47.876,5713.288,15052.427,3213.290,23.136,15.326,13.755,10.186,8.889,7.767,7.156,8.323,8.752,9.165,9.589,8.398,8.024,7.123,6.450,6.263,4.885,4.252,3.773,3.503,3.345,3.273,2.986,2.645,2.465,2.088,2.084,2.180,1.937,1.889,1.895,1.843,1.860,2.093,3.894,10.145,10.761,4.960,1.985,1.309,1.402,1.450,2.084,5.128,
555,55.226,24.750,17.224,23.773,154.300,238.329,50.016,32.366,753.708,13318.872,9853.039,326.131,15.683,12.225,8.678,8.411,6.799,6.816,8.300,8.415,9.361,8.897,8.000,7.386,6.551,5.260,4.989,4.404,4.488,3.736,3.270,3.073,3.209,2.882,2.614,2.337,2.112,2.077,1.993,1.866,1.895,1.992,1.804,1.725,1.893,2.198,5.115,10.448,8.463,3.751,1.469,1.334,1.290,1.379,2.070,
560,54.520,27.391,18.077,18.848,72.001,271.156,101.631,31.695,40.476,5901.574,15788.344,2914.985,20.862,12.750,8.590,8.219,6.728,6.487,7.419,8.380,8.449,7.911,7.438,6.980,6.057,5.115,4.556,3.676,3.291,3.351,3.544,3.216,2.910,2.492,2.507,2.266,2.147,1.883,2.003,2.012,1.957,1.869,1.878,1.621,1.702,1.889,2.495,6.464,9.899,6.796,2.519,1.241,1.229,1.344,1.491,
565,52.600,25.190,17.611,11.686,27.222,202.662,181.172,35.514,29.390,954.180,13187.208,9422.984,364.909,13.207,9.163,7.963,6.490,5.888,7.024,7.946,8.709,7.636,7.166,6.524,5.577,5.170,4.157,3.700,3.454,2.582,2.794,3.218,3.531,2.926,2.402,2.217,1.913,1.976,1.706,1.848,1.897,1.682,1.724,1.663,1.589,1.803,2.006,2.805,7.141,8.775,4.489,1.815,1.219,1.238,1.191,
570,57.587,24.467,13.026,14.850,15.488,108.324,238.022,71.503,27.212,42.694,5571.014,15391.462,3202.255,21.080,9.798,7.719,6.113,6.146,7.533,7.637,7.945,7.193,6.674,6.537,5.229,4.598,4.073,3.242,3.124,2.632,2.413,2.450,2.648,2.733,2.873,2.275,1.947,1.866,1.748,1.790,1.737,1.606,1.741,1.593,1.655,1.775,1.601,1.835,3.205,7.517,6.917,3.493,1.333,1.185,1.278,
575,62.821,23.844,17.577,12.815,13.635,41.506,217.762,131.152,28.908,26.732,827.329,13418.600,9729.332,502.091,9.441,8.162,6.096,5.487,6.953,7.424,7.604,6.935,6.846,5.800,5.280,4.115,3.534,2.734,2.773,2.367,2.466,2.754,2.615,2.541,2.176,2.440,2.460,2.078,1.818,1.675,1.482,1.561,1.651,1.566,1.570,1.610,1.663,1.576,1.731,4.013,7.187,5.381,2.301,1.294,1.001,
580,50.579,20.478,12.737,10.721,12.640,20.521,134.916,190.054,48.333,23.568,36.681,5527.506,15062.306,3939.155,17.497,8.739,6.328,6.134,6.958,7.332,7.748,6.891,6.037,6.097,4.885,4.014,3.478,2.875,2.588,2.464,2.249,2.742,2.989,2.266,1.918,1.821,1.599,2.049,2.107,1.834,1.834,1.508,1.736,1.594,1.659,1.523,1.624,1.458,1.481,1.895,5.021,6.675,3.888,1.727,1.055,
585,58.251,21.247,13.150,8.091,9.944,14.749,62.184,197.722,94.963,24.923,25.207,723.001,12367.658,10388.391,351.408,8.724,6.352,5.292,6.615,6.949,7.127,6.654,6.019,5.313,4.674,3.492,3.120,2.465,2.199,2.020,2.048,2.526,3.753,2.817,1.866,1.710,1.457,1.583,1.493,1.661,1.828,1.827,1.545,1.658,1.428,1.534,1.316,1.353,1.281,1.325,2.537,5.285,5.632,2.804,1.394,
590,49.416,23.241,11.066,9.960,11.455,17.481,24.731,142.414,147.741,31.706,22.084,31.775,5027.721,14565.140,2702.085,14.726,6.811,5.662,7.068,6.763,7.112,6.512,5.793,4.686,4.668,3.642,3.379,2.415,2.163,1.922,1.913,2.119,3.110,3.906,2.050,1.641,1.481,1.751,1.445,1.411,1.396,1.617,1.489,1.709,1.563,1.444,1.413,1.131,1.144,1.149,1.446,3.018,5.552,4.574,1.982,
595,41.053,19.928,9.998,7.602,9.491,12.438,18.294,73.531,172.825,58.136,19.605,20.210,724.556,11209.180,7854.788,325.010,7.513,6.068,7.078,7.244,7.289,6.252,5.795,4.637,4.178,3.306,2.922,2.438,2.059,1.991,1.829,1.959,2.110,4.095,3.563,1.764,1.430,1.589,1.378,1.242,1.427,1.376,1.411,1.503,1.500,1.628,1.487,1.337,1.141,1.129,0.987,1.521,3.896,5.093,3.252,
600,39.132,15.363,10.638,7.639,8.083,13.422,16.021,27.669,140.251,98.921,23.837,18.312,26.586,4387.437,12043.654,2737.211,14.812,6.296,7.334,7.076,6.734,6.141,5.690,4.643,4.381,2.994,2.745,2.260,2.141,1.781,1.785,1.563,1.896,2.524,5.024,2.573,1.503,1.337,1.407,1.351,1.288,1.319,1.333,1.354,1.262,1.376,1.233,1.316,1.125,1.109,0.888,1.068,2.166,4.058,4.132,
605,29.778,10.482,6.825,8.451,8.593,11.120,15.137,17.092,84.032,132.372,38.800,14.596,15.520,607.964,9941.919,7538.682,343.845,6.614,7.700,7.509,7.285,6.044,5.584,4.526,3.836,2.837,2.439,2.157,2.073,1.603,1.757,1.907,1.785,1.677,3.500,4.624,2.005,1.303,1.266,1.227,1.339,1.114,1.229,1.397,1.200,1.295,1.173,1.057,1.114,0.975,1.049,0.992,1.153,2.483,4.130,
610,29.529,12.309,9.382,6.751,8.553,10.768,13.238,14.112,38.069,132.862,70.126,16.487,12.541,20.785,4295.586,11232.368,2329.442,10.688,7.262,7.217,7.265,5.654,5.324,4.243,3.630,3.008,2.499,2.052,1.878,1.768,1.704,1.588,1.873,1.495,1.735,4.602,3.776,1.233,1.280,1.364,1.302,1.318,1.343,1.227,1.141,1.219,1.243,1.052,0.900,0.838,0.780,0.942,0.931,1.263,2.974,
615,22.701,11.192,10.514,9.394,6.844,8.687,12.600,13.122,17.742,93.616,106.779,23.855,13.024,13.648,652.125,9182.512,6361.383,238.476,6.664,6.942,7.022,5.517,5.009,4.026,3.903,2.789,2.375,1.767,1.854,1.701,1.527,1.702,1.943,1.500,1.531,2.554,5.085,2.500,1.150,1.131,1.255,1.055,1.267,1.181,1.009,1.216,1.022,0.956,0.893,0.919,0.813,0.809,0.923,0.920,1.493,
620,19.901,13.165,9.146,9.240,6.068,10.449,14.112,12.844,13.793,49.362,118.197,49.968,14.086,12.215,21.045,3725.203,9133.521,1890.957,11.604,5.742,6.833,5.464,5.070,3.777,3.169,2.663,2.074,1.924,1.701,1.425,1.471,1.774,1.536,1.340,1.296,1.443,3.244,5.132,1.753,1.128,1.255,1.026,1.125,1.068,1.118,1.149,0.987,1.033,0.862,0.948,0.834,0.818,0.761,0.886,0.982,
625,9.182,15.525,10.734,9.032,10.121,10.261,11.867,12.041,11.801,23.848,96.629,82.912,17.589,11.594,12.135,513.084,7065.948,5178.489,236.665,5.591,6.466,5.500,4.786,3.727,3.264,2.540,1.889,1.696,1.830,1.393,1.437,1.656,1.611,1.622,1.223,1.193,1.643,4.485,3.797,1.270,1.087,1.050,1.045,0.982,0.952,1.088,1.038,0.867,0.913,0.824,0.823,0.759,0.874,0.777,0.818,
630,20.647,7.128,12.767,8.468,9.217,10.965,9.151,11.899,12.078,15.441,57.647,105.302,30.841,11.035,9.983,17.578,2903.923,7687.077,1717.686,9.484,5.955,5.498,4.624,3.814,3.194,2.283,1.981,1.881,1.592,1.519,1.356,1.432,1.594,1.498,1.049,1.112,1.099,2.125,5.314,2.722,1.188,1.000,1.021,0.899,0.960,1.025,1.090,0.910,0.807,0.846,0.845,0.837,0.800,0.801,0.863,
635,13.349,11.738,12.616,11.110,7.957,11.069,9.307,7.264,11.604,13.244,27.630,96.864,56.153,12.465,8.490,9.430,361.954,6192.300,5000.671,213.320,5.939,5.521,4.805,4.098,3.160,2.370,1.711,1.827,1.653,1.758,1.394,1.416,1.520,1.503,1.204,1.216,1.132,1.211,3.210,5.047,1.955,1.044,1.066,1.076,0.927,1.002,0.995,0.869,0.811,0.953,0.854,0.862,0.731,0.739,0.777,
640,18.300,6.734,15.047,8.039,11.070,11.583,12.342,10.316,12.340,14.664,19.125,67.338,82.857,21.691,8.539,8.634,12.332,2527.792,7352.896,1621.360,11.947,5.318,4.431,3.578,3.243,2.136,2.062,1.639,1.580,1.486,1.458,1.330,1.246,1.616,1.175,1.229,0.862,0.992,1.493,4.721,4.302,1.309,0.964,1.026,1.024,1.031,1.134,0.941,0.848,0.797,0.776,0.854,0.754,0.756,0.675,
645,23.035,17.059,13.509,10.196,9.916,14.474,11.461,9.929,13.476,16.336,16.366,39.554,91.192,40.611,8.558,8.443,7.892,373.218,5839.235,4337.708,203.717,5.291,4.579,3.399,3.489,2.283,2.014,1.719,1.569,1.625,1.288,1.241,1.371,1.394,1.445,1.306,1.167,1.027,1.105,2.366,5.859,2.880,1.113,1.000,1.019,1.210,1.058,0.934,0.793,0.792,0.883,0.764,0.801,0.639,0.622,
650,28.247,12.880,11.485,12.490,9.367,12.820,10.774,9.975,13.592,15.505,18.815,25.312,74.652,63.426,12.312,7.097,7.578,12.488,2513.021,6193.531,1364.744,9.706,4.433,3.536,3.112,2.067,1.655,1.664,1.732,1.385,1.260,1.330,1.165,1.378,1.107,1.273,1.166,0.939,1.240,1.111,3.862,5.529,1.904,0.786,1.086,1.295,1.171,0.972,0.812,0.842,0.710,0.915,0.828,0.733,0.753,
655,24.470,16.630,13.568,8.956,13.583,12.053,11.436,9.342,12.105,15.698,18.382,20.271,47.243,78.489,23.834,7.785,6.906,7.033,357.738,4808.791,3913.555,168.331,4.681,3.581,2.668,2.050,1.895,1.718,1.571,1.236,1.195,1.241,1.330,1.117,1.158,1.355,1.004,1.285,0.920,0.929,1.574,5.362,4.483,1.309,0.951,1.169,1.133,0.925,0.912,0.809,0.770,0.833,0.894,0.711,0.697,
660,28.646,16.851,20.626,11.936,11.200,12.488,11.561,10.762,12.530,15.302,17.557,19.550,26.685,69.248,45.008,8.982,7.545,6.955,11.090,1961.871,5942.378,1230.420,9.862,3.307,2.771,2.166,1.830,1.625,1.513,1.420,1.116,1.204,1.171,1.279,0.936,1.163,1.255,1.101,1.027,1.057,1.174,2.464,6.169,3.251,1.077,1.038,1.062,0.885,0.874,0.825,0.611,0.774,0.759,0.795,0.752,
665,31.120,23.798,18.256,11.854,11.707,14.342,10.351,10.735,11.844,16.824,17.980,19.961,19.196,48.201,60.976,16.434,8.380,8.621,8.248,298.046,4940.746,3396.727,152.476,3.131,2.647,1.850,1.612,1.474,1.268,1.453,1.132,1.186,1.214,1.139,1.122,1.159,1.289,1.130,1.031,0.950,1.016,1.090,3.898,6.169,1.862,1.092,1.072,0.928,0.804,0.745,0.843,0.710,0.712,0.773,0.694,
670,50.876,19.274,12.129,10.705,12.584,12.315,10.107,11.284,13.582,15.592,17.596,19.993,16.982,26.871,64.426,29.317,9.858,9.518,8.349,12.054,2117.591,5045.663,1058.555,6.807,2.633,2.021,1.382,1.476,1.367,1.318,1.152,1.192,0.970,1.122,1.059,1.242,1.082,1.168,1.042,1.082,1.041,0.942,1.505,5.897,4.644,1.427,0.969,0.875,0.881,0.801,0.775,0.763,0.753,0.804,0.838,
675,152.540,24.635,14.992,8.653,12.833,11.925,11.307,10.492,14.684,16.495,18.257,20.032,17.262,16.602,50.236,44.970,12.954,9.140,9.770,7.957,301.732,4151.221,2950.837,127.487,2.588,2.017,1.566,1.333,1.253,1.160,1.199,1.149,1.287,1.102,0.990,1.009,0.891,1.179,1.160,1.040,1.019,1.033,1.176,2.753,6.589,3.483,1.067,0.890,0.873,0.905,0.779,0.758,0.842,0.829,0.695,
680,365.591,21.605,14.820,12.246,12.592,13.229,10.033,11.542,13.304,15.872,18.083,19.402,15.563,12.109,30.169,55.275,21.710,10.393,10.304,8.345,14.982,1743.037,4545.923,932.947,8.882,2.147,1.690,1.405,1.404,1.079,1.176,1.265,1.150,1.230,1.002,0.881,1.011,1.249,1.220,1.030,1.066,1.096,0.957,1.178,4.349,6.816,2.060,1.009,0.871,0.899,0.691,0.802,0.827,0.794,0.787,
685,659.521,40.444,13.777,11.979,10.844,11.750,9.800,8.691,13.489,14.658,16.408,17.801,15.477,11.335,16.004,49.357,35.595,10.330,10.257,8.516,7.739,259.047,3871.956,2608.845,159.336,2.335,1.792,1.431,1.404,1.365,1.170,1.119,1.128,1.056,0.865,0.900,0.897,0.951,1.097,1.211,1.085,1.095,1.126,1.034,1.609,6.660,5.230,1.253,0.918,0.821,0.737,0.709,0.781,0.880,0.694,
690,913.636,124.759,15.128,11.616,12.612,13.023,8.262,7.737,10.577,13.524,15.612,15.889,13.809,10.848,9.656,32.657,46.352,16.007,10.008,8.912,7.718,12.073,1778.902,3876.293,976.905,7.304,1.904,1.516,1.585,1.373,1.040,1.242,0.962,1.103,0.889,0.975,0.868,0.975,0.963,1.174,1.103,1.049,0.982,0.989,0.934,2.907,7.216,3.000,0.919,0.739,0.782,0.804,0.748,0.722,0.679,
695,929.034,320.749,17.431,11.318,8.937,11.379,8.892,9.181,9.776,12.546,14.253,14.408,13.195,10.574,7.731,19.048,46.362,23.528,10.204,8.441,7.864,5.819,341.859,3200.133,2482.858,122.651,2.397,1.652,1.651,1.284,1.212,1.229,1.219,1.052,0.814,0.715,0.945,0.863,0.898,1.075,1.256,1.055,1.044,0.838,0.930,1.187,4.607,6.274,1.801,0.816,0.734,0.748,0.689,0.704,0.604,
700,698.547,590.189,40.084,13.935,9.984,11.533,10.825,9.466,8.980,10.049,13.499,15.080,11.347,9.726,8.388,10.709,37.282,34.818,12.458,8.155,7.849,5.656,9.238,1353.882,3467.392,777.711,6.797,1.347,1.474,1.174,1.161,1.096,1.097,0.868,0.873,0.965,0.927,0.886,1.035,1.171,1.113,1.128,0.908,0.902,0.818,0.974,1.760,6.213,4.535,1.164,0.692,0.894,0.655,0.665,0.672,
