515,500.184,697.892,589.091,499.143,607.556,2366.071,1896.504,671.897,604.747,544.451,509.822,517.922,511.045,504.195,488.477,463.149,434.076,394.156,362.381,330.869,305.748,279.958,261.329,247.186,232.473,220.027,210.041,201.065,193.092,181.387,170.555,157.681,145.155,131.199,121.238,117.383,111.809,108.939,105.184,101.471,99.192,105.614,101.796,84.429,71.850,64.752,60.027,53.769,50.251,48.626,42.338,36.407,31.999,29.480,27.114,
520,449.881,566.718,628.479,468.372,486.903,1345.516,2664.551,966.280,554.117,497.851,475.491,472.666,477.144,461.635,445.694,417.803,395.004,357.133,327.493,302.971,277.407,253.412,238.508,226.367,211.482,202.819,193.330,184.502,176.429,168.694,157.156,146.544,135.646,121.870,114.558,109.766,106.101,103.464,100.718,96.692,92.293,92.680,98.970,90.586,73.620,65.362,60.219,54.949,50.441,50.043,46.811,39.916,34.738,30.956,28.908,
525,381.783,434.587,613.249,485.091,432.809,659.090,2383.820,1775.214,563.835,459.411,437.864,436.473,433.023,423.031,401.094,378.793,357.039,322.737,295.633,273.619,251.236,233.540,217.932,206.552,196.250,186.067,176.001,168.269,162.497,153.259,145.128,136.179,125.972,115.806,106.610,101.722,99.458,96.652,94.811,91.528,88.085,84.288,87.062,90.708,79.182,66.940,60.066,55.681,51.538,49.514,48.747,44.204,37.951,33.074,30.429,
530,348.445,359.604,506.696,525.381,405.017,523.360,1336.011,2454.483,902.709,432.243,407.003,398.400,398.499,383.977,367.550,343.611,324.990,293.378,270.436,248.242,227.631,212.578,201.261,187.854,180.295,169.011,162.359,155.413,148.143,141.214,134.044,124.707,116.514,105.803,98.281,95.542,92.760,91.158,89.404,87.090,82.947,79.295,77.851,82.653,81.930,70.560,60.927,55.892,51.488,50.110,47.320,46.560,42.391,35.423,31.772,
535,309.860,318.405,389.530,551.467,407.399,475.823,627.759,2138.027,1673.083,425.063,376.781,371.731,363.481,355.768,335.987,317.266,295.166,267.918,245.946,228.265,209.901,197.956,183.936,172.989,164.733,157.440,147.256,142.668,138.410,129.809,122.650,115.755,108.381,97.720,93.004,89.292,87.245,86.389,83.643,82.534,78.016,75.619,72.881,72.807,77.495,73.684,62.971,56.150,51.582,49.792,46.959,44.362,44.200,39.011,33.419,
540,277.368,286.524,305.869,482.051,440.019,434.269,455.027,1138.403,2322.971,695.031,344.286,337.989,337.221,324.819,310.701,288.325,267.455,244.962,225.845,206.300,192.517,179.326,165.765,158.539,151.043,141.913,136.053,131.042,125.232,118.688,112.626,105.044,97.846,89.152,85.164,82.572,80.095,79.624,78.743,76.301,73.760,70.728,68.951,66.310,67.820,71.958,66.074,56.388,51.093,49.276,46.935,43.581,42.213,41.158,36.893,
545,260.680,253.205,268.084,365.682,480.650,427.554,411.590,484.465,1915.581,1388.415,359.499,305.811,307.192,295.791,280.692,262.788,244.125,221.795,201.886,188.345,173.080,162.359,152.589,144.201,136.671,130.457,123.500,118.296,112.417,108.557,102.553,96.869,89.521,82.919,78.552,76.118,74.309,74.393,72.023,70.918,67.878,66.109,64.279,62.238,60.053,64.151,66.436,57.867,50.880,48.764,45.420,43.151,40.330,39.704,39.553,
550,222.014,232.067,240.451,278.648,446.891,461.408,376.689,358.430,1000.236,1970.643,631.133,283.534,279.594,267.370,253.215,238.680,221.141,202.574,184.071,170.689,158.176,147.716,138.623,131.352,123.819,118.052,111.770,106.438,103.235,98.962,93.665,87.101,82.596,75.404,71.676,69.794,68.402,68.345,66.637,65.029,63.166,61.256,59.537,58.849,56.374,56.523,60.876,59.096,51.284,47.149,44.737,42.028,39.092,37.300,37.422,
555,210.419,206.393,210.439,230.853,353.748,505.681,350.059,323.289,408.402,1735.443,1290.578,294.085,253.357,243.730,230.047,215.277,199.567,180.220,166.487,155.010,142.787,135.006,126.729,118.993,112.004,107.815,101.418,97.661,94.044,88.785,84.135,79.984,74.555,68.941,64.369,63.397,62.110,61.863,61.008,60.567,58.770,57.596,55.837,53.871,52.562,51.154,53.068,55.473,52.062,46.660,42.707,39.844,37.180,34.901,33.577,
560,189.176,186.324,188.401,205.975,261.455,493.275,368.345,289.989,284.952,914.083,1844.834,568.570,229.307,221.651,207.078,192.993,179.278,161.498,149.905,139.191,128.607,119.558,114.169,106.996,101.836,95.667,92.255,88.050,83.969,81.748,75.295,72.558,67.288,62.475,59.192,56.987,56.426,55.779,55.095,54.675,53.202,51.800,50.989,49.765,48.204,47.569,46.487,48.536,50.388,46.310,41.152,37.935,35.696,33.544,31.652,
565,181.659,170.660,175.691,178.357,204.463,416.314,416.653,269.384,253.638,340.998,1538.455,1221.812,238.270,196.021,187.819,172.757,163.087,145.860,135.208,125.084,118.296,109.228,102.306,97.192,91.502,86.342,83.029,78.458,75.333,72.166,69.076,64.382,60.740,55.703,53.779,51.897,50.483,50.872,50.063,49.595,48.167,47.932,46.747,45.235,44.280,43.149,42.008,41.890,45.058,45.710,40.269,35.687,33.398,31.206,29.580,
570,158.680,149.988,154.561,164.638,175.698,308.071,430.823,275.595,234.957,217.609,751.259,1748.914,492.878,179.219,166.197,154.928,143.137,130.875,118.658,112.603,103.227,98.641,92.064,86.174,82.902,77.594,74.076,70.881,67.497,64.371,61.100,58.800,54.342,50.111,48.205,47.102,46.196,46.033,45.582,44.612,43.779,42.950,42.059,40.758,39.795,39.240,38.200,37.258,37.786,41.761,39.556,34.926,31.395,29.160,28.003,
575,156.149,132.578,142.941,145.577,157.965,225.382,394.683,314.803,214.732,198.246,263.828,1447.344,1115.184,202.715,149.442,139.154,129.611,117.195,107.888,100.209,93.939,87.487,81.849,76.566,73.136,70.261,66.818,62.884,60.763,57.332,55.288,52.056,49.010,45.456,43.378,41.965,41.459,41.018,40.601,40.238,39.817,37.894,37.505,37.128,35.880,35.468,34.552,33.892,33.184,35.481,37.571,33.966,29.733,27.225,25.639,
580,136.708,122.973,121.818,131.897,137.486,187.144,305.367,349.962,217.730,181.419,172.653,660.393,1634.199,495.916,134.347,123.795,115.093,104.281,95.523,87.774,82.758,78.038,73.341,68.798,64.865,61.356,57.851,55.791,53.286,51.148,48.276,45.900,43.653,40.292,38.561,37.535,36.739,36.504,36.462,35.600,35.268,34.441,33.835,33.207,32.388,31.943,31.206,30.560,29.830,30.102,32.464,32.511,28.952,25.205,23.668,
585,129.575,109.382,114.198,113.963,120.608,166.883,220.844,333.349,240.283,165.047,157.754,220.718,1400.850,1084.198,154.505,110.010,102.584,93.548,85.972,78.321,74.504,70.466,65.180,61.792,57.868,55.544,52.018,49.559,48.717,45.170,43.096,41.503,39.453,36.257,34.004,33.290,32.460,32.713,31.938,32.058,31.425,31.171,29.966,30.003,29.231,28.922,28.132,27.469,26.473,26.483,27.199,29.578,28.500,24.472,22.053,
590,111.851,97.999,101.106,100.443,115.086,147.762,168.644,267.223,279.183,159.984,147.819,138.519,682.250,1476.706,386.959,99.264,90.616,82.144,77.115,71.769,66.344,62.589,57.916,54.424,51.493,49.404,46.834,44.476,42.537,40.866,39.094,36.666,35.007,32.387,30.406,29.938,29.743,29.612,28.718,29.097,28.155,27.739,27.489,26.785,26.170,26.131,25.557,24.495,23.974,24.405,23.700,24.551,26.051,24.230,20.863,
595,109.688,89.351,88.894,91.430,98.889,133.573,145.625,189.622,285.939,173.144,129.943,122.434,204.852,1158.261,925.289,122.430,80.462,73.911,66.796,64.247,58.402,55.974,51.948,49.422,46.632,43.968,41.082,39.711,37.580,36.327,34.454,32.382,30.856,28.442,26.988,26.493,26.751,26.060,25.871,26.013,25.259,24.786,24.451,24.138,23.248,22.952,22.455,22.449,21.583,21.449,21.494,20.940,22.461,22.914,20.475,
600,99.090,84.774,80.614,85.466,86.992,119.823,128.445,141.166,239.858,199.288,122.766,109.898,104.016,491.364,1338.820,367.100,73.702,63.979,60.546,55.924,52.804,49.996,46.418,43.395,41.509,38.873,36.997,35.058,33.217,31.754,30.692,29.199,27.412,25.320,24.130,23.988,23.459,22.855,22.867,22.329,22.143,21.846,21.657,21.219,21.105,20.553,20.390,19.882,19.500,19.120,19.187,18.212,18.393,19.861,19.860,
605,91.031,83.086,75.463,76.459,79.410,104.926,116.335,117.642,176.980,219.277,127.891,99.703,92.077,135.564,1082.572,860.997,99.531,57.681,52.773,49.188,47.577,43.944,41.145,38.168,36.216,34.236,32.293,31.244,29.520,28.474,26.317,25.721,23.542,21.818,22.091,21.052,19.880,20.671,20.456,19.836,20.045,19.270,18.999,18.971,18.061,18.135,17.986,17.623,17.051,17.035,16.863,16.419,15.749,16.530,17.798,
610,72.932,70.891,62.719,67.906,70.728,95.687,106.227,103.988,126.583,206.344,149.999,91.927,83.244,76.253,488.542,1213.559,319.790,49.702,46.667,44.304,41.487,38.465,36.313,35.238,31.926,30.401,28.593,27.239,26.328,25.145,23.733,22.589,20.564,19.446,18.649,18.842,18.274,18.029,17.909,17.712,17.619,17.108,17.098,16.429,15.897,16.204,15.846,15.333,15.210,15.116,14.810,14.472,13.832,13.914,15.030,
615,74.198,61.033,60.443,58.673,63.760,81.819,94.245,92.999,99.455,162.387,168.696,89.502,72.385,67.676,123.646,969.634,776.483,68.395,40.924,38.481,35.573,33.802,31.278,30.161,27.827,25.993,24.589,23.895,22.441,21.236,20.575,19.369,18.536,17.141,16.236,16.156,16.473,16.075,15.546,15.611,15.048,15.285,14.826,14.255,14.008,14.057,13.571,13.631,13.007,13.025,12.924,12.617,12.337,11.932,12.531,
620,60.672,60.994,54.426,51.661,57.612,75.092,83.879,79.717,86.188,113.230,171.809,105.256,66.904,60.951,56.387,404.922,1072.834,243.834,35.845,32.339,31.465,28.881,28.178,26.450,24.408,22.953,21.631,20.542,19.899,18.844,17.961,16.914,16.123,14.821,14.153,13.880,14.545,14.650,13.514,13.612,13.044,13.078,12.455,12.691,12.022,12.173,11.970,11.667,11.431,11.255,11.361,10.779,10.737,10.256,10.640,
625,62.366,49.444,46.030,46.966,51.907,67.747,72.507,69.671,77.145,82.571,144.254,127.090,65.313,55.307,49.723,97.755,817.014,615.824,58.135,29.732,27.114,26.066,24.894,23.016,21.557,20.487,19.623,18.079,17.494,16.786,15.529,14.920,14.562,12.987,12.298,12.306,12.050,12.734,12.794,11.943,11.615,11.507,11.352,11.015,10.561,11.000,10.380,10.414,10.156,10.093,10.068,9.712,9.487,9.475,9.139,
630,47.344,41.473,41.282,45.464,48.311,61.017,68.451,64.657,65.870,65.956,105.649,139.870,72.892,49.786,45.957,43.256,341.488,925.982,217.027,26.552,24.011,23.292,21.676,20.071,18.868,17.865,16.857,16.156,15.548,14.973,13.862,13.454,12.579,11.867,11.466,11.383,10.993,11.211,11.534,11.004,10.364,10.320,9.836,9.689,9.776,9.951,9.709,9.351,8.991,9.240,8.982,8.632,8.479,8.215,8.154,
635,42.058,41.778,39.823,41.639,42.446,55.313,59.614,58.995,64.283,60.841,71.232,129.936,91.692,48.509,42.255,38.040,72.298,734.715,546.714,46.173,21.768,20.679,19.058,18.756,17.220,16.193,15.367,14.029,13.874,12.996,12.545,11.681,11.172,10.876,9.999,9.879,9.510,9.351,9.869,10.233,9.392,8.821,8.794,8.894,8.473,8.807,8.724,8.259,8.113,8.077,8.045,7.400,7.466,7.430,7.222,
640,37.616,37.695,36.572,36.723,38.800,49.039,54.292,55.037,55.265,54.398,55.438,97.953,113.050,51.750,38.610,34.889,32.686,305.625,763.170,189.821,19.784,18.089,16.648,16.389,15.293,14.246,13.322,12.415,12.272,11.240,10.863,10.365,10.005,9.096,8.662,8.824,8.264,8.518,8.402,8.972,8.931,8.244,8.068,7.745,7.589,7.676,7.546,7.304,7.110,7.117,7.037,6.863,6.500,6.409,6.367,
645,45.440,34.636,36.599,30.768,37.566,45.419,51.402,51.489,53.440,51.947,52.092,68.709,116.606,68.510,36.758,31.575,28.137,64.151,591.287,468.153,38.512,15.972,15.439,14.302,13.412,12.575,11.967,11.176,10.611,10.290,9.976,9.465,8.594,8.180,7.666,7.868,7.615,7.337,7.360,7.848,8.225,7.334,6.917,6.893,6.690,6.574,6.532,6.453,6.298,6.437,6.155,6.010,6.126,5.774,5.600,
650,37.514,35.534,30.148,31.477,35.400,45.044,45.354,45.697,48.289,47.276,49.013,51.183,100.715,88.431,37.783,29.215,26.121,23.994,253.924,659.354,160.601,15.042,13.003,13.047,12.098,11.084,10.751,9.668,9.815,9.177,8.931,8.286,7.882,7.119,7.009,6.885,6.632,6.800,6.483,6.738,6.756,7.110,6.147,6.136,6.053,6.180,5.697,5.730,5.639,5.780,5.513,5.559,5.291,5.359,4.991,
655,43.079,31.696,31.313,30.830,32.782,41.443,41.281,43.427,45.425,44.944,46.778,46.588,72.553,100.605,45.837,28.466,25.446,21.586,49.873,520.836,418.911,31.286,11.565,11.501,10.798,9.924,9.265,8.884,8.734,7.655,7.834,7.314,6.636,6.441,5.912,5.959,6.285,5.811,5.766,5.692,5.777,6.481,6.433,5.496,5.334,5.190,5.148,5.164,5.074,5.167,4.942,4.842,4.712,4.671,4.549,
660,43.606,37.488,30.620,28.613,31.577,38.835,41.551,40.316,42.592,43.621,44.575,44.531,52.277,90.979,66.619,29.464,23.372,20.004,18.978,214.328,609.740,147.778,11.084,9.728,9.004,8.447,7.960,7.689,6.953,6.884,6.568,6.098,5.852,5.588,5.359,5.418,5.265,5.085,5.036,5.107,4.976,5.226,5.947,5.328,4.613,4.612,4.541,4.718,4.392,4.464,4.450,4.312,4.159,4.099,3.930,
665,44.388,34.060,31.674,31.570,30.205,38.899,40.106,38.278,42.071,41.664,43.192,45.748,46.189,70.113,81.296,35.867,22.788,18.578,17.152,43.230,498.222,373.626,25.933,8.196,7.934,7.134,7.014,6.477,6.361,6.188,5.969,5.456,5.181,4.635,4.306,4.589,4.545,4.637,4.421,4.469,4.270,4.148,4.910,5.390,4.366,4.030,4.229,4.197,3.883,3.920,3.811,3.834,3.729,3.582,3.529,
670,51.440,42.669,39.298,34.704,31.837,35.879,39.719,37.162,41.041,42.874,45.301,44.256,45.049,52.751,85.062,48.116,23.034,19.447,16.392,15.065,216.689,533.151,122.883,7.956,6.659,6.438,6.023,5.431,5.399,5.118,4.956,4.891,4.426,4.287,3.728,4.037,4.018,3.966,3.893,4.065,3.748,3.729,4.047,4.619,4.465,3.712,3.663,3.585,3.566,3.293,3.500,3.466,3.239,3.172,3.337,
675,65.697,43.584,43.271,34.271,33.135,38.462,39.250,38.658,42.506,42.592,44.263,45.835,45.753,43.665,72.793,64.057,27.313,18.910,15.978,13.837,43.705,426.659,321.575,21.646,5.765,5.075,5.203,4.785,4.717,4.498,4.076,3.988,3.673,3.670,3.411,3.475,3.322,3.430,3.587,3.457,3.123,3.248,3.178,3.731,4.536,3.644,3.353,3.226,3.239,3.127,3.177,2.951,2.939,2.899,2.803,
680,92.019,51.734,48.061,40.438,36.593,39.548,38.150,36.774,41.656,41.570,45.486,46.302,45.700,40.957,54.930,73.686,36.271,19.261,16.373,14.126,12.835,178.407,470.718,112.172,5.571,4.383,4.367,3.865,4.251,3.774,3.489,3.467,3.193,3.000,2.929,3.019,2.987,2.940,3.142,2.952,2.802,3.073,2.907,3.040,3.320,4.076,2.990,2.663,2.829,2.921,2.973,2.678,2.691,2.637,2.664,
685,130.364,54.691,49.400,46.664,39.106,41.005,39.615,38.138,41.035,42.384,44.941,47.293,45.972,41.024,42.310,67.136,48.128,21.274,15.960,13.198,12.321,34.386,377.837,294.072,21.243,4.076,3.835,3.361,3.374,3.324,3.139,2.975,2.802,2.666,2.548,2.684,2.552,2.616,2.750,2.793,2.441,2.419,2.526,2.549,2.648,3.836,3.370,2.679,2.431,2.673,2.653,2.531,2.386,2.446,2.251,
690,166.356,75.131,59.148,49.220,38.757,42.462,38.349,36.329,40.459,42.734,45.168,48.480,47.665,42.159,38.971,53.431,59.253,25.593,16.377,14.168,11.598,10.757,163.111,427.292,107.891,4.297,3.439,2.879,3.124,2.907,2.648,2.655,2.555,2.490,2.276,2.203,2.363,2.211,2.333,2.599,2.325,2.194,2.270,2.221,2.261,2.698,3.549,2.715,2.267,2.387,2.468,2.264,2.231,2.313,2.278,
695,168.348,94.080,62.552,51.020,43.567,43.104,42.671,36.146,39.916,41.665,43.686,45.641,46.492,44.478,38.980,41.154,61.319,34.790,18.327,14.197,12.430,10.293,33.609,349.719,273.430,16.877,2.984,2.668,2.568,2.289,2.225,2.088,1.987,2.224,1.929,2.116,2.335,2.001,2.007,2.121,2.186,2.036,2.147,2.092,2.102,2.222,2.846,3.177,2.311,2.221,2.259,2.250,2.341,2.059,2.034,
700,138.288,126.804,65.441,54.341,47.112,44.044,42.216,37.842,41.152,42.229,44.448,48.693,48.598,44.720,40.123,35.449,52.887,45.049,20.629,15.327,13.133,11.034,9.090,153.009,392.600,94.307,3.105,2.347,2.473,1.971,2.228,1.923,1.933,1.851,1.787,1.865,1.662,1.761,1.731,1.759,2.037,2.022,1.910,1.769,1.804,2.038,2.191,3.084,2.778,2.134,2.182,2.086,2.014,2.016,1.913,
