525,129.219,177.888,358.317,208.123,120.934,234.736,1942.187,1277.200,154.530,96.707,92.748,93.939,93.827,94.834,93.895,92.210,93.086,92.094,93.807,92.379,91.489,89.513,86.118,81.859,76.241,70.257,66.050,59.074,53.480,47.998,42.172,37.221,31.947,27.267,23.661,21.717,19.653,18.336,16.871,15.594,14.603,14.397,20.260,28.572,20.414,11.807,8.906,7.905,7.419,7.757,10.262,10.175,6.712,5.358,5.319,
530,111.683,105.602,271.255,273.156,119.735,136.883,933.919,1966.978,512.654,90.046,87.529,84.918,84.751,84.629,82.925,83.122,83.456,83.034,82.304,83.702,82.645,79.052,76.775,72.870,68.299,63.526,58.388,53.242,48.003,43.028,38.722,33.111,29.252,25.604,21.804,19.815,18.301,17.305,15.850,14.649,13.979,13.008,13.875,21.703,24.647,16.210,9.511,7.732,7.227,7.082,7.458,10.115,9.178,5.756,5.086,
535,107.545,99.550,172.061,315.101,154.506,117.507,248.018,1695.476,1322.639,109.741,78.762,78.117,77.536,75.113,74.827,73.513,74.732,72.677,74.502,73.181,73.960,70.768,67.949,66.005,61.752,57.241,52.346,47.874,44.247,39.019,35.365,31.191,26.934,23.330,20.444,18.570,17.702,16.108,15.092,14.127,12.834,12.058,11.725,13.951,21.714,20.492,12.052,7.793,6.954,6.734,6.361,7.474,10.272,8.166,5.264,
540,98.023,85.899,103.195,278.868,218.091,118.313,114.502,826.782,2027.873,385.982,72.011,71.463,69.620,67.501,68.123,65.922,65.030,65.075,65.725,65.260,63.867,62.937,61.515,57.861,55.305,51.765,47.282,42.510,39.513,35.327,32.215,28.182,24.223,21.276,18.792,17.145,15.997,14.917,13.912,12.945,11.973,11.207,10.612,10.549,14.598,20.620,16.241,9.337,6.960,6.420,5.974,5.972,7.289,9.873,7.585,
545,87.282,74.956,75.299,179.558,269.070,138.434,94.457,192.219,1646.266,1067.473,106.939,62.398,62.650,63.086,61.584,59.440,56.727,57.298,56.897,57.128,56.654,54.655,53.103,50.799,48.589,45.400,41.392,39.012,35.786,32.106,28.879,25.278,22.113,19.502,17.147,15.908,14.380,13.795,13.031,12.118,11.272,10.580,9.856,9.180,9.675,15.007,18.826,12.686,7.453,6.140,5.718,5.256,5.260,7.202,9.785,
550,80.352,75.204,70.765,102.404,261.824,200.265,89.873,83.689,766.823,1688.299,420.967,57.077,55.963,55.683,53.388,53.055,52.933,50.994,50.053,50.209,50.279,48.181,47.828,44.943,43.401,40.835,37.802,34.928,31.277,28.536,26.064,23.447,20.255,17.383,15.742,14.581,13.688,12.689,12.231,11.201,10.676,10.007,9.109,8.866,8.224,9.700,15.526,15.828,9.547,6.388,5.433,4.765,4.848,5.042,8.089,
555,73.774,58.321,59.810,66.690,185.593,277.984,95.870,72.661,177.517,1557.333,1307.909,86.605,50.342,49.657,47.608,47.394,47.236,44.832,45.245,45.331,45.129,43.134,42.033,40.624,38.376,36.169,33.686,30.882,28.520,25.842,23.348,20.263,18.431,16.290,14.216,12.984,12.492,11.855,10.807,10.401,9.903,9.265,8.394,7.980,7.862,7.297,10.133,15.076,12.766,7.950,5.326,4.756,4.642,4.016,4.752,
560,62.716,55.886,52.396,50.485,104.765,296.661,142.450,68.145,67.184,792.388,2007.208,400.618,45.663,44.767,43.446,40.899,40.786,39.561,39.679,38.648,38.446,38.305,37.255,35.354,34.119,31.577,28.982,27.105,24.797,23.007,21.020,19.053,16.914,14.645,13.087,11.839,11.084,10.772,9.978,9.372,8.948,8.331,7.790,7.346,7.095,6.660,6.939,10.506,13.863,10.377,6.212,4.412,4.169,3.973,4.053,
565,72.561,56.040,49.352,53.410,56.866,228.714,210.696,71.569,59.186,177.701,1548.777,1092.855,70.748,39.215,37.350,36.046,36.229,34.759,35.063,34.727,34.536,33.083,33.132,31.495,29.879,28.247,26.052,24.652,22.590,20.186,18.683,16.813,15.141,13.087,11.658,10.884,10.136,9.457,9.341,8.551,8.208,7.507,7.312,6.823,6.450,6.419,5.943,6.752,10.628,12.309,7.959,4.812,3.915,3.841,3.596,
570,71.419,53.948,48.866,43.489,41.326,135.211,262.731,101.928,60.743,59.326,587.130,1633.804,338.084,35.393,33.972,32.789,31.146,31.280,30.234,30.318,29.914,29.744,29.078,27.583,26.119,24.836,23.316,21.733,19.938,18.207,17.061,15.199,13.554,11.551,10.481,9.654,9.288,8.567,8.282,7.870,7.445,7.220,6.874,6.307,5.985,5.629,5.564,5.371,6.778,10.719,9.861,5.934,4.008,3.435,3.332,
575,73.648,47.125,40.008,41.423,39.805,76.787,239.994,161.181,61.765,57.087,121.945,1299.874,959.062,74.562,30.025,27.787,27.920,26.917,27.143,26.821,26.538,25.360,25.168,23.976,23.318,21.723,20.520,19.255,17.864,16.110,14.904,13.555,12.637,10.543,9.463,8.793,8.317,7.948,7.701,7.196,6.997,6.540,6.108,5.848,5.798,5.465,5.189,4.785,4.872,7.143,10.010,8.057,4.651,3.389,2.983,
580,79.139,45.964,38.824,36.370,38.012,51.262,160.747,216.479,84.697,55.600,57.386,532.872,1505.793,402.417,27.320,24.632,23.864,23.370,24.114,23.270,23.595,22.798,22.371,21.023,20.682,19.242,17.611,16.932,15.647,14.389,13.357,11.934,10.943,9.559,8.990,8.011,7.778,7.378,7.109,6.576,6.332,5.999,6.087,5.711,5.364,5.012,4.762,4.436,4.195,4.496,7.612,8.795,6.354,3.752,2.895,
585,82.480,48.506,35.866,34.853,35.984,46.264,89.300,219.587,125.990,58.047,53.358,114.737,1220.560,1121.923,62.784,22.490,21.652,22.111,20.485,20.514,20.143,19.654,18.752,18.898,17.707,16.704,15.919,14.846,13.535,12.673,11.822,10.894,10.101,8.783,7.943,7.211,6.920,6.561,6.282,6.188,5.872,5.487,5.302,4.920,4.804,4.561,4.454,4.152,3.812,3.701,4.741,7.454,7.452,4.706,3.203,
590,75.987,45.290,33.170,32.670,28.392,41.898,55.556,168.613,177.462,66.556,52.730,45.595,535.538,1497.626,344.903,21.512,19.507,18.865,18.071,18.636,17.777,17.441,17.209,16.243,15.999,15.154,14.299,13.128,12.087,11.142,10.510,9.354,9.329,8.331,6.928,6.742,6.336,5.993,5.616,5.299,5.142,5.006,5.098,4.665,4.536,4.418,4.064,3.822,3.425,3.434,3.468,5.044,7.498,6.125,3.679,
595,76.951,50.522,35.109,29.363,30.063,40.310,46.309,101.162,204.643,91.555,51.006,42.141,102.102,1205.808,850.905,47.045,17.475,16.816,16.446,15.861,16.187,15.632,15.105,14.263,13.764,13.015,12.280,11.662,11.052,10.012,9.523,8.470,7.946,7.495,6.956,5.997,5.650,5.398,5.250,4.993,4.895,4.574,4.498,4.616,4.212,3.939,3.810,3.494,3.276,3.085,3.105,3.121,5.521,6.549,4.917,
600,81.603,43.897,28.278,28.859,30.834,37.182,44.328,59.750,169.979,130.800,52.932,39.372,31.293,478.823,1214.290,254.075,17.104,14.550,14.207,14.210,13.942,13.873,12.779,12.762,12.109,11.492,11.047,9.944,9.519,8.878,8.274,7.426,6.896,6.619,6.612,5.874,5.354,4.787,4.730,4.616,4.415,4.225,4.047,4.032,4.018,3.770,3.500,3.232,2.984,2.838,2.781,2.649,3.322,5.418,5.702,
605,78.074,43.803,30.878,29.615,29.669,34.716,38.203,46.952,114.679,162.831,69.734,37.402,26.175,101.893,936.248,704.705,50.261,13.415,12.849,12.505,12.469,11.673,11.642,11.005,10.652,10.197,9.820,8.652,8.341,8.117,7.427,6.710,6.167,5.983,5.544,5.625,4.593,4.467,4.303,4.064,4.127,3.772,3.594,3.923,3.635,3.654,3.267,3.119,2.670,2.597,2.485,2.418,2.423,3.383,5.515,
610,77.256,42.748,29.720,26.444,25.378,34.681,39.159,42.565,68.153,160.824,99.682,37.792,24.924,23.944,411.846,998.841,251.765,11.643,11.424,11.033,11.005,10.202,10.125,9.762,9.657,8.914,8.382,8.277,7.508,7.033,6.425,6.062,5.485,5.185,4.719,5.184,4.825,4.085,3.788,3.816,3.589,3.529,3.278,3.530,3.341,3.149,2.951,2.746,2.578,2.503,2.330,2.153,2.171,2.387,4.035,
615,75.205,39.604,29.961,26.180,25.681,32.801,36.091,40.603,48.255,120.390,131.031,43.829,24.871,20.248,70.150,804.301,662.107,36.247,9.412,9.994,9.706,9.159,8.756,8.337,8.157,7.858,7.350,6.833,6.374,6.080,5.750,5.245,5.110,4.470,4.151,4.393,4.821,3.806,3.523,3.432,3.317,3.088,3.207,3.069,3.195,2.904,2.725,2.379,2.304,2.334,2.191,2.060,1.980,1.940,2.624,
620,62.930,37.371,30.779,25.841,22.120,28.698,31.371,35.667,39.915,75.277,140.250,65.431,24.270,19.919,19.197,306.630,920.204,200.036,9.077,8.302,8.469,7.879,7.739,7.143,7.106,6.699,6.783,6.317,5.753,5.364,5.185,5.014,4.536,3.781,3.859,3.643,3.775,4.060,3.451,3.108,2.814,2.984,2.781,2.757,2.629,2.551,2.436,2.313,2.122,2.103,2.053,1.925,1.712,1.946,1.934,
625,50.819,36.736,25.520,24.668,21.273,29.883,31.102,33.729,38.656,46.431,113.955,95.330,27.135,19.033,17.202,58.299,719.005,525.883,31.618,7.251,7.446,7.120,6.715,6.293,6.290,6.142,5.872,5.356,5.089,4.865,4.480,4.191,4.081,3.648,3.379,3.144,3.129,3.981,3.588,2.830,2.877,2.762,2.444,2.682,2.640,2.421,2.411,2.080,2.068,2.006,1.853,1.693,1.748,1.717,1.696,
630,42.991,33.602,23.628,24.351,25.472,29.256,29.004,30.608,35.410,36.513,75.108,116.509,39.648,19.248,16.560,15.479,284.414,781.972,180.244,7.156,6.323,6.133,5.901,5.823,5.885,5.554,5.072,4.941,4.820,4.281,4.104,3.912,3.633,3.400,3.048,2.719,2.895,3.238,3.769,3.110,2.619,2.338,2.579,2.586,2.266,2.420,2.142,2.027,1.841,1.811,1.692,1.734,1.591,1.597,1.630,
635,47.680,33.003,23.721,24.528,21.243,27.492,26.491,28.712,33.356,33.617,44.273,105.668,65.232,20.793,15.863,12.681,43.213,647.635,500.533,27.833,6.129,5.525,5.305,5.130,4.983,4.670,4.704,4.216,4.150,3.951,3.469,3.220,3.358,3.278,2.902,2.691,2.636,2.624,3.236,3.445,2.654,2.306,2.267,2.287,2.173,2.232,1.933,1.878,1.780,1.731,1.675,1.526,1.616,1.446,1.517,
640,46.874,32.622,30.983,22.817,24.020,26.285,25.864,28.100,30.191,31.174,32.491,74.841,90.152,28.421,15.214,13.457,11.783,267.878,693.292,169.314,5.914,5.353,4.666,4.546,4.704,4.335,4.195,4.025,3.827,3.201,3.359,3.073,3.043,2.720,2.841,2.500,2.503,2.359,2.350,3.217,3.107,2.295,1.942,2.167,1.798,1.921,1.852,1.753,1.698,1.602,1.640,1.513,1.456,1.433,1.465,
645,53.845,33.030,22.833,21.272,20.631,26.232,26.935,27.294,29.684,29.156,30.287,46.889,97.262,47.889,15.672,12.769,10.775,48.625,586.333,430.429,22.577,4.557,4.306,4.527,4.190,3.992,3.804,3.636,3.511,3.205,2.906,2.722,2.737,2.682,2.675,2.392,2.067,2.052,1.994,2.266,3.251,2.473,1.989,1.895,1.938,1.871,1.795,1.604,1.649,1.545,1.520,1.301,1.521,1.324,1.331,
650,51.194,28.795,22.258,20.017,21.315,25.398,23.543,26.824,25.851,28.887,28.499,31.701,79.601,69.551,20.001,13.089,10.570,9.656,244.173,599.685,130.584,5.067,3.486,3.582,3.627,3.734,3.500,3.019,2.973,2.987,2.959,2.494,2.280,2.411,2.444,2.076,2.067,2.041,1.917,1.951,2.578,3.024,1.848,1.868,1.693,1.651,1.724,1.511,1.432,1.492,1.454,1.377,1.395,1.371,1.407,
655,46.109,35.953,23.571,23.781,21.117,23.623,21.931,23.859,27.013,28.271,29.140,27.649,50.779,84.343,31.688,12.162,10.867,8.895,33.495,462.990,375.071,23.487,3.706,3.758,2.890,3.257,2.983,2.997,2.812,2.476,2.409,2.385,2.257,2.020,1.893,2.067,1.993,1.937,1.847,2.017,1.939,2.875,2.436,1.814,1.705,1.702,1.527,1.407,1.374,1.318,1.321,1.212,1.371,1.342,1.343,
660,40.837,32.575,22.961,23.765,21.643,22.355,26.131,23.582,26.103,27.058,28.972,26.534,32.837,75.999,50.049,15.236,10.770,8.901,8.092,183.989,573.342,127.621,3.658,3.406,3.012,2.825,2.603,2.650,2.370,2.303,2.374,2.167,2.075,1.876,1.771,1.862,2.040,1.757,1.685,1.572,1.637,2.007,2.759,2.127,1.584,1.686,1.511,1.381,1.291,1.363,1.326,1.248,1.302,1.077,1.335,
665,48.014,29.081,26.847,21.783,20.667,23.173,24.605,23.719,25.142,26.438,27.216,26.389,27.080,56.150,69.318,21.709,11.390,9.139,7.887,32.182,471.987,321.053,20.928,2.591,2.680,2.425,2.215,2.627,2.129,2.084,2.020,1.809,1.902,1.687,1.692,1.644,1.760,1.738,1.573,1.517,1.542,1.572,2.165,2.776,1.773,1.453,1.391,1.294,1.418,1.266,1.331,1.119,1.125,1.156,1.146,
670,45.018,25.969,25.227,19.929,23.389,27.468,23.662,25.046,26.517,27.788,28.243,27.780,25.750,37.751,73.587,36.175,12.428,9.279,7.194,7.195,201.725,447.081,114.967,2.557,2.475,2.414,2.188,2.171,1.950,1.908,1.818,1.661,1.642,1.641,1.574,1.450,1.457,1.754,1.585,1.586,1.273,1.522,1.550,2.631,2.372,1.387,1.213,1.279,1.132,1.170,1.258,1.195,1.116,1.226,1.216,
675,52.677,31.972,21.817,23.424,19.611,25.857,23.107,24.369,25.611,25.603,27.758,28.680,26.670,26.513,59.961,51.051,15.927,9.586,8.360,6.603,39.800,351.198,304.078,16.843,2.243,2.102,2.027,1.864,1.842,1.529,1.490,1.618,1.709,1.477,1.453,1.378,1.300,1.588,1.614,1.340,1.388,1.363,1.476,1.833,2.592,1.820,1.370,1.211,1.225,1.129,1.195,1.124,1.128,1.091,1.098,
680,91.507,28.935,24.821,24.918,20.970,26.167,25.406,25.171,24.771,26.564,27.711,27.953,26.892,25.912,41.355,61.242,25.852,10.735,8.402,7.000,6.690,145.034,431.609,100.041,2.752,2.004,1.877,1.662,1.506,1.623,1.571,1.532,1.480,1.360,1.384,1.317,1.216,1.235,1.572,1.551,1.249,1.402,1.248,1.475,1.858,2.640,1.456,1.241,1.108,1.103,1.130,1.076,1.013,1.199,1.062,
685,120.821,32.196,26.766,23.402,22.537,23.342,22.607,26.187,26.302,26.891,27.997,27.852,26.759,23.653,27.742,56.924,39.446,12.472,9.047,7.296,5.863,25.216,342.871,268.992,17.343,1.786,1.786,1.644,1.674,1.451,1.369,1.282,1.233,1.197,1.466,1.171,1.203,1.362,1.381,1.528,1.331,1.248,1.247,1.309,1.341,2.389,2.241,1.198,1.083,1.037,0.926,1.090,1.099,1.046,1.032,
690,147.109,44.061,26.680,23.895,22.115,25.898,23.919,25.621,24.881,25.640,27.379,27.039,27.313,25.336,23.409,43.835,51.111,17.064,9.055,7.464,5.887,5.330,135.460,373.921,105.217,2.317,1.544,1.530,1.316,1.097,1.249,1.261,1.270,1.241,1.096,1.186,1.047,1.374,1.165,1.343,1.423,1.261,1.134,1.208,1.191,1.554,2.594,1.672,1.021,1.003,1.101,1.010,1.063,1.052,1.074,
695,148.312,63.594,24.764,23.696,23.336,25.257,23.900,24.543,23.743,24.646,26.404,26.290,26.985,24.034,21.690,28.669,51.041,27.078,10.845,7.988,6.257,5.099,25.252,287.241,265.470,11.833,1.414,1.551,1.157,1.104,1.148,1.236,1.243,1.196,1.119,1.061,1.048,1.196,1.160,1.398,1.489,1.212,1.255,1.217,1.128,1.196,1.963,2.714,1.269,1.153,1.096,1.100,0.999,1.005,1.070,
700,122.436,85.669,29.413,23.087,20.387,26.892,22.740,23.649,23.407,24.476,25.576,26.364,26.134,24.039,21.805,20.489,41.976,37.207,13.166,8.324,6.542,5.474,5.153,120.149,367.663,72.610,1.759,1.332,1.185,0.991,1.296,1.246,1.117,1.087,1.145,1.106,1.043,1.119,0.967,1.149,1.218,1.311,1.189,1.165,1.079,1.089,1.285,2.152,1.999,1.212,1.049,0.923,1.088,1.066,1.107,
