525,15.795,75.890,279.992,105.769,21.095,126.940,1778.552,1261.311,58.032,10.071,10.988,9.364,9.055,8.310,7.081,7.064,7.029,6.030,5.386,5.602,5.343,5.619,5.281,5.096,4.882,4.679,4.323,4.217,3.731,3.655,3.222,2.945,2.873,2.670,2.228,2.408,2.290,2.241,1.957,2.042,2.118,3.021,10.283,18.343,11.688,3.743,1.538,1.376,1.421,2.094,5.460,5.785,2.449,1.472,1.561,
530,15.060,26.421,195.905,201.918,31.651,28.475,804.125,1929.144,404.427,9.126,9.092,8.190,8.186,7.543,6.600,6.645,5.599,5.107,5.106,5.476,5.362,5.085,4.548,4.944,4.201,4.365,4.087,3.744,3.344,3.071,2.748,2.661,2.517,2.081,2.210,1.883,2.125,1.998,2.020,1.891,1.715,2.022,3.516,12.222,16.353,8.319,2.176,1.320,1.242,1.406,2.524,5.813,5.296,2.090,1.428,
535,19.808,14.375,92.509,248.586,75.009,21.763,155.091,1617.464,1142.068,35.264,8.684,7.301,6.424,6.608,5.263,5.239,5.298,4.685,4.550,4.535,4.407,4.547,4.143,4.596,4.302,3.757,3.800,3.516,3.299,2.885,2.674,2.541,2.559,2.015,1.982,1.924,1.789,1.851,1.634,1.789,1.628,1.893,2.100,5.233,14.100,13.481,5.092,1.796,1.261,1.317,1.462,2.947,6.357,4.559,1.625,
540,25.164,11.674,28.938,215.293,152.707,26.669,27.159,711.927,1768.711,301.978,7.783,6.936,6.178,5.998,5.115,4.830,4.586,3.935,4.039,4.190,3.998,3.958,3.902,3.741,3.956,3.333,3.420,2.978,2.578,2.614,2.629,2.462,2.253,2.151,1.943,1.841,2.046,1.670,1.712,1.756,1.528,1.511,1.712,2.255,6.738,13.804,9.805,3.456,1.570,1.158,1.402,1.488,3.480,6.630,4.213,
545,42.834,17.888,10.523,118.522,216.514,63.404,24.691,122.734,1443.109,971.813,44.735,6.066,5.670,5.464,5.232,4.336,3.848,3.877,3.360,3.875,3.704,3.694,3.387,3.238,3.387,3.175,3.031,2.759,2.697,2.319,2.194,2.488,2.015,2.168,1.735,1.772,1.795,1.500,1.743,1.827,1.681,1.646,1.784,1.951,2.967,8.540,12.477,7.206,2.416,1.329,1.195,1.333,1.505,4.046,6.622,
550,60.561,27.829,11.725,46.700,214.520,141.074,23.331,25.466,627.894,1552.497,320.657,6.854,5.544,4.689,3.509,4.182,3.571,3.813,3.112,3.440,3.186,3.490,3.097,2.892,3.033,2.716,2.632,2.731,2.352,2.073,2.068,2.198,2.266,2.161,2.028,1.758,1.684,1.508,1.574,1.728,1.563,1.644,1.725,2.051,2.084,3.812,10.334,10.579,4.909,1.930,1.245,1.111,1.171,1.836,4.879,
555,80.123,33.522,14.020,15.089,143.680,228.647,41.827,26.384,114.536,1360.283,953.542,36.865,4.838,4.125,4.129,3.320,3.266,3.019,2.893,2.802,2.830,2.663,2.662,2.817,2.663,2.759,2.395,2.317,2.206,2.105,2.065,1.993,2.148,2.124,1.856,1.731,1.790,1.688,1.604,1.559,1.794,1.601,1.675,1.827,1.944,2.213,5.296,10.215,8.427,3.413,1.380,1.207,1.065,1.119,2.089,
560,93.119,41.358,12.136,14.163,66.800,261.030,100.261,30.075,31.805,603.515,1459.089,299.449,6.043,4.326,4.211,2.712,3.115,3.079,2.915,2.851,2.894,2.634,2.304,2.697,2.363,2.128,2.364,2.063,2.123,1.927,1.776,2.087,2.188,2.054,1.907,1.832,1.657,1.704,1.732,1.660,1.782,1.803,1.844,2.101,1.978,2.073,2.637,6.550,9.804,6.717,2.373,1.192,1.036,1.061,1.307,
565,116.697,45.395,10.341,8.435,27.060,197.799,186.871,42.993,33.359,123.713,1204.643,879.713,33.835,3.777,3.402,2.632,2.345,2.584,2.143,2.254,2.388,2.803,2.249,2.422,2.299,1.995,2.023,1.814,1.653,1.651,1.832,2.088,2.335,2.216,1.986,1.692,1.682,1.524,1.666,1.748,1.738,1.847,1.991,2.058,2.071,2.230,2.302,3.132,6.911,8.979,4.350,1.637,1.075,1.091,1.195,
570,129.151,54.299,15.209,10.778,18.569,110.418,253.177,85.339,44.187,42.712,516.149,1346.279,287.385,4.275,3.057,2.827,2.508,2.471,2.094,2.430,2.303,2.588,2.128,1.889,2.137,1.822,1.750,1.699,1.500,1.713,1.789,2.177,2.374,2.369,2.099,1.704,1.585,1.779,1.731,1.713,1.853,1.779,1.992,2.232,2.386,2.238,2.233,2.053,3.327,7.532,6.840,3.122,1.254,1.167,0.984,
575,145.833,48.671,15.669,11.881,16.320,49.316,235.484,161.306,57.821,51.058,109.251,1139.324,828.626,42.696,3.191,2.546,2.543,2.057,1.953,2.041,2.016,1.794,1.742,1.833,1.612,1.884,1.588,1.757,1.564,1.454,1.634,2.124,2.115,2.320,2.024,1.854,1.660,1.693,1.697,1.645,1.901,1.918,2.056,2.437,2.478,2.255,2.333,1.974,1.818,3.962,7.391,5.444,2.164,1.152,1.006,
580,159.496,48.737,14.636,12.568,15.557,34.700,162.320,223.848,88.787,59.802,50.652,477.703,1277.833,312.155,4.094,1.833,1.600,2.362,1.749,1.602,2.291,1.910,1.641,1.709,1.437,1.551,1.422,1.458,1.364,1.302,1.494,2.352,2.563,2.173,2.072,1.773,1.620,1.465,1.755,1.845,1.781,1.733,1.937,2.330,2.388,2.356,2.203,1.958,1.502,1.857,4.943,6.511,3.923,1.612,1.093,
585,155.802,54.144,15.458,10.038,15.780,28.899,87.584,237.177,141.976,67.848,56.402,98.928,1050.292,840.192,34.250,1.914,1.947,2.212,1.910,1.750,1.863,1.893,1.757,1.479,1.488,1.407,1.161,1.437,1.312,1.187,1.445,1.931,2.512,2.691,2.141,1.835,1.616,1.425,1.584,1.769,1.785,1.819,2.130,2.494,2.480,2.368,2.100,1.724,1.382,1.216,2.383,5.318,5.396,2.983,1.374,
590,140.237,53.552,13.511,11.698,16.856,33.473,58.250,182.845,194.651,81.241,61.082,40.475,455.356,1322.500,236.613,1.978,2.096,1.761,1.921,1.875,1.830,1.385,1.528,1.496,1.485,1.474,1.318,1.463,1.213,1.248,1.455,1.795,2.722,2.954,2.023,1.572,1.618,1.528,1.482,1.726,1.729,1.909,1.910,2.233,2.327,2.370,2.178,1.716,1.319,1.202,1.385,2.934,5.587,4.643,2.164,
595,148.976,56.020,16.159,11.780,13.662,31.181,47.606,118.136,225.870,105.118,62.861,39.646,82.337,1151.260,673.501,27.604,2.000,1.731,1.727,1.962,1.672,1.512,1.594,1.244,1.179,1.127,1.352,1.250,1.031,1.157,1.303,1.667,2.270,2.888,2.432,1.594,1.369,1.501,1.414,1.331,1.767,1.936,1.924,2.333,2.353,2.263,2.011,1.590,1.197,1.137,1.078,1.385,3.673,5.244,3.433,
600,133.287,51.229,13.958,11.464,17.697,29.279,45.830,73.559,195.326,152.699,65.581,40.516,18.890,556.584,1065.290,216.842,2.412,1.695,1.734,1.412,1.870,1.553,1.516,1.471,1.471,1.415,1.152,1.104,0.969,0.897,1.165,1.491,2.031,2.356,2.850,1.774,1.439,1.459,1.409,1.576,1.443,1.802,1.890,2.034,2.135,2.140,1.918,1.533,1.156,1.111,0.929,1.042,1.813,4.037,4.469,
605,124.717,46.327,14.321,10.907,14.737,29.366,42.923,56.940,133.236,185.492,79.727,38.169,16.393,67.650,863.256,594.138,29.419,2.097,1.422,1.377,1.254,1.378,1.253,1.371,1.230,1.356,1.132,1.033,0.846,0.914,1.189,1.330,1.837,1.923,2.164,2.541,1.450,1.301,1.149,1.486,1.623,1.665,1.704,2.073,2.072,1.883,1.906,1.473,1.070,0.870,0.912,0.978,1.166,2.214,4.428,
610,109.124,40.101,11.257,6.499,10.988,25.283,40.136,54.883,85.831,179.665,110.763,36.805,15.100,9.586,387.932,877.288,195.064,2.283,1.541,1.467,1.691,1.361,1.306,1.159,0.904,1.206,0.885,0.909,0.960,0.890,1.021,1.429,1.584,1.777,1.705,2.413,2.046,1.257,1.184,1.148,1.412,1.450,1.619,1.850,1.804,1.940,1.685,1.374,1.043,0.810,0.955,0.819,0.851,1.111,2.752,
615,97.963,33.868,11.877,9.545,12.646,24.827,34.507,46.223,60.490,134.126,141.317,44.001,13.572,7.504,50.983,699.143,540.326,21.159,1.567,1.448,1.646,1.418,1.026,1.128,1.020,1.183,0.882,0.892,0.955,0.936,0.945,1.333,1.365,1.484,1.325,1.736,2.226,1.485,1.192,1.114,1.370,1.426,1.614,1.721,1.671,1.757,1.618,1.209,1.021,0.932,0.872,0.673,0.831,0.894,1.431,
620,78.640,33.308,11.960,8.411,12.385,17.586,30.100,39.452,50.646,84.167,149.085,63.711,13.695,7.810,6.950,267.420,769.407,170.228,1.995,1.338,1.537,1.094,1.069,1.144,1.059,1.082,1.027,0.839,0.735,0.916,1.038,1.002,1.331,1.609,1.262,0.985,1.871,2.362,1.214,1.320,1.130,1.306,1.366,1.700,1.455,1.332,1.482,1.107,0.917,0.849,0.734,0.715,0.758,0.752,1.022,
625,75.712,25.089,5.994,9.977,11.236,18.496,26.163,35.689,45.848,54.985,119.733,94.872,15.918,7.125,5.945,41.491,584.576,458.822,20.941,1.026,1.439,0.831,1.387,1.236,0.919,0.830,0.882,0.653,0.902,0.910,0.932,1.032,1.349,1.522,1.377,0.920,1.096,2.091,2.000,1.315,1.024,1.211,1.243,1.379,1.456,1.412,1.336,1.000,0.861,0.684,0.866,0.731,0.697,0.710,0.865,
630,62.056,26.692,8.312,8.419,9.854,18.258,24.562,32.232,37.383,41.263,79.892,113.980,29.244,6.932,4.775,5.998,228.726,667.422,132.614,1.756,1.197,0.868,1.211,1.241,0.777,0.964,1.029,0.760,0.722,0.678,0.854,0.944,1.335,1.257,1.116,1.002,0.954,1.402,2.326,1.500,1.084,1.016,1.190,1.233,1.236,1.319,1.189,1.035,0.716,0.708,0.873,0.668,0.876,0.688,0.859,
635,59.086,22.792,7.087,7.871,10.452,14.766,19.900,25.455,34.753,36.786,45.050,102.589,54.640,8.411,5.096,4.605,32.677,549.205,369.860,18.032,1.227,1.112,1.271,1.106,0.877,0.956,0.788,0.676,0.717,0.622,0.828,0.804,0.850,1.340,1.034,0.865,0.835,0.892,1.653,2.245,1.160,1.161,1.177,1.141,1.290,1.210,1.174,0.891,0.848,0.819,0.777,0.783,0.735,0.560,0.847,
640,54.440,23.579,8.757,7.969,10.576,13.646,16.825,25.065,30.735,33.147,33.507,70.953,82.224,18.232,5.159,4.495,5.423,258.403,533.866,125.285,1.765,1.175,1.039,1.036,0.866,1.015,0.708,0.824,0.948,0.786,0.781,0.993,0.983,1.312,1.162,0.915,0.921,0.805,1.032,2.063,1.864,1.185,1.141,1.203,1.295,1.180,1.209,0.953,0.808,0.775,0.711,0.605,0.745,0.687,0.778,
645,75.753,21.561,10.650,9.612,10.555,15.525,20.796,24.917,29.850,31.229,30.657,45.304,90.841,38.968,6.050,4.798,4.781,45.225,434.732,343.631,16.488,1.144,0.976,0.892,0.928,0.739,0.785,0.818,0.775,0.927,0.637,0.774,1.002,1.039,1.275,0.927,1.071,0.910,0.922,1.351,2.310,1.500,1.143,1.247,1.337,1.460,1.306,1.005,0.833,0.758,0.746,0.583,0.704,0.663,0.745,
650,73.524,32.319,10.725,9.555,12.110,16.004,18.560,24.779,28.533,30.504,29.737,29.308,74.985,63.666,10.886,5.313,4.880,5.271,194.395,499.215,109.509,1.786,0.964,0.847,0.766,0.760,0.768,0.835,0.765,0.761,0.753,0.806,0.855,0.934,0.969,1.110,0.844,0.983,0.962,0.929,1.637,2.255,1.321,1.257,1.392,1.433,1.321,1.044,0.805,0.766,0.799,0.672,0.766,0.763,0.767,
655,80.271,40.753,17.933,10.069,6.929,13.227,17.710,22.516,28.252,29.946,28.960,25.743,47.673,77.671,23.660,5.650,5.187,4.528,34.913,388.005,301.312,14.681,0.738,1.216,0.829,0.653,0.799,0.702,0.905,0.697,0.715,0.629,0.874,0.794,0.940,1.005,0.943,0.873,0.879,0.911,1.006,2.224,1.924,1.318,1.413,1.216,1.362,0.993,0.960,0.790,0.798,0.709,0.743,0.767,0.739,
660,85.257,43.353,19.290,14.801,8.391,14.417,17.085,22.681,25.646,28.060,28.702,25.574,29.616,71.131,44.172,7.864,6.201,5.463,5.709,155.739,428.053,96.481,1.301,0.745,0.925,0.610,0.537,0.771,0.768,0.681,0.750,0.694,0.952,0.867,0.705,0.917,1.053,0.861,0.923,0.889,1.069,1.292,2.445,1.805,1.191,1.435,1.324,1.032,0.904,0.852,0.957,0.720,0.803,0.659,0.770,
665,89.266,47.116,23.261,15.200,12.113,13.877,16.020,21.997,25.679,27.850,28.157,25.949,22.242,51.368,61.243,16.353,7.082,6.222,5.199,24.719,340.771,247.328,11.847,0.633,0.591,0.670,0.433,0.684,0.713,0.676,0.593,0.702,0.819,0.876,0.851,0.643,0.973,1.010,0.871,0.814,0.785,0.985,1.890,2.570,1.608,1.504,1.266,1.182,1.021,0.889,0.897,0.807,0.813,0.729,0.724,
670,92.867,51.515,28.109,18.133,13.106,12.191,16.361,19.602,26.874,26.511,28.774,27.368,21.309,32.004,67.243,31.013,8.458,6.644,6.151,6.103,138.242,345.266,79.780,0.897,0.638,0.563,0.789,0.756,0.804,0.619,0.644,0.519,0.761,0.809,0.846,0.724,0.898,1.050,0.928,0.977,1.036,0.964,1.305,2.453,2.211,1.494,1.387,1.237,1.064,0.924,0.989,0.853,0.788,0.835,0.684,
675,116.229,58.279,27.854,19.627,15.911,15.606,18.522,22.156,27.230,26.895,29.122,27.595,23.057,22.269,54.339,48.873,12.249,7.268,6.059,5.310,24.357,275.484,209.379,10.250,0.548,0.560,0.610,0.731,0.784,0.725,0.530,0.685,0.605,0.794,0.760,0.784,0.786,0.986,0.996,0.917,0.965,0.899,1.208,1.663,2.692,1.943,1.414,1.263,1.128,1.108,0.897,0.852,0.867,0.758,0.832,
680,146.527,55.365,31.078,18.168,15.110,16.934,20.527,21.984,23.859,25.693,28.658,27.549,23.458,18.564,35.122,57.143,22.142,7.354,6.388,5.550,5.264,112.647,311.231,66.383,0.972,0.666,0.826,0.788,0.768,0.503,0.723,0.650,0.596,0.758,0.887,0.666,0.955,0.773,1.010,1.159,0.973,1.022,1.129,1.386,2.116,2.772,1.753,1.260,1.106,0.989,0.993,0.943,0.876,0.793,0.785,
685,169.188,54.899,34.151,17.443,14.969,16.879,17.675,19.761,23.781,23.975,26.607,26.074,22.387,19.291,20.080,51.144,34.346,8.391,6.245,5.482,4.345,19.803,249.046,182.728,11.125,0.731,0.888,0.695,0.657,0.686,0.576,0.758,0.576,0.633,0.683,0.830,0.799,0.841,0.956,0.991,0.958,0.991,1.045,1.126,1.407,2.550,2.366,1.322,1.166,1.135,1.119,0.890,0.864,0.811,0.787,
690,197.247,60.109,33.466,17.204,14.207,13.259,15.690,17.470,19.750,22.704,24.559,23.200,19.689,17.685,14.102,35.945,45.461,12.451,5.763,5.149,4.302,3.586,106.417,271.642,63.507,1.224,0.732,0.653,0.641,0.639,0.440,0.638,0.783,0.632,0.669,0.704,0.750,0.937,0.805,0.930,0.916,1.024,1.073,1.119,1.168,1.808,2.793,1.737,1.126,1.059,1.019,0.781,0.825,0.668,0.799,
695,177.094,84.572,26.026,17.624,11.255,13.997,13.036,17.468,19.612,20.365,22.420,21.267,19.424,17.470,13.109,20.895,45.279,20.323,6.220,5.609,3.894,3.071,19.954,229.041,167.173,10.930,0.699,0.870,0.735,0.551,0.703,0.761,0.596,0.694,0.833,0.653,0.665,0.920,0.806,0.823,0.963,1.208,1.070,1.065,1.148,1.274,2.225,2.467,1.271,1.064,1.120,0.773,0.841,0.745,0.737,
700,156.826,106.189,34.514,17.761,9.663,9.987,13.351,15.825,16.225,17.703,21.007,20.832,17.356,14.791,12.259,12.554,35.146,32.022,8.559,4.828,4.413,2.633,2.871,102.956,239.908,59.122,1.120,0.669,0.886,0.646,0.609,0.738,0.780,0.633,0.874,0.574,0.717,0.818,0.698,0.797,1.030,1.024,1.003,1.057,1.175,1.224,1.430,2.201,1.821,1.059,0.904,0.811,0.868,0.817,0.678,
