525,14.227,75.022,262.803,108.700,27.699,148.022,3990.297,2632.112,96.534,13.308,14.305,13.632,13.270,14.031,14.175,11.658,9.634,7.733,7.254,6.834,7.099,6.805,7.610,6.966,6.729,6.674,6.542,5.792,5.384,5.464,5.046,4.651,4.344,3.387,3.224,3.195,3.257,2.837,2.634,2.721,2.965,3.473,10.801,18.735,12.087,4.173,1.836,1.685,1.709,2.500,5.522,5.824,2.486,1.648,1.894,
530,8.480,32.035,188.852,189.114,35.520,32.384,1616.351,3949.114,704.841,15.048,13.631,11.548,11.729,13.047,11.845,10.035,8.724,7.242,6.059,6.005,6.569,5.827,6.438,6.117,6.073,5.892,6.010,5.388,5.133,4.662,4.051,4.423,3.826,3.471,3.002,2.897,2.855,2.645,2.742,2.457,2.595,2.677,4.378,13.014,16.488,8.680,2.687,1.645,1.584,1.736,2.783,5.879,5.349,2.156,1.603,
535,15.289,19.158,88.888,244.141,76.838,26.846,256.557,3136.837,1947.904,62.558,12.636,10.750,10.655,11.298,10.288,10.306,7.988,6.476,5.840,6.015,6.238,5.862,6.325,5.523,5.313,5.039,5.111,4.825,4.429,4.371,3.875,4.126,3.711,3.336,3.052,2.598,2.645,2.456,2.657,2.327,2.269,2.489,2.580,5.708,14.272,13.777,5.671,1.975,1.508,1.462,1.710,3.110,6.294,4.480,2.007,
540,22.681,18.275,29.714,212.621,151.208,28.968,36.211,1034.562,2966.957,469.315,11.702,10.555,9.979,9.692,9.264,8.408,7.262,6.359,5.314,4.949,5.713,5.050,5.877,5.261,5.138,4.769,4.520,4.530,4.235,3.946,3.547,3.664,3.537,2.960,2.748,2.550,2.721,2.515,2.444,2.297,2.250,2.170,2.215,2.812,7.018,13.946,9.974,3.577,1.575,1.301,1.534,1.632,3.672,6.382,4.343,
545,38.375,23.209,14.885,118.678,218.001,67.993,29.364,147.449,2509.466,1591.040,80.212,9.758,9.968,8.839,9.893,7.744,6.291,5.263,4.824,4.481,4.843,4.705,5.272,4.399,4.555,4.319,4.488,3.963,3.822,3.528,3.437,3.517,3.160,2.903,2.882,2.607,2.492,2.503,2.469,2.435,2.229,2.201,2.125,2.340,3.112,8.667,12.882,7.419,2.628,1.372,1.381,1.493,1.859,3.966,6.784,
550,50.665,30.865,13.937,49.047,212.060,143.511,28.841,30.269,1143.582,2588.102,603.642,10.180,7.809,8.115,7.595,6.179,5.992,4.963,4.337,4.229,4.904,4.348,4.624,4.185,4.158,3.851,4.323,3.631,3.587,3.229,3.097,3.390,3.363,2.914,2.736,2.653,2.330,2.396,2.374,2.455,2.233,2.120,2.009,2.126,2.256,4.139,10.266,10.681,5.134,1.960,1.484,1.182,1.379,1.754,4.973,
555,65.589,35.567,15.485,18.932,145.124,229.518,50.671,32.076,199.250,2331.613,1841.717,63.953,8.075,7.272,7.297,5.726,5.154,4.424,3.881,3.797,4.505,4.223,4.098,4.003,3.906,3.514,3.625,3.410,3.355,3.113,2.818,3.106,2.968,2.791,2.598,2.443,2.371,2.375,2.300,2.073,2.235,2.252,2.169,2.075,2.244,2.588,5.281,10.859,8.839,3.677,1.536,1.116,1.225,1.387,2.121,
560,83.177,33.214,13.692,16.148,65.105,251.728,108.577,37.937,41.814,937.385,2892.493,907.656,9.609,6.764,6.129,5.255,4.856,3.898,3.708,3.784,4.119,3.484,3.900,3.432,3.502,3.307,3.432,3.113,2.982,2.582,2.740,2.792,3.124,3.021,2.618,2.377,2.396,2.349,2.253,2.123,2.301,2.168,2.233,2.177,2.277,2.329,2.736,6.467,9.867,6.706,2.532,1.314,1.091,1.168,1.471,
565,109.262,43.852,17.756,14.282,30.004,204.206,195.158,58.221,53.073,216.795,2505.050,2569.733,96.815,7.285,6.338,4.827,4.443,3.755,3.363,3.440,3.774,3.485,3.537,3.336,3.031,2.715,3.230,2.669,2.609,2.476,2.460,2.903,2.998,2.979,2.666,2.594,2.398,2.307,2.116,2.371,2.295,2.300,2.414,2.455,2.220,2.567,2.543,3.198,7.337,8.822,4.635,1.782,1.105,1.221,1.450,
570,156.983,59.574,19.791,17.476,25.737,119.284,262.291,110.171,78.866,83.602,1186.925,3521.165,710.547,8.771,6.084,3.657,3.769,3.380,3.237,3.293,3.659,3.104,3.001,3.045,2.813,2.814,2.840,2.502,2.433,2.416,2.464,2.820,3.164,3.339,2.896,2.633,2.401,2.273,2.220,2.325,2.544,2.554,2.521,2.656,2.730,2.650,2.570,2.390,3.616,7.626,7.059,3.426,1.310,1.261,1.300,
575,188.436,68.361,20.742,16.998,24.037,69.239,259.363,197.636,114.186,110.516,248.653,2330.903,1879.423,79.987,5.333,4.165,3.998,3.477,2.866,3.032,3.420,3.011,3.233,2.740,3.012,2.505,2.615,2.291,2.387,1.944,2.189,2.818,3.228,3.341,2.865,2.414,2.334,2.446,2.482,2.439,2.528,2.708,2.883,3.066,3.048,3.189,2.859,2.354,2.179,4.380,7.397,5.477,2.313,1.291,1.323,
580,242.963,84.626,26.492,16.591,28.462,59.109,196.712,280.882,161.810,141.509,124.402,852.458,2696.151,539.702,8.785,3.510,3.912,3.067,2.749,2.790,3.471,2.598,3.027,2.493,2.496,2.501,2.555,2.090,2.144,1.877,2.059,3.105,3.409,3.546,3.146,2.519,2.306,2.486,2.732,2.511,2.716,2.873,2.875,3.327,3.348,3.501,3.099,2.444,1.949,2.226,5.294,6.813,3.964,1.804,1.403,
585,267.744,89.203,29.470,19.045,29.290,61.639,138.613,294.681,227.842,165.591,138.433,193.836,2001.316,1345.425,95.743,4.346,3.493,3.250,2.772,2.533,3.026,2.747,2.883,2.530,2.212,2.031,2.270,1.944,1.917,1.745,2.090,2.922,3.880,3.647,3.051,2.569,2.193,2.353,2.292,2.499,2.614,2.955,3.224,3.722,3.635,3.746,3.219,2.552,1.881,1.718,2.649,5.458,5.592,3.057,1.754,
590,270.838,95.245,28.633,20.193,31.021,63.746,108.099,253.719,292.826,185.716,154.857,95.322,811.815,1883.691,640.298,4.647,3.387,2.761,2.131,2.649,2.558,2.206,2.626,1.980,1.997,1.977,1.990,2.058,1.575,1.781,1.848,2.862,3.659,4.194,3.149,2.668,2.342,2.337,2.439,2.412,2.654,3.131,3.301,3.704,3.730,3.896,3.310,2.590,1.840,1.554,1.445,3.345,5.749,4.600,2.455,
595,266.256,98.107,29.633,20.923,33.876,61.541,104.804,188.866,325.037,218.133,160.761,97.707,139.777,1449.755,1765.044,58.998,3.670,2.510,2.241,2.476,2.439,1.972,2.383,2.053,1.989,2.110,1.923,1.782,1.736,1.583,1.670,2.615,3.556,4.203,3.528,2.646,2.114,2.284,2.176,2.504,2.635,2.866,3.286,3.586,3.651,3.835,3.315,2.435,1.740,1.415,1.223,1.657,4.069,5.222,3.948,
600,269.289,93.407,30.063,17.732,30.932,60.981,102.926,151.996,296.015,263.417,163.531,98.652,37.116,536.642,2558.774,436.166,4.758,2.402,2.291,2.158,2.377,2.394,2.329,1.931,1.995,1.395,1.844,1.766,1.437,1.472,1.743,2.437,2.922,3.449,3.638,2.675,1.992,2.114,2.173,2.324,2.450,2.712,3.122,3.540,3.520,3.691,3.298,2.276,1.675,1.402,1.201,1.162,2.162,4.310,5.037,
605,251.258,89.621,26.586,20.604,31.500,58.209,99.257,137.388,232.171,293.025,176.764,95.202,34.372,77.598,2003.443,1179.164,79.806,2.779,2.162,2.620,2.420,2.157,2.399,1.914,1.861,1.382,1.654,1.567,1.445,1.490,1.598,2.335,2.991,3.108,3.389,3.157,2.261,1.933,1.976,2.257,2.467,2.533,2.954,3.399,3.420,3.574,3.134,2.262,1.663,1.334,1.138,1.170,1.227,2.576,4.653,
610,235.176,81.675,27.005,17.967,29.963,56.105,95.793,123.246,175.874,281.323,200.094,94.023,33.435,14.835,750.396,1745.845,585.207,3.826,1.987,2.193,1.871,2.027,2.228,1.887,1.582,1.583,1.676,1.421,1.155,1.404,1.650,2.216,2.970,2.923,2.670,2.966,2.604,1.886,1.864,2.080,2.353,2.535,2.766,3.230,3.211,3.343,2.850,2.209,1.565,1.239,1.195,1.145,0.941,1.490,3.166,
615,212.698,78.799,25.258,18.209,29.213,50.548,85.093,114.410,150.393,233.374,226.535,96.385,32.297,13.651,109.040,1383.005,1448.477,46.523,2.061,1.685,2.284,2.019,2.241,1.790,1.896,1.312,1.550,1.414,1.319,1.427,1.498,1.927,2.464,2.620,2.307,2.199,2.963,2.055,1.889,1.893,2.065,2.348,2.670,2.900,2.955,3.060,2.717,2.050,1.460,1.183,1.029,0.988,1.038,1.153,1.776,
620,189.075,64.406,22.480,13.640,27.950,48.570,78.170,100.903,131.229,173.204,226.528,116.879,32.687,12.743,10.839,644.048,2054.698,349.239,2.638,2.055,2.027,1.930,1.908,1.744,1.759,1.518,1.686,1.279,1.142,1.297,1.279,1.941,2.098,2.527,2.132,1.816,2.402,2.860,1.953,1.952,1.870,2.122,2.459,2.636,2.822,2.774,2.450,1.847,1.309,1.190,1.092,1.008,0.991,1.170,1.255,
625,157.821,66.008,24.096,17.619,25.318,44.755,72.443,87.859,119.248,137.150,192.991,140.897,37.299,13.643,8.596,117.153,1634.284,1007.060,30.157,1.729,1.975,1.724,2.430,1.173,1.625,1.301,1.396,1.228,1.188,1.212,1.328,1.939,2.171,2.391,1.965,1.670,1.662,2.698,2.560,1.694,1.829,1.969,2.289,2.491,2.601,2.432,2.187,1.647,1.271,1.173,0.936,0.908,0.803,1.065,1.114,
630,149.046,50.482,21.892,15.950,25.337,45.879,67.051,83.853,107.165,117.922,142.918,161.252,51.096,14.452,9.467,8.560,723.281,1531.030,205.055,2.317,2.092,1.947,2.157,1.513,1.159,1.262,1.469,1.469,1.148,1.315,1.384,1.591,2.006,2.197,1.911,1.518,1.454,1.893,2.722,2.114,1.822,1.951,2.069,2.240,2.406,2.291,2.037,1.468,1.288,1.207,0.945,0.937,0.769,0.965,1.171,
635,132.174,52.625,17.882,12.937,22.356,39.579,63.483,75.850,97.417,105.017,110.001,146.403,77.972,18.197,10.008,7.129,95.322,1317.686,565.516,29.005,1.808,1.655,1.925,1.518,1.475,1.104,1.440,1.110,1.184,1.228,1.206,1.348,1.780,2.090,1.774,1.470,1.473,1.421,2.272,2.790,1.860,1.918,1.966,2.123,2.250,2.192,2.056,1.495,1.239,1.156,0.967,0.957,0.922,0.956,1.091,
640,133.922,50.383,20.706,20.635,24.507,43.210,60.788,77.801,92.926,99.792,94.414,117.914,106.473,31.504,11.147,7.419,7.575,557.061,835.659,197.780,2.916,1.789,1.965,1.394,1.301,1.079,1.159,1.017,0.982,1.289,1.245,1.407,1.564,1.942,1.897,1.427,1.260,1.357,1.568,2.670,2.637,1.904,2.066,2.097,2.224,2.281,2.024,1.505,1.163,1.118,0.998,0.978,0.892,0.973,1.154,
645,168.950,55.875,20.724,20.255,27.090,42.192,65.497,76.333,94.209,99.011,93.081,93.909,118.807,52.019,12.561,8.053,6.892,90.743,654.700,614.440,35.984,2.015,1.727,1.238,1.486,1.261,1.227,1.239,1.117,1.165,0.952,1.301,1.610,1.675,1.772,1.516,1.162,1.474,1.318,2.034,3.256,2.414,2.076,2.284,2.486,2.503,2.293,1.649,1.179,1.130,0.923,0.968,0.940,0.986,1.148,
650,180.843,62.343,23.879,21.383,26.531,46.754,60.689,76.194,91.331,97.577,92.392,81.227,105.597,78.504,17.552,8.563,7.086,8.891,292.555,972.174,226.473,2.633,1.739,1.401,1.259,1.182,1.419,1.141,0.988,1.118,1.045,1.229,1.434,1.498,1.412,1.548,1.328,1.362,1.475,1.652,2.437,3.204,2.236,2.339,2.474,2.509,2.385,1.710,1.197,1.009,1.010,1.092,0.917,0.995,1.235,
655,177.842,64.305,28.104,24.087,28.476,48.933,65.682,77.756,90.914,96.862,93.265,78.530,83.059,94.514,31.642,9.529,8.267,6.127,42.845,883.662,665.555,31.428,2.111,1.243,1.193,1.012,1.124,0.994,0.985,1.004,1.013,1.255,1.564,1.693,1.499,1.517,1.444,1.273,1.374,1.443,1.769,3.000,3.009,2.326,2.404,2.376,2.337,1.752,1.328,1.194,1.067,1.111,0.932,1.139,1.182,
660,163.488,72.462,31.648,26.569,28.985,48.962,66.811,75.223,90.644,96.333,94.671,79.971,65.196,89.098,50.141,11.968,8.141,6.674,6.298,400.334,1005.641,231.647,5.661,1.344,1.521,1.199,1.090,1.088,1.091,1.076,1.078,1.074,1.284,1.308,1.261,1.389,1.537,1.411,1.318,1.394,1.566,2.052,3.668,2.799,2.408,2.461,2.167,1.613,1.271,1.154,0.976,1.091,0.942,1.074,1.205,
665,156.489,76.577,32.960,28.593,32.997,50.151,66.624,77.844,93.588,98.050,95.700,82.100,62.357,68.306,69.459,20.204,8.966,7.565,6.229,91.041,803.175,604.789,109.660,1.324,1.208,1.045,1.082,1.082,1.190,0.921,1.062,1.139,1.317,1.491,1.496,1.172,1.453,1.361,1.155,1.319,1.670,1.944,2.743,3.713,2.534,2.426,2.247,1.615,1.300,1.138,1.093,1.093,0.932,0.980,1.099,
670,169.694,76.919,34.828,30.086,34.696,51.861,68.797,80.272,93.933,100.418,96.394,86.828,63.879,52.361,75.703,33.389,10.396,8.244,6.431,7.708,326.727,911.446,535.410,2.061,1.154,1.143,1.038,1.084,1.140,1.027,1.106,1.199,1.395,1.349,1.105,1.171,1.310,1.420,1.329,1.426,1.598,1.789,2.227,3.618,3.554,2.670,2.240,1.669,1.312,1.276,1.061,1.113,0.989,0.995,1.139,
675,207.990,77.114,37.938,29.351,35.271,51.276,72.358,81.807,94.478,100.026,100.657,87.111,66.978,42.343,60.806,49.817,13.171,8.063,6.854,6.067,40.693,774.951,1050.611,19.092,1.185,1.024,0.910,1.121,1.002,1.040,1.066,1.051,1.470,1.238,1.286,1.214,1.269,1.460,1.466,1.542,1.761,1.725,2.033,2.769,3.840,3.119,2.444,1.742,1.385,1.072,1.109,1.149,1.138,1.112,1.190,
680,234.499,75.928,38.696,31.127,36.899,53.465,70.842,80.019,94.506,97.845,98.775,87.144,67.361,39.621,42.646,59.113,22.924,8.921,6.749,5.823,5.584,347.283,1188.005,136.788,2.264,1.152,1.090,1.325,0.946,0.945,1.024,1.143,1.153,1.284,1.199,1.335,1.215,1.188,1.597,1.487,1.564,1.834,1.988,2.391,3.325,4.059,2.486,1.684,1.287,1.234,1.202,1.122,1.122,0.964,1.168,
685,273.190,82.057,41.547,31.905,33.615,52.185,68.272,77.489,89.284,93.671,93.542,84.742,65.500,39.233,27.756,51.639,36.391,9.193,6.197,5.870,4.131,51.151,651.835,373.046,25.650,1.103,1.085,1.093,1.021,0.981,0.959,1.027,1.173,1.124,1.113,1.135,1.178,1.318,1.483,1.638,1.514,1.781,1.819,2.079,2.332,3.885,3.346,1.671,1.371,1.083,1.002,1.124,0.908,1.111,1.230,
690,293.488,95.639,37.451,29.476,31.371,48.272,66.212,72.675,84.716,86.937,87.257,82.688,62.565,37.517,21.155,36.690,46.024,14.092,6.048,5.342,3.738,4.075,213.626,531.478,145.379,1.424,0.986,1.247,0.871,1.040,0.902,1.184,0.938,1.058,1.170,1.065,1.036,1.249,1.149,1.526,1.749,1.585,1.847,1.902,2.031,2.651,3.642,2.046,1.279,1.158,1.206,1.099,1.105,1.102,1.334,
695,297.568,117.945,32.641,28.543,29.952,43.849,62.227,68.265,78.802,82.350,82.754,77.694,59.195,34.701,18.973,21.315,46.163,21.949,6.186,5.031,3.766,3.241,28.609,444.746,394.275,13.724,0.995,1.069,0.898,0.971,1.045,0.920,1.075,1.124,1.180,1.186,1.264,1.041,1.173,1.263,1.505,1.595,1.698,1.906,1.997,2.196,2.835,2.994,1.453,1.150,1.062,1.185,1.086,0.914,1.096,
700,228.555,154.923,32.938,24.693,31.142,43.250,55.851,66.413,73.345,78.875,75.942,71.878,55.069,34.132,17.989,13.702,34.951,30.704,8.699,5.058,3.990,3.263,3.715,203.252,600.818,91.909,1.834,1.288,0.918,1.020,0.932,1.093,1.173,1.141,1.058,0.955,1.168,1.117,1.236,1.233,1.642,1.592,1.612,1.753,1.962,1.821,1.905,2.667,2.348,1.279,1.021,1.070,1.039,1.068,1.043,
