525,68.130,130.384,320.279,160.975,73.965,185.996,1950.867,1344.838,120.267,58.591,55.630,54.977,53.939,53.117,49.941,45.989,45.303,43.635,41.340,40.452,38.979,37.049,35.278,33.613,31.336,29.022,27.537,26.190,24.516,23.328,21.250,19.265,16.507,14.359,13.122,12.327,12.246,12.356,11.800,11.923,11.742,12.032,18.210,25.663,18.380,10.107,7.460,6.779,6.107,6.479,9.250,9.035,5.268,3.999,3.903,
530,62.339,74.049,241.201,247.394,76.275,79.627,953.569,2035.767,560.882,54.557,49.631,49.615,47.784,47.844,45.020,42.766,41.624,40.015,38.030,36.633,35.226,34.237,32.192,30.105,28.251,26.190,24.138,23.479,21.943,20.891,19.270,17.391,15.495,13.643,12.305,11.386,11.492,11.768,11.529,11.209,10.995,10.806,11.456,19.244,23.049,14.217,8.241,6.672,6.043,5.786,6.610,9.428,8.281,4.720,3.978,
535,65.053,62.125,134.241,291.240,115.755,74.422,209.304,1692.696,1718.824,94.816,47.219,45.313,44.185,42.897,40.700,39.508,37.714,35.294,34.319,33.345,32.669,30.267,28.781,27.316,25.749,23.955,22.917,21.313,19.775,19.426,17.488,16.138,14.328,12.200,11.077,10.780,10.501,10.567,11.044,10.593,10.118,9.689,9.802,12.103,20.474,19.446,10.845,7.036,6.086,5.736,5.484,6.410,9.266,7.383,4.183,
540,49.656,50.879,70.376,248.704,191.048,70.758,69.638,732.176,2635.964,435.916,44.682,41.394,41.125,38.890,37.108,34.929,33.650,32.196,30.898,29.900,29.175,27.742,25.395,24.632,22.756,21.389,20.519,18.868,18.269,17.213,16.178,15.061,12.766,11.355,10.272,10.073,9.931,9.577,10.029,10.024,9.561,9.089,8.824,9.043,12.923,19.285,15.403,8.431,5.842,5.544,5.116,5.049,6.564,9.099,6.574,
545,51.604,44.914,46.068,149.089,248.957,102.331,58.524,157.437,2225.167,1282.379,78.188,38.378,37.246,35.407,33.440,32.242,29.677,29.094,27.810,26.560,25.715,24.104,23.096,21.919,21.056,19.869,18.665,17.445,16.345,15.724,14.699,13.116,11.466,10.059,9.485,9.472,9.111,9.189,9.043,9.062,8.730,8.717,8.213,7.982,8.549,13.662,17.641,11.871,6.680,5.576,4.843,4.627,4.563,6.455,8.993,
550,42.002,39.772,42.878,72.239,238.602,167.263,53.381,57.190,866.942,1848.800,358.085,35.533,32.558,32.067,30.534,29.262,27.382,25.848,25.479,23.817,23.508,22.511,20.361,19.872,18.727,17.607,17.053,15.870,15.114,13.871,13.232,12.002,10.501,9.218,8.792,8.380,8.156,8.455,8.705,8.278,7.925,7.700,7.596,7.203,7.035,8.779,14.703,14.624,9.186,5.740,4.843,4.259,4.131,4.192,7.226,
555,40.778,32.896,37.362,40.034,166.554,255.279,66.521,45.615,166.915,1579.381,1008.313,72.693,29.448,28.264,28.022,26.649,24.448,23.286,22.351,21.692,20.941,19.238,18.579,17.752,16.966,16.021,14.939,14.047,13.862,12.609,11.804,10.818,9.615,8.649,7.786,7.677,7.525,7.513,7.784,7.821,7.705,7.167,7.068,6.741,6.592,6.816,9.559,14.243,12.562,7.167,4.668,4.176,3.843,3.569,4.224,
560,33.015,33.152,28.442,31.418,80.668,274.598,115.201,41.531,46.756,658.459,1563.421,501.185,28.539,25.967,24.477,23.276,21.728,20.177,20.144,19.425,18.668,17.723,16.796,15.877,15.266,14.167,13.304,12.812,12.320,11.293,10.571,9.731,8.776,7.703,7.139,6.874,6.899,6.976,7.034,6.944,6.802,6.443,6.541,6.306,5.825,5.828,6.333,9.922,13.296,9.919,5.539,3.937,3.548,3.273,3.363,
565,33.029,33.387,29.591,29.347,40.844,207.330,188.820,43.787,38.642,135.738,1323.258,1327.749,55.342,23.555,22.215,21.496,19.759,18.616,18.391,17.535,16.827,15.712,14.493,14.116,13.155,12.583,11.991,11.305,10.822,10.349,9.507,8.886,7.718,6.908,6.336,6.181,6.187,6.272,6.632,6.363,6.172,5.963,5.987,5.680,5.512,5.332,5.492,6.166,10.291,11.669,7.321,4.199,3.302,2.934,3.005,
570,38.602,28.715,27.315,26.322,27.566,113.615,242.376,78.162,34.936,36.828,606.979,1864.254,315.694,20.500,19.339,18.183,18.000,17.121,15.873,15.035,15.231,14.090,13.195,12.737,12.143,11.449,10.436,10.177,9.761,9.337,8.467,7.782,7.167,6.418,5.902,5.503,5.342,5.814,5.723,5.858,5.812,5.609,5.296,5.247,5.019,5.006,4.902,4.675,6.247,10.298,9.451,5.599,3.426,2.874,2.807,
575,38.397,24.384,21.751,21.843,24.911,49.704,223.380,136.631,37.250,33.935,122.373,1417.243,916.344,54.683,17.967,16.720,15.836,14.664,13.874,12.986,13.162,12.467,11.889,11.164,10.599,10.005,9.972,9.184,8.562,7.913,7.823,6.603,6.172,5.611,5.500,5.217,5.208,5.251,5.421,5.220,5.546,4.986,4.964,4.980,4.527,4.611,4.264,4.542,4.427,6.618,9.902,7.498,4.153,2.873,2.746,
580,34.536,20.543,23.452,22.634,19.940,29.507,145.811,194.591,55.139,30.546,30.882,555.838,1421.242,334.926,16.455,15.078,14.727,12.633,12.327,11.777,11.724,10.999,10.265,10.025,9.284,8.993,8.449,8.078,7.327,7.379,6.925,6.386,5.687,5.132,4.753,4.651,4.676,4.646,4.945,4.789,4.575,4.585,4.536,4.415,4.179,4.043,4.225,3.918,3.679,4.282,7.171,8.532,5.660,3.420,2.488,
585,36.563,25.468,16.324,19.346,20.631,25.223,64.325,194.807,100.769,29.829,27.100,97.385,1220.499,941.624,53.298,13.993,12.185,11.751,10.774,11.054,10.227,9.799,8.778,8.823,8.344,7.860,7.546,7.254,6.599,6.599,5.982,5.883,5.076,4.581,4.467,4.154,4.190,4.259,4.364,4.467,4.241,4.197,4.198,3.970,3.797,3.938,3.745,3.671,3.318,3.331,4.442,7.140,7.037,4.483,2.631,
590,28.154,20.064,21.153,18.298,15.277,20.719,31.960,144.808,151.416,34.467,25.336,26.819,563.169,1398.006,287.017,12.423,11.177,10.976,9.970,9.067,8.881,8.473,8.199,7.979,7.319,7.193,6.855,6.085,5.847,5.782,5.473,5.267,4.632,4.411,3.974,3.907,3.885,3.945,3.998,3.971,4.004,3.885,3.749,3.927,3.481,3.610,3.380,3.183,3.135,3.066,3.043,4.552,6.890,5.884,3.501,
595,31.972,21.499,17.343,14.678,14.636,19.010,21.649,76.721,174.533,61.024,23.868,23.159,122.261,1143.188,803.068,53.075,9.748,8.805,8.780,9.000,8.101,7.990,7.061,7.149,6.507,6.377,6.016,5.651,5.474,5.230,4.900,4.585,4.095,4.670,3.865,3.466,3.417,3.720,3.526,3.627,3.600,3.479,3.386,3.309,3.202,3.277,3.075,3.034,2.904,2.673,2.675,2.973,5.056,6.427,4.542,
600,32.852,18.920,17.250,12.504,13.126,15.447,19.424,33.470,145.430,104.899,26.680,21.601,19.174,432.635,1219.791,333.551,9.241,8.039,7.719,7.469,7.207,6.280,6.635,6.098,5.949,5.712,5.145,5.076,5.222,4.744,4.495,3.953,3.610,3.691,3.953,3.441,3.133,3.216,3.167,3.213,3.091,3.208,3.032,3.007,3.242,2.994,2.965,2.563,2.464,2.493,2.430,2.316,3.118,4.847,5.251,
605,27.813,19.776,17.815,13.720,15.006,18.819,17.454,20.795,85.231,136.067,41.098,19.832,16.592,66.377,1002.656,853.314,39.574,7.257,6.988,6.794,6.261,6.188,5.785,5.944,5.488,5.209,4.522,4.336,4.213,4.095,3.977,3.529,3.297,2.944,3.736,3.841,2.988,2.800,3.032,2.900,2.901,2.743,2.873,2.860,2.660,2.709,2.652,2.503,2.305,2.256,2.242,1.963,2.160,3.253,5.190,
610,25.215,14.496,12.572,13.055,13.067,15.460,14.885,16.709,41.437,133.328,75.212,19.091,13.878,14.840,428.927,1231.816,224.148,6.775,6.209,6.140,5.968,5.281,5.339,5.305,4.368,4.440,4.119,3.863,3.867,3.708,3.536,3.296,2.848,2.885,2.891,3.588,3.306,2.769,2.779,2.668,2.665,2.783,2.545,2.578,2.448,2.535,2.347,2.152,2.067,2.033,2.005,1.923,1.938,2.054,3.635,
615,21.118,15.923,13.527,13.301,9.670,12.522,17.117,16.085,21.340,93.613,106.866,26.475,12.889,10.748,62.280,926.105,665.146,28.237,5.803,5.381,5.270,4.881,4.515,4.233,4.083,3.794,4.096,3.574,3.311,3.517,2.799,3.041,2.647,2.448,2.208,2.684,3.424,2.951,2.332,2.375,2.287,2.308,2.431,2.353,2.402,2.185,2.092,2.096,1.863,1.849,1.838,1.795,1.727,1.725,2.153,
620,19.974,18.531,14.649,10.592,8.733,13.126,12.853,13.248,14.372,48.754,115.811,48.366,11.666,10.869,11.587,351.881,929.588,177.473,5.239,4.190,4.850,4.342,4.030,3.914,3.823,3.457,3.213,3.168,3.148,2.945,2.917,2.707,2.503,2.179,2.036,2.093,2.682,3.467,2.332,2.095,2.187,2.151,2.019,2.093,2.090,2.061,2.124,1.808,1.664,1.654,1.662,1.583,1.525,1.553,1.521,
625,19.294,8.768,15.159,11.469,9.872,11.164,12.017,12.293,12.836,22.394,90.594,79.165,14.551,10.325,9.523,52.188,724.856,473.751,23.225,3.956,4.194,3.962,3.517,3.405,2.998,3.032,3.193,3.107,2.732,2.450,2.497,2.693,2.099,1.938,2.045,1.794,2.056,3.075,3.012,2.019,1.964,2.007,1.844,1.890,1.820,1.827,1.753,1.616,1.679,1.612,1.532,1.494,1.325,1.384,1.379,
630,23.736,16.065,11.986,8.735,10.061,9.752,11.911,11.470,13.122,13.947,54.604,98.994,28.026,8.928,8.236,8.924,262.962,684.351,148.136,3.966,3.892,3.631,3.133,2.991,2.868,2.954,2.682,2.693,2.516,2.318,2.289,2.210,1.890,1.939,1.962,1.742,1.887,2.343,3.136,2.245,1.867,1.729,1.724,1.807,1.618,1.685,1.722,1.529,1.474,1.509,1.460,1.322,1.229,1.262,1.210,
635,18.335,16.081,11.034,6.324,8.057,9.621,10.126,10.897,10.642,12.111,25.167,90.490,52.387,9.624,7.950,7.833,36.970,547.238,429.068,23.582,3.842,2.941,3.287,2.949,2.900,2.553,2.824,2.534,2.349,2.191,2.100,2.019,1.901,2.014,1.922,1.706,1.683,1.786,2.384,2.992,1.986,1.679,1.636,1.638,1.483,1.657,1.463,1.385,1.354,1.297,1.463,1.220,1.232,1.251,1.055,
640,17.309,11.393,8.681,9.558,8.041,10.668,10.058,11.635,10.361,10.478,14.107,59.028,79.443,20.392,7.133,7.263,7.501,235.963,620.744,145.410,3.907,2.456,2.923,2.740,2.572,2.220,2.374,2.082,2.032,2.089,1.916,1.763,1.644,1.801,1.533,1.499,1.486,1.654,1.826,2.839,2.399,1.549,1.541,1.682,1.401,1.533,1.413,1.314,1.389,1.251,1.233,1.098,1.183,1.164,1.076,
645,11.616,13.986,11.028,5.314,8.494,10.966,9.007,10.709,9.222,10.564,10.557,29.735,84.695,36.784,7.472,6.107,5.450,38.192,469.103,356.212,23.644,2.595,2.419,2.381,2.288,1.960,2.177,2.157,1.913,1.887,1.734,1.671,1.829,1.489,1.554,1.457,1.582,1.399,1.516,1.873,2.730,2.039,1.403,1.549,1.369,1.425,1.240,1.245,1.307,1.167,1.153,1.178,1.026,1.193,1.190,
650,15.404,11.258,11.641,7.098,8.678,8.166,8.312,7.738,9.534,10.736,10.065,14.309,66.608,61.086,11.075,5.833,5.287,6.408,175.400,506.671,128.776,2.711,2.537,2.358,2.039,2.019,2.044,1.831,1.836,1.594,1.676,1.492,1.261,1.374,1.427,1.439,1.389,1.417,1.414,1.529,2.159,2.569,1.728,1.436,1.312,1.352,1.342,1.194,1.106,1.160,1.108,1.063,0.948,1.091,0.966,
655,12.975,10.117,7.946,8.380,7.322,9.211,6.103,8.095,9.554,9.136,8.840,9.986,39.101,72.867,21.975,5.521,4.973,5.267,25.953,414.712,407.052,15.299,1.746,2.196,1.707,2.083,1.853,1.758,1.683,1.570,1.572,1.322,1.463,1.320,1.265,1.513,1.284,1.319,1.326,1.352,1.480,2.519,2.358,1.432,1.244,1.288,1.259,1.156,1.054,1.097,1.184,1.017,0.969,0.964,0.894,
660,19.892,13.626,9.049,5.601,7.886,5.637,7.804,8.251,8.461,8.941,8.755,9.671,18.949,65.122,41.881,7.684,5.230,4.699,5.668,205.691,680.026,99.548,2.525,2.044,1.536,1.672,1.752,1.581,1.297,1.396,1.315,1.485,1.239,1.224,1.210,1.253,1.504,1.440,1.104,1.158,1.168,1.592,2.766,1.920,1.220,1.225,1.202,1.110,0.993,1.025,1.004,0.872,0.979,0.878,0.876,
665,14.447,15.493,10.787,9.560,7.057,7.479,7.135,7.215,8.419,8.573,8.930,9.369,10.642,43.049,58.662,14.110,5.510,5.306,4.863,29.844,599.268,304.017,17.944,1.789,1.605,1.539,1.397,1.561,1.452,1.423,1.324,1.288,1.099,1.222,0.953,1.099,1.293,1.281,1.094,1.199,1.224,1.254,2.011,2.589,1.420,1.093,1.064,1.059,1.009,0.985,0.952,0.850,0.956,0.904,0.748,
670,25.299,13.744,12.782,8.710,8.546,6.638,8.402,7.119,9.390,9.867,8.978,8.644,8.915,21.638,62.081,27.626,6.158,5.409,4.040,4.867,267.787,463.472,104.361,2.258,1.509,1.283,1.358,1.209,1.343,1.299,1.236,1.198,1.028,1.073,0.960,1.148,1.217,1.420,1.120,1.061,1.028,0.996,1.302,2.331,2.070,1.151,1.018,1.038,0.944,0.966,1.031,0.954,0.921,0.925,0.828,
675,27.262,11.532,10.944,6.833,5.989,7.201,8.450,7.031,8.649,7.834,9.042,8.479,9.191,12.053,48.969,45.830,9.336,5.218,4.539,4.361,32.787,405.566,275.583,18.254,1.623,1.325,1.414,1.319,1.321,1.343,1.300,1.323,1.093,0.987,1.024,0.903,1.099,1.171,1.285,1.206,1.197,0.933,1.000,1.624,2.421,1.608,0.985,1.075,0.907,1.014,0.864,0.875,0.841,0.690,0.761,
680,63.738,12.973,9.016,7.692,6.684,9.012,8.225,8.439,7.680,8.305,9.158,8.435,8.801,8.594,27.782,53.959,19.116,5.528,4.811,4.340,5.269,161.453,418.150,122.303,1.506,1.268,1.358,1.052,0.943,1.090,1.077,1.068,1.073,0.761,0.965,0.826,0.919,1.128,1.175,1.023,1.140,0.946,0.925,1.047,1.832,2.431,1.198,0.877,0.933,0.940,0.870,0.889,0.746,0.805,0.802,
685,97.230,18.365,10.652,11.532,7.313,7.094,7.494,7.291,8.273,8.388,8.820,9.148,10.213,8.618,14.294,47.042,32.821,7.486,5.421,4.345,4.430,22.148,329.559,294.089,15.444,1.247,1.205,1.034,1.011,0.969,1.049,0.817,0.966,0.878,0.791,1.034,0.923,0.825,1.136,1.131,0.997,0.914,0.922,0.981,1.205,2.323,1.969,1.004,0.848,0.927,0.879,0.847,0.822,0.873,0.729,
690,134.759,25.575,10.447,10.373,7.496,9.064,7.794,7.742,7.986,8.361,9.665,9.525,9.245,8.785,8.724,31.913,42.959,11.463,5.830,4.510,4.057,4.366,147.271,430.692,94.286,1.833,1.091,1.024,0.972,0.926,1.036,0.715,0.944,0.801,0.769,0.774,0.783,0.930,0.977,1.042,1.125,0.825,1.139,1.011,0.947,1.461,2.658,1.425,0.801,0.843,1.020,0.825,0.781,0.809,0.844,
695,142.936,49.763,12.085,10.015,10.750,9.549,6.775,7.312,6.623,8.432,9.127,8.630,9.292,7.770,7.703,18.028,42.915,20.455,6.312,4.886,4.153,3.749,27.808,329.878,242.178,12.348,1.367,1.031,0.974,0.938,1.019,0.917,0.928,0.648,0.847,0.846,0.864,0.926,1.033,0.924,0.966,0.934,0.930,0.850,0.948,0.962,1.797,2.098,1.054,0.802,0.875,0.839,0.771,0.835,0.739,
700,103.637,76.677,14.635,11.991,10.828,10.183,8.269,7.358,7.711,7.834,9.070,8.888,8.799,8.841,8.074,10.031,33.037,31.226,9.143,5.361,4.481,3.769,3.964,129.854,338.248,68.779,1.754,0.907,1.001,0.852,1.094,0.721,0.762,0.789,0.656,0.752,0.830,0.888,0.948,1.039,0.982,1.079,0.922,0.929,0.949,0.994,1.127,1.909,1.708,0.966,0.964,0.807,0.870,0.822,0.809,
