510,766.797,826.811,620.288,586.252,1409.427,3339.147,1196.093,615.130,566.391,508.846,494.234,496.877,506.513,511.843,505.741,510.386,508.574,496.448,491.811,484.124,474.040,462.764,444.718,428.674,405.166,375.811,347.453,318.141,287.585,257.338,228.442,200.178,174.657,148.518,129.287,117.439,106.591,98.000,90.569,84.136,87.553,88.089,70.695,56.054,48.172,44.078,39.038,36.133,34.185,30.355,25.778,22.996,20.975,19.361,51.679,
515,607.094,768.002,640.503,521.041,651.858,2830.775,2276.174,617.517,519.437,463.306,451.559,449.912,455.905,461.822,455.396,455.734,455.887,438.105,434.841,435.607,429.709,415.843,402.824,388.547,368.501,343.956,317.080,290.345,263.746,238.250,209.578,186.135,162.054,138.680,121.341,109.370,100.592,92.763,84.826,78.116,74.397,80.762,76.525,60.336,48.060,42.908,38.804,34.896,32.809,32.676,27.076,22.987,20.715,18.895,18.690,
520,535.496,627.966,688.228,489.946,476.781,1494.805,3320.623,1036.529,477.556,418.478,409.804,402.442,414.122,414.018,409.334,405.964,401.241,396.960,389.128,386.262,381.983,373.843,363.531,350.314,334.555,313.267,291.038,264.726,241.338,217.479,194.415,169.945,148.661,127.748,112.682,101.665,93.214,86.757,80.390,73.396,68.084,67.540,73.357,64.950,49.700,42.441,37.984,33.702,30.860,30.738,29.303,23.851,20.453,18.904,18.072,
525,479.500,494.074,646.939,498.402,428.218,656.680,2932.403,2134.512,489.223,379.156,365.352,367.413,373.044,370.849,366.899,362.452,357.138,349.382,343.034,340.995,340.723,331.753,325.015,313.976,300.522,283.175,262.221,242.519,219.934,197.372,175.272,155.324,136.384,117.657,103.632,93.751,86.524,79.935,74.877,69.799,64.798,59.223,61.206,64.833,53.468,42.713,36.684,32.870,29.599,28.566,28.271,26.358,21.183,18.534,17.510,
530,435.236,408.478,525.729,534.335,391.508,479.473,1519.105,3038.911,928.015,344.077,332.589,333.292,331.362,329.628,329.651,321.651,317.805,309.509,304.795,305.353,301.495,297.675,292.239,284.951,271.901,253.998,234.708,217.950,197.655,179.421,160.367,141.574,124.519,106.364,94.516,86.344,79.371,74.290,70.071,64.718,58.861,54.383,52.223,56.596,56.300,45.004,35.955,31.636,28.309,27.043,24.998,25.840,23.461,18.847,17.167,
535,374.607,350.609,412.708,538.376,391.616,428.565,588.335,2553.647,1911.653,353.118,299.955,304.528,297.540,297.331,289.918,285.700,282.399,276.121,273.524,272.838,270.379,266.983,260.084,253.545,244.289,230.242,213.876,196.396,179.653,162.713,143.855,129.225,112.668,98.313,87.350,79.718,73.518,68.764,65.268,59.621,55.720,51.522,47.684,47.058,52.068,47.811,37.545,30.577,27.339,25.649,23.332,22.757,23.541,20.467,16.725,
540,345.165,313.283,325.070,476.100,433.849,383.648,381.673,1261.698,2797.581,720.927,273.806,262.927,270.148,266.069,261.060,251.839,250.638,244.341,241.807,238.492,238.053,236.800,230.497,223.617,215.558,204.929,189.915,177.112,161.722,145.617,131.440,116.432,102.835,89.319,78.337,72.918,67.334,63.738,59.671,54.366,51.501,47.010,44.094,40.909,42.347,46.041,39.712,30.778,25.959,24.290,22.174,20.281,20.574,21.782,18.770,
545,305.470,285.476,283.159,364.173,450.551,386.136,338.891,435.359,2339.222,1706.992,292.926,240.755,234.707,233.133,230.912,225.552,220.925,214.920,213.809,209.977,210.852,207.437,205.376,201.358,193.403,182.988,170.480,158.729,144.113,131.741,117.281,105.150,92.078,80.147,72.203,66.029,60.923,57.951,54.327,51.150,47.099,44.274,40.802,38.140,35.519,38.814,40.660,32.135,25.412,23.027,20.986,19.110,18.274,18.858,19.932,
550,267.325,246.450,242.559,274.048,421.672,415.450,299.573,283.086,1158.116,2585.807,673.743,215.857,215.079,209.627,205.161,200.418,197.390,188.886,187.466,189.100,185.730,184.720,182.787,177.805,172.509,163.182,153.326,140.955,129.487,117.832,105.936,93.576,82.330,72.607,64.868,60.135,55.752,52.999,49.416,46.293,43.116,39.990,37.017,34.942,32.344,31.412,35.701,33.711,26.519,22.387,19.728,18.096,16.807,15.953,17.858,
555,243.127,224.596,213.927,212.365,327.085,451.619,292.486,247.069,369.031,2355.412,1589.879,248.588,188.793,186.754,181.354,176.907,173.150,169.642,166.621,164.235,164.933,163.309,161.569,157.555,153.136,144.796,136.102,126.306,115.673,104.967,94.626,84.390,74.574,65.417,57.889,53.768,50.562,47.624,45.062,42.501,38.750,36.974,33.981,32.249,29.422,27.824,29.122,31.595,28.494,22.641,18.959,17.054,15.895,14.799,14.727,
560,218.541,185.542,189.485,183.345,231.745,447.393,303.410,222.542,211.013,1167.342,2372.726,656.852,170.490,162.932,157.711,154.076,152.214,148.914,145.109,146.245,144.610,142.545,141.888,139.240,134.185,127.029,119.881,111.373,101.911,93.034,84.324,75.757,66.402,57.874,52.512,48.220,45.168,43.158,40.497,38.401,36.109,33.280,31.107,28.986,26.655,25.056,24.230,25.952,27.817,24.297,18.522,15.659,14.555,13.419,13.293,
565,203.959,172.812,164.812,168.670,171.373,366.521,352.195,205.830,188.647,322.250,1976.495,1581.792,198.823,146.424,140.834,137.126,133.660,129.062,127.583,128.266,128.828,126.162,124.718,121.942,118.170,112.352,104.891,98.352,90.497,81.950,73.551,67.146,58.977,52.066,46.971,43.623,40.639,39.073,36.465,34.839,32.296,29.620,28.140,26.641,24.821,23.300,21.918,20.886,23.617,24.506,19.158,15.131,13.610,12.547,11.976,
570,168.169,154.048,149.522,142.083,153.552,261.537,382.227,213.076,172.832,156.406,900.922,2339.072,603.381,131.332,123.082,118.771,116.548,113.253,112.555,111.240,111.123,110.441,108.955,107.463,104.659,98.776,93.142,86.189,78.953,73.568,66.337,58.606,52.426,46.856,41.910,38.740,36.427,34.551,32.847,31.035,29.186,26.917,25.529,23.875,22.206,20.909,19.409,18.045,18.338,21.866,20.343,15.647,12.880,11.620,11.256,
575,152.028,135.332,127.327,128.910,132.935,188.251,343.177,259.180,157.689,143.329,233.506,1931.791,1495.714,172.409,108.639,103.862,101.600,98.283,97.154,97.638,97.161,96.562,95.477,93.998,91.098,86.886,81.208,76.361,70.209,63.660,57.938,51.909,46.753,41.587,37.044,34.748,32.624,31.180,29.325,27.453,26.250,24.482,22.914,21.520,20.130,18.871,17.713,16.492,15.586,17.420,19.723,16.785,12.753,10.914,9.913,
580,133.026,119.070,119.818,113.972,116.523,151.028,252.862,291.069,162.972,131.357,125.314,846.067,2186.314,593.271,97.464,91.920,89.178,86.458,85.273,84.433,84.727,85.044,83.246,81.952,79.583,75.342,70.970,65.861,61.232,55.982,51.481,45.947,41.114,36.197,32.931,30.855,28.403,27.587,26.486,24.490,23.294,21.875,20.296,19.195,18.111,16.933,15.790,14.399,13.761,13.962,16.267,17.080,13.415,10.902,9.700,
585,120.737,111.779,108.900,103.791,107.210,132.749,174.178,285.941,193.550,122.069,116.743,213.056,1778.937,1438.308,144.102,80.825,77.824,75.689,73.809,73.464,74.551,74.290,71.924,71.373,69.430,66.137,61.464,58.555,54.063,49.573,45.167,40.629,36.443,32.323,28.921,26.949,25.601,24.393,23.327,22.252,20.783,19.377,18.606,17.197,16.450,15.187,14.192,13.090,12.707,12.051,12.734,14.793,14.092,11.154,8.965,
590,113.552,102.726,98.350,97.334,95.765,123.282,129.581,222.781,231.460,121.629,106.988,103.027,788.283,2057.897,525.033,71.654,68.422,65.964,64.591,63.912,63.981,64.154,63.417,61.667,60.234,58.293,53.978,51.227,47.220,43.548,39.021,35.671,32.651,28.724,25.782,23.753,22.542,21.906,20.793,19.811,18.574,17.828,16.407,15.450,14.569,13.737,12.764,12.312,10.952,10.910,10.464,11.575,13.543,11.630,9.279,
595,106.609,97.996,89.323,83.659,90.559,114.891,113.270,153.779,245.987,138.528,99.283,94.574,182.517,1644.298,1358.676,112.493,60.413,58.907,57.496,56.681,56.914,55.899,55.563,53.715,52.809,50.489,47.140,44.098,41.572,37.493,34.945,31.170,28.078,25.784,23.687,21.154,19.773,19.369,18.613,17.717,16.603,15.545,14.702,13.794,13.361,12.187,11.537,10.987,9.906,9.895,9.104,8.972,11.121,11.663,9.776,
600,97.456,82.831,86.289,82.225,80.202,100.525,103.540,108.519,212.557,170.126,96.837,84.433,78.044,662.450,1966.999,451.666,55.315,50.923,50.183,49.483,48.797,47.996,46.926,46.994,45.800,44.329,40.813,38.668,35.741,32.757,30.287,27.621,25.126,22.234,20.550,19.074,17.371,17.236,16.508,16.009,14.971,13.532,12.986,12.381,11.611,11.188,10.504,9.785,8.943,8.834,8.274,7.902,7.984,10.025,10.294,
605,82.635,73.864,75.388,70.342,73.501,91.292,91.683,92.711,152.142,199.023,108.404,81.000,70.578,134.501,1540.045,1099.126,100.807,43.852,43.515,43.166,42.648,42.280,41.137,40.967,40.246,38.177,36.179,33.849,31.270,28.807,26.780,24.180,21.832,19.337,18.220,17.282,15.619,15.174,14.643,14.066,13.229,11.980,11.395,11.340,10.501,9.966,9.442,8.612,8.025,8.017,7.352,7.230,6.792,7.882,9.499,
610,85.295,72.940,69.353,66.059,68.576,87.677,83.577,84.746,104.851,188.964,132.315,76.906,65.311,57.536,635.318,1540.137,406.783,38.997,37.639,37.550,37.634,37.546,35.963,36.005,34.767,32.915,30.586,29.204,27.579,25.303,23.698,20.809,19.107,17.021,15.690,15.220,14.247,13.414,13.036,12.224,11.415,10.909,10.586,9.762,8.976,9.008,8.023,7.859,7.196,7.061,6.596,6.160,5.886,5.876,7.579,
615,79.153,59.231,60.472,62.811,62.497,75.281,75.553,78.245,83.608,148.824,161.510,80.624,59.432,52.170,122.642,1185.955,1032.635,69.794,32.006,31.411,31.951,31.235,31.013,30.539,29.840,28.605,26.392,25.438,23.308,21.717,19.877,18.553,16.397,14.777,13.662,12.920,13.149,12.193,10.977,10.565,10.094,9.786,9.226,8.764,8.080,7.860,7.360,6.802,6.555,6.328,5.813,5.682,5.333,5.464,5.588,
620,59.407,62.899,56.886,55.123,55.135,69.232,71.063,69.054,71.436,103.261,164.798,98.913,57.779,47.096,44.134,468.809,1440.668,341.842,29.634,26.909,26.933,27.180,26.238,26.405,25.744,24.273,22.383,21.012,20.176,18.815,16.962,16.031,14.386,12.482,11.659,10.970,10.700,11.178,9.989,9.433,9.079,8.440,7.854,7.986,7.314,6.841,6.506,6.092,5.694,5.697,5.210,5.148,4.769,4.626,4.752,
625,54.975,49.419,53.904,52.241,53.189,67.763,66.474,66.352,67.878,76.073,138.864,125.607,57.831,44.108,39.145,95.432,1102.427,873.011,62.147,23.659,23.672,23.182,22.623,22.659,22.148,21.457,19.598,18.534,17.554,16.171,15.108,13.601,12.528,11.368,10.350,9.622,9.303,9.597,9.223,8.257,7.827,7.624,7.183,6.725,6.319,6.112,5.735,5.462,5.140,5.217,4.829,4.554,4.357,4.194,4.250,
630,57.760,49.878,44.956,46.178,48.495,61.813,64.677,60.862,64.129,65.817,104.332,142.747,69.171,44.903,37.048,32.567,459.843,1265.953,289.271,21.737,21.030,20.409,20.708,19.285,19.379,18.716,17.601,16.649,15.332,14.349,13.222,12.163,11.094,10.175,9.399,8.757,8.386,8.501,8.868,7.956,6.959,6.783,6.492,6.323,5.865,5.653,5.156,4.912,4.796,4.715,4.361,4.050,3.974,3.844,3.869,
635,46.112,47.674,44.001,45.466,49.197,60.719,61.150,59.784,64.249,62.581,75.451,133.456,93.336,45.876,36.289,30.825,71.993,1004.982,801.732,49.196,19.206,18.421,18.265,17.671,16.863,16.263,15.437,14.430,13.560,12.607,11.792,10.795,9.804,9.203,8.101,7.705,7.429,7.558,7.531,7.910,6.623,6.064,5.796,5.749,5.150,5.086,4.766,4.591,4.176,4.145,4.206,3.706,3.582,3.523,3.729,
640,48.067,41.423,43.091,46.075,41.961,57.053,60.023,56.156,61.021,61.018,64.730,103.324,116.621,53.422,35.695,29.292,25.899,419.183,1143.386,245.193,17.694,16.297,15.860,15.486,14.821,14.534,13.219,12.551,11.689,11.229,10.092,9.313,8.542,8.035,7.166,7.050,6.519,6.189,6.527,6.949,6.387,5.475,5.242,4.846,4.675,4.432,4.107,3.975,3.722,3.730,3.731,3.548,3.276,3.345,3.279,
645,44.319,41.320,43.016,40.957,42.196,53.271,57.788,56.278,58.869,59.709,60.949,80.717,122.740,74.499,36.407,27.203,23.689,81.952,885.961,630.956,41.015,13.690,13.366,13.400,13.438,12.470,11.717,11.076,10.736,9.620,9.162,8.450,7.798,7.023,6.888,6.433,5.777,5.867,5.365,5.657,6.204,5.346,4.511,4.578,4.375,4.166,3.869,3.686,3.562,3.502,3.237,3.312,3.149,2.984,3.021,
650,50.413,42.511,41.669,39.376,42.114,51.758,58.332,60.012,59.662,61.065,62.074,66.419,109.314,97.190,41.489,28.601,23.656,20.990,352.204,902.755,203.944,13.759,12.164,11.952,11.239,11.237,10.619,10.145,8.780,8.647,8.090,7.259,7.068,6.518,5.905,5.720,5.133,5.138,5.139,4.875,5.302,5.567,4.303,4.155,3.738,3.663,3.577,3.431,3.076,2.995,3.130,2.915,2.906,2.812,2.735,
655,41.276,44.742,45.142,41.720,43.613,52.643,60.213,56.024,61.750,63.274,64.570,64.251,87.051,111.870,56.202,32.236,24.664,20.192,58.072,707.409,561.977,40.860,10.575,10.069,10.029,9.396,9.377,8.571,7.875,7.445,7.068,6.645,6.088,5.611,4.964,5.060,4.803,4.701,4.494,4.356,4.183,4.873,4.762,3.731,3.461,3.572,3.166,3.076,2.855,2.904,2.881,2.701,2.650,2.539,2.596,
660,55.660,40.614,42.841,41.350,40.182,54.544,58.380,61.574,64.919,67.733,70.613,69.096,74.311,108.647,79.809,36.502,27.420,20.621,17.561,285.952,827.171,213.158,10.142,9.031,8.687,8.407,8.025,7.500,6.767,6.338,6.292,5.600,5.148,4.898,4.778,4.347,4.325,4.207,4.087,3.933,3.688,3.818,4.820,3.974,3.290,3.120,2.883,2.853,2.619,2.712,2.745,2.692,2.529,2.619,2.485,
665,47.458,43.223,46.274,42.851,43.602,57.600,63.321,62.432,67.467,70.836,74.634,73.620,73.108,92.226,98.135,47.411,30.166,23.259,17.437,52.170,666.720,555.926,34.422,7.503,7.221,7.165,6.630,6.577,6.080,5.686,5.311,4.957,4.516,4.211,3.894,3.824,3.992,3.829,3.698,3.370,3.385,3.219,3.774,4.164,3.128,2.732,2.668,2.782,2.419,2.444,2.464,2.249,2.338,2.273,2.394,
670,56.089,49.315,45.354,42.438,42.004,60.316,63.444,64.406,72.890,74.306,79.716,78.857,74.769,82.074,107.205,62.701,34.400,24.889,19.473,15.860,282.435,805.360,181.834,7.739,6.418,6.151,5.826,5.393,5.350,4.974,4.564,4.356,4.127,3.541,3.559,3.261,3.403,3.265,3.263,3.183,2.954,2.909,2.964,3.938,3.682,2.745,2.414,2.363,2.207,2.264,2.147,2.171,2.162,2.214,2.209,
675,62.196,52.240,46.996,43.547,44.603,59.232,66.915,69.014,75.466,76.656,81.091,87.170,82.798,76.586,99.178,82.596,40.741,27.446,20.857,16.120,51.827,656.222,465.104,26.016,5.386,5.191,5.035,4.394,4.400,3.984,3.952,3.608,3.423,2.998,3.104,2.937,2.935,2.767,2.850,2.780,2.726,2.520,2.578,2.838,3.847,2.823,2.264,2.196,2.183,2.118,2.051,1.917,2.083,1.957,2.034,
680,96.227,51.769,45.667,46.333,43.484,62.753,67.301,70.749,78.241,82.895,87.712,90.433,89.021,80.616,86.667,98.404,54.141,31.010,23.159,17.222,15.075,281.328,666.700,149.004,5.659,4.508,4.270,4.337,3.949,3.502,3.309,3.194,3.031,2.620,2.820,2.658,2.585,2.654,2.738,2.497,2.537,2.521,2.375,2.216,2.956,3.545,2.363,1.962,1.776,1.965,1.971,1.849,1.752,1.939,2.055,
685,148.860,59.712,52.922,45.000,48.910,63.102,70.749,73.182,81.996,86.137,91.065,93.700,93.234,82.912,79.500,95.970,71.897,36.035,26.350,20.294,16.001,52.212,525.467,411.135,24.189,3.974,3.661,3.305,3.395,3.067,2.774,2.715,2.304,2.423,2.438,2.363,2.190,2.430,2.236,2.338,2.244,2.238,2.142,2.172,2.355,3.318,2.997,1.977,1.734,1.816,1.843,1.834,1.722,1.840,1.946,
690,183.960,71.966,51.846,46.897,49.272,66.539,69.205,75.792,81.477,89.690,96.253,98.449,98.332,87.239,79.158,86.923,84.106,44.105,30.099,22.393,17.454,13.807,221.795,601.261,137.523,4.356,3.483,2.827,2.786,2.742,2.785,2.479,2.028,2.140,2.330,2.051,2.027,2.052,2.138,2.160,2.007,2.002,1.921,1.831,1.904,2.439,3.222,2.360,1.659,1.671,1.787,1.850,1.560,1.845,1.861,
695,190.106,94.577,51.039,52.139,50.867,62.520,73.509,77.296,84.656,89.344,96.278,99.981,100.269,94.846,82.698,77.826,90.920,57.819,34.176,25.596,19.869,15.167,47.353,507.575,359.114,22.774,2.993,2.874,2.466,2.478,2.328,2.343,2.019,1.731,1.912,2.132,1.894,2.026,1.893,1.835,2.072,1.964,1.917,1.921,1.752,1.890,2.661,3.007,1.771,1.756,1.695,1.723,1.666,1.667,1.830,
700,157.259,133.805,57.400,50.823,51.987,63.931,73.143,76.865,85.654,90.079,96.268,102.103,102.663,99.745,85.538,75.024,87.216,71.479,40.657,30.122,22.655,17.477,13.479,230.526,538.383,140.408,3.463,2.496,2.344,2.125,1.930,2.045,1.800,1.715,1.627,1.950,1.911,1.738,1.791,1.734,1.655,1.789,1.781,1.673,1.810,1.766,1.834,2.726,2.491,1.652,1.574,1.531,1.504,1.701,1.783,
